book_id,openlibrary_work_key,status,edition_rows,reported_size,error
BOOK00561,/works/OL20800373W,success,8,8.0,
BOOK00562,/works/OL1965152W,success,7,7.0,
BOOK00563,/works/OL18798198W,success,6,6.0,
BOOK00564,/works/OL8205117W,success,4,4.0,
BOOK00565,/works/OL5857853W,success,5,5.0,
BOOK00566,/works/OL3944650W,success,8,8.0,
BOOK00567,/works/OL20192826W,success,4,4.0,
BOOK00568,/works/OL20688948W,success,1,1.0,
BOOK00569,/works/OL15431388W,success,13,13.0,
BOOK00570,/works/OL5851871W,success,3,3.0,
BOOK00571,/works/OL19751735W,success,1,1.0,
BOOK00572,/works/OL19816272W,success,2,2.0,
BOOK00573,/works/OL3944625W,success,2,2.0,
BOOK00574,/works/OL16486195W,success,6,6.0,
BOOK00575,/works/OL21305493W,success,8,8.0,
BOOK00576,/works/OL16452029W,success,1,1.0,
BOOK00577,/works/OL8936327W,success,12,12.0,
BOOK00578,/works/OL21125427W,success,4,4.0,
BOOK00579,/works/OL8951194W,success,3,3.0,
BOOK00580,/works/OL26513767W,success,2,2.0,
BOOK00581,/works/OL21082287W,success,5,5.0,
BOOK00582,/works/OL17554879W,success,6,6.0,
BOOK00583,/works/OL3944599W,success,2,2.0,
BOOK00584,/works/OL22144070W,success,5,5.0,
BOOK00585,/works/OL16920005W,success,8,8.0,
BOOK00586,/works/OL1808174W,success,5,5.0,
BOOK00587,/works/OL1969032W,success,1,1.0,
BOOK00588,/works/OL25718745W,success,2,2.0,
BOOK00589,/works/OL16056611W,success,2,2.0,
BOOK00590,/works/OL21260269W,success,7,7.0,
BOOK00591,/works/OL25174740W,success,6,6.0,
BOOK00592,/works/OL21035273W,success,2,2.0,
BOOK00593,/works/OL16191214W,success,1,1.0,
BOOK00594,/works/OL18715129W,success,3,3.0,
BOOK00595,/works/OL19718665W,success,1,1.0,
BOOK00596,/works/OL3944628W,success,1,1.0,
BOOK00597,/works/OL19904336W,success,7,7.0,
BOOK00598,/works/OL15530645W,success,7,7.0,
BOOK00599,/works/OL9353543W,success,3,3.0,
BOOK00600,/works/OL25351280W,success,3,3.0,
BOOK00601,/works/OL25718743W,success,2,2.0,
BOOK00602,/works/OL8232406W,success,6,6.0,
BOOK00603,/works/OL2979457W,success,6,6.0,
BOOK00604,/works/OL38616422W,success,1,1.0,
BOOK00605,/works/OL21196875W,success,3,3.0,
BOOK00606,/works/OL8364055W,success,1,1.0,
BOOK00607,/works/OL2979729W,success,11,11.0,
BOOK00608,/works/OL25194931W,success,7,7.0,
BOOK00609,/works/OL16477264W,success,2,2.0,
BOOK00610,/works/OL3501574W,success,1,1.0,
BOOK00611,/works/OL21456114W,success,5,5.0,
BOOK00612,/works/OL5757509W,success,1,1.0,
BOOK00613,/works/OL1686521W,success,1,1.0,
BOOK00614,/works/OL25742435W,success,6,6.0,
BOOK00615,/works/OL2707715W,success,12,12.0,
BOOK00616,/works/OL19437656W,success,8,8.0,
BOOK00617,/works/OL1965131W,success,14,14.0,
BOOK00618,/works/OL21393709W,success,12,12.0,
BOOK00619,/works/OL1918475W,success,16,16.0,
BOOK00620,/works/OL3026340W,success,17,17.0,
BOOK00621,/works/OL1984512W,success,6,6.0,
BOOK00622,/works/OL15643306W,success,2,2.0,
BOOK00623,/works/OL2959662W,success,7,7.0,
BOOK00624,/works/OL1870276W,success,6,6.0,
BOOK00625,/works/OL3500981W,success,1,1.0,
BOOK00626,/works/OL15711892W,success,2,2.0,
BOOK00627,/works/OL21342333W,success,1,1.0,
BOOK00628,/works/OL21358315W,success,1,1.0,
BOOK00629,/works/OL8208029W,success,11,11.0,
BOOK00630,/works/OL2038891W,success,5,5.0,
BOOK00631,/works/OL15589903W,success,1,1.0,
BOOK00632,/works/OL1965132W,success,7,7.0,
BOOK00633,/works/OL20811346W,success,6,6.0,
BOOK00634,/works/OL2025031W,success,7,7.0,
BOOK00635,/works/OL20178427W,success,10,10.0,
BOOK00636,/works/OL37481193W,success,1,1.0,
BOOK00637,/works/OL17738599W,success,3,3.0,
BOOK00638,/works/OL5317495W,success,2,2.0,
BOOK00639,/works/OL13577175W,success,8,8.0,
BOOK00640,/works/OL18626138W,success,6,6.0,
BOOK00641,/works/OL16981036W,success,5,5.0,
BOOK00642,/works/OL16992316W,success,4,4.0,
BOOK00643,/works/OL20926424W,success,8,8.0,
BOOK00644,/works/OL21406978W,success,13,13.0,
BOOK00645,/works/OL28214958W,success,1,1.0,
BOOK00646,/works/OL3944649W,success,5,5.0,
BOOK00647,/works/OL20521593W,success,4,4.0,
BOOK00648,/works/OL3944648W,success,5,5.0,
BOOK00649,/works/OL3280702W,success,4,4.0,
BOOK00650,/works/OL1806192W,success,7,7.0,
BOOK00651,/works/OL9218737W,success,4,4.0,
BOOK00652,/works/OL20643067W,success,2,2.0,
BOOK00653,/works/OL20750977W,success,11,11.0,
BOOK00654,/works/OL22585097W,success,1,1.0,
BOOK00655,/works/OL18163946W,success,5,5.0,
BOOK00656,/works/OL18361705W,success,5,5.0,
BOOK00657,/works/OL21035434W,success,18,18.0,
BOOK00658,/works/OL25072985W,success,2,2.0,
BOOK00659,/works/OL18748808W,success,9,9.0,
BOOK00660,/works/OL510735W,success,77,77.0,
BOOK00661,/works/OL15827705W,success,17,17.0,
BOOK00662,/works/OL510771W,success,17,17.0,
BOOK00663,/works/OL547477W,success,12,12.0,
BOOK00664,/works/OL1897916W,success,13,13.0,
BOOK00665,/works/OL47375W,success,14,14.0,
BOOK00666,/works/OL3118214W,success,5,5.0,
BOOK00667,/works/OL2714552W,success,8,8.0,
BOOK00668,/works/OL1267343W,success,9,9.0,
BOOK00669,/works/OL1870277W,success,13,13.0,
BOOK00670,/works/OL1904624W,success,14,14.0,
BOOK00671,/works/OL12388822W,success,9,9.0,
BOOK00672,/works/OL1904621W,success,9,9.0,
BOOK00673,/works/OL5744652W,success,7,7.0,
BOOK00674,/works/OL20249063W,success,9,9.0,
BOOK00675,/works/OL1926491W,success,6,6.0,
BOOK00676,/works/OL16279375W,success,7,7.0,
BOOK00677,/works/OL2683677W,success,16,16.0,
BOOK00678,/works/OL18175444W,success,3,3.0,
BOOK00679,/works/OL5964563W,success,6,6.0,
BOOK00680,/works/OL2622210W,success,13,13.0,
BOOK00681,/works/OL25347140W,success,3,3.0,
BOOK00682,/works/OL2768785W,success,8,8.0,
BOOK00683,/works/OL16191159W,success,1,1.0,
BOOK00684,/works/OL15689712W,success,3,3.0,
BOOK00685,/works/OL1841367W,success,10,10.0,
BOOK00686,/works/OL16943613W,success,10,10.0,
BOOK00687,/works/OL15452291W,success,6,6.0,
BOOK00688,/works/OL1866343W,success,6,6.0,
BOOK00689,/works/OL3967162W,success,3,3.0,
BOOK00690,/works/OL2659998W,success,15,15.0,
BOOK00691,/works/OL18648685W,success,1,1.0,
BOOK00692,/works/OL2703555W,success,2,2.0,
BOOK00693,/works/OL18710643W,success,13,13.0,
BOOK00694,/works/OL15076937W,success,4,4.0,
BOOK00695,/works/OL21313745W,success,8,8.0,
BOOK00696,/works/OL20178252W,success,5,5.0,
BOOK00697,/works/OL1267341W,success,5,5.0,
BOOK00698,/works/OL4295201W,success,3,3.0,
BOOK00699,/works/OL16933372W,success,11,11.0,
BOOK00700,/works/OL21282788W,success,10,10.0,
BOOK00701,/works/OL20594227W,success,4,4.0,
BOOK00702,/works/OL3948912W,success,3,3.0,
BOOK00703,/works/OL49758W,success,6,6.0,
BOOK00704,/works/OL21517399W,success,2,2.0,
BOOK00705,/works/OL2935038W,success,6,6.0,
BOOK00706,/works/OL21871334W,success,7,7.0,
BOOK00707,/works/OL2668074W,success,6,6.0,
BOOK00708,/works/OL3266746W,success,22,22.0,
BOOK00709,/works/OL21679891W,success,4,4.0,
BOOK00710,/works/OL120747W,success,4,4.0,
BOOK00711,/works/OL1839160W,success,6,6.0,
BOOK00712,/works/OL3983591W,success,3,3.0,
BOOK00713,/works/OL3122537W,success,5,5.0,
BOOK00714,/works/OL31660670W,success,1,1.0,
BOOK00715,/works/OL4442929W,success,6,6.0,
BOOK00716,/works/OL2871275W,success,11,11.0,
BOOK00717,/works/OL20883142W,success,2,2.0,
BOOK00718,/works/OL21496797W,success,8,8.0,
BOOK00719,/works/OL19825636W,success,16,16.0,
BOOK00720,/works/OL18606296W,success,7,7.0,
BOOK00721,/works/OL1977039W,success,4,4.0,
BOOK00722,/works/OL2730810W,success,3,3.0,
BOOK00723,/works/OL20293545W,success,6,6.0,
BOOK00724,/works/OL20887444W,success,1,1.0,
BOOK00725,/works/OL17459093W,success,13,13.0,
BOOK00726,/works/OL12041358W,success,1,1.0,
BOOK00727,/works/OL17734373W,success,3,3.0,
BOOK00728,/works/OL9346457W,success,2,2.0,
BOOK00729,/works/OL2931103W,success,5,5.0,
BOOK00730,/works/OL25770439W,success,2,2.0,
BOOK00731,/works/OL21064231W,success,2,2.0,
BOOK00732,/works/OL4491240W,success,5,5.0,
BOOK00733,/works/OL25808971W,success,5,5.0,
BOOK00734,/works/OL9290241W,success,15,15.0,
BOOK00735,/works/OL3877923W,success,4,4.0,
BOOK00736,/works/OL18063780W,success,2,2.0,
BOOK00737,/works/OL6223851W,success,4,4.0,
BOOK00738,/works/OL1839137W,success,1,1.0,
BOOK00739,/works/OL4273402W,success,19,19.0,
BOOK00740,/works/OL26510589W,success,2,2.0,
BOOK00741,/works/OL23686363W,success,8,8.0,
BOOK00742,/works/OL34357864W,success,2,2.0,
BOOK00743,/works/OL20828251W,success,2,2.0,
BOOK00744,/works/OL16464742W,success,1,1.0,
BOOK00745,/works/OL37565561W,success,2,2.0,
BOOK00746,/works/OL4799795W,success,15,15.0,
BOOK00747,/works/OL25230171W,success,7,7.0,
BOOK00748,/works/OL8883934W,success,2,2.0,
BOOK00749,/works/OL15843963W,success,1,1.0,
BOOK00750,/works/OL5039661W,success,9,9.0,
BOOK00751,/works/OL21130799W,success,2,2.0,
BOOK00752,/works/OL8637973W,success,6,6.0,
BOOK00753,/works/OL4571477W,success,6,6.0,
BOOK00754,/works/OL15916763W,success,1,1.0,
BOOK00755,/works/OL25321896W,success,1,1.0,
BOOK00756,/works/OL17313012W,success,1,1.0,
BOOK00757,/works/OL28862283W,success,1,1.0,
BOOK00758,/works/OL2746901W,success,65,65.0,
BOOK00759,/works/OL1881227W,success,80,80.0,
BOOK00760,/works/OL2838069W,success,29,29.0,
BOOK00761,/works/OL1418653W,success,8,8.0,
BOOK00762,/works/OL2025063W,success,7,7.0,
BOOK00763,/works/OL1965645W,success,9,9.0,
BOOK00764,/works/OL1205037W,success,8,8.0,
BOOK00765,/works/OL531096W,success,9,9.0,
BOOK00766,/works/OL20900488W,success,6,6.0,
BOOK00767,/works/OL18509261W,success,9,9.0,
BOOK00768,/works/OL3528675W,success,13,13.0,
BOOK00769,/works/OL4304697W,success,2,2.0,
BOOK00770,/works/OL1881222W,success,20,20.0,
BOOK00771,/works/OL4299578W,success,5,5.0,
BOOK00772,/works/OL192981W,success,8,8.0,
BOOK00773,/works/OL16308281W,success,1,1.0,
BOOK00774,/works/OL19191895W,success,6,6.0,
BOOK00775,/works/OL892915W,success,13,13.0,
BOOK00776,/works/OL491346W,success,20,20.0,
BOOK00777,/works/OL19573983W,success,8,8.0,
BOOK00778,/works/OL29071479W,success,58,58.0,
BOOK00779,/works/OL1282010W,success,1,1.0,
BOOK00780,/works/OL1993484W,success,7,7.0,
BOOK00781,/works/OL20438832W,success,13,13.0,
BOOK00782,/works/OL1952345W,success,3,3.0,
BOOK00783,/works/OL21691722W,success,4,4.0,
BOOK00784,/works/OL2682213W,success,6,6.0,
BOOK00785,/works/OL269836W,success,2,2.0,
BOOK00786,/works/OL27777710W,success,2,2.0,
BOOK00787,/works/OL5847440W,success,1,1.0,
BOOK00788,/works/OL8525813W,success,9,9.0,
BOOK00789,/works/OL20936305W,success,1,1.0,
BOOK00790,/works/OL283284W,success,21,21.0,
BOOK00791,/works/OL20010511W,success,13,13.0,
BOOK00792,/works/OL20743458W,success,6,6.0,
BOOK00793,/works/OL29071821W,success,19,19.0,
BOOK00794,/works/OL15519981W,success,1,1.0,
BOOK00795,/works/OL20770307W,success,2,2.0,
BOOK00796,/works/OL1971019W,success,4,4.0,
BOOK00797,/works/OL4492622W,success,4,4.0,
BOOK00798,/works/OL1186200W,success,17,17.0,
BOOK00799,/works/OL2702468W,success,1,1.0,
BOOK00800,/works/OL18083815W,success,1,1.0,
BOOK00801,/works/OL29026357W,success,13,13.0,
BOOK00802,/works/OL21216950W,success,17,17.0,
BOOK00803,/works/OL8202449W,success,2,2.0,
BOOK00804,/works/OL3273363W,success,29,29.0,
BOOK00805,/works/OL13342723W,success,4,4.0,
BOOK00806,/works/OL15184542W,success,15,15.0,
BOOK00807,/works/OL15830350W,success,11,11.0,
BOOK00808,/works/OL1828885W,success,14,14.0,
BOOK00809,/works/OL2018966W,success,38,38.0,
BOOK00810,/works/OL1891943W,success,5,5.0,
BOOK00811,/works/OL2462469W,success,10,10.0,
BOOK00812,/works/OL35531W,success,10,10.0,
BOOK00813,/works/OL2718906W,success,15,15.0,
BOOK00814,/works/OL3362445W,success,11,11.0,
BOOK00815,/works/OL60364W,success,8,8.0,
BOOK00816,/works/OL12465170W,success,2,2.0,
BOOK00817,/works/OL21034805W,success,2,2.0,
BOOK00818,/works/OL72511W,success,47,47.0,
BOOK00819,/works/OL891212W,success,7,7.0,
BOOK00820,/works/OL6808599W,success,7,7.0,
BOOK00821,/works/OL137703W,success,19,19.0,
BOOK00822,/works/OL1826023W,success,17,17.0,
BOOK00823,/works/OL2649638W,success,14,14.0,
BOOK00824,/works/OL30296W,success,15,15.0,
BOOK00825,/works/OL1702855W,success,20,20.0,
BOOK00826,/works/OL34013W,success,14,14.0,
BOOK00827,/works/OL59775W,success,44,44.0,
BOOK00828,/works/OL15287239W,success,21,21.0,
BOOK00829,/works/OL66051W,success,11,11.0,
BOOK00830,/works/OL7946239W,success,5,5.0,
BOOK00831,/works/OL1891342W,success,4,4.0,
BOOK00832,/works/OL15859698W,success,23,23.0,
BOOK00833,/works/OL2972446W,success,8,8.0,
BOOK00834,/works/OL3339807W,success,1,1.0,
BOOK00835,/works/OL2706143W,success,9,9.0,
BOOK00836,/works/OL21287977W,success,2,2.0,
BOOK00837,/works/OL3282137W,success,14,14.0,
BOOK00838,/works/OL2659167W,success,14,14.0,
BOOK00839,/works/OL1834976W,success,12,12.0,
BOOK00840,/works/OL1867753W,success,5,5.0,
BOOK00841,/works/OL2921027W,success,16,16.0,
BOOK00842,/works/OL2647816W,success,22,22.0,
BOOK00843,/works/OL1918254W,success,18,18.0,
BOOK00844,/works/OL4450656W,success,5,5.0,
BOOK00845,/works/OL1841854W,success,11,11.0,
BOOK00846,/works/OL2647815W,success,16,16.0,
BOOK00847,/works/OL37777W,success,13,13.0,
BOOK00848,/works/OL25943W,success,22,22.0,
BOOK00849,/works/OL718009W,success,3,3.0,
BOOK00850,/works/OL5097833W,success,9,9.0,
BOOK00851,/works/OL8346455W,success,20,20.0,
BOOK00852,/works/OL20690760M,error,0,,404 Client Error: Not Found for url: https://openlibrary.org/works/OL20690760M/editions.json?limit=50&offset=0
BOOK00853,/works/OL72508W,success,30,30.0,
BOOK00854,/works/OL2960008W,success,3,3.0,
BOOK00855,/works/OL470061W,success,12,12.0,
BOOK00856,/works/OL1878267W,success,39,39.0,
BOOK00857,/works/OL15189300W,success,7,7.0,
BOOK00858,/works/OL29984714W,success,1,1.0,
BOOK00859,/works/OL1878297W,success,20,20.0,
BOOK00860,/works/OL21146285W,success,3,3.0,
BOOK00861,/works/OL18242646W,success,2,2.0,
BOOK00862,/works/OL30933400W,success,1,1.0,
BOOK00863,/works/OL26285688W,success,3,3.0,
BOOK00864,/works/OL22063067W,success,1,1.0,
BOOK00865,/works/OL32221205W,success,1,1.0,
BOOK00866,/works/OL35744456W,success,1,1.0,
BOOK00867,/works/OL2639523W,success,2,2.0,
BOOK00868,/works/OL3257453W,success,3,3.0,
BOOK00869,/works/OL16176740W,success,2,2.0,
BOOK00870,/works/OL30109045W,success,1,1.0,
BOOK00871,/works/OL18169182W,success,1,1.0,
BOOK00872,/works/OL9449984W,success,1,1.0,
BOOK00873,/works/OL29879455W,success,1,1.0,
BOOK00874,/works/OL19386837W,success,3,3.0,
BOOK00875,/works/OL42452378W,success,2,2.0,
BOOK00876,/works/OL29915337W,success,6,6.0,
BOOK00877,/works/OL17000415W,success,4,4.0,
BOOK00878,/works/OL5969315W,success,7,7.0,
BOOK00879,/works/OL5844673W,success,2,2.0,
BOOK00880,/works/OL468928W,success,2,2.0,
BOOK00881,/works/OL2639519W,success,2,2.0,
BOOK00882,/works/OL20032966W,success,1,1.0,
BOOK00883,/works/OL5827035W,success,3,3.0,
BOOK00884,/works/OL5816970W,success,12,12.0,
BOOK00885,/works/OL24424813W,success,1,1.0,
BOOK00886,/works/OL2682877W,success,4,4.0,
BOOK00887,/works/OL20200501W,success,2,2.0,
BOOK00888,/works/OL21979366W,success,1,1.0,
BOOK00889,/works/OL22707381W,success,6,6.0,
BOOK00890,/works/OL8005018W,success,2,2.0,
BOOK00891,/works/OL24585420W,success,5,5.0,
BOOK00892,/works/OL15845896W,success,5,5.0,
BOOK00893,/works/OL18208464W,success,5,5.0,
BOOK00894,/works/OL17476520W,success,4,4.0,
BOOK00895,/works/OL29966293W,success,1,1.0,
BOOK00896,/works/OL19968778W,success,1,1.0,
BOOK00897,/works/OL26457481W,success,1,1.0,
BOOK00898,/works/OL4792964W,success,1,1.0,
BOOK00899,/works/OL26797363W,success,11,11.0,
BOOK00900,/works/OL30180717W,success,1,1.0,
BOOK00901,/works/OL21376425W,success,1,1.0,
BOOK00902,/works/OL20865064W,success,1,1.0,
BOOK00903,/works/OL30341441W,success,1,1.0,
BOOK00904,/works/OL24996453W,success,1,1.0,
BOOK00905,/works/OL17050165W,success,1,1.0,
BOOK00906,/works/OL2645903W,success,4,4.0,
BOOK00907,/works/OL8925397W,success,8,8.0,
BOOK00908,/works/OL20347506W,success,4,4.0,
BOOK00909,/works/OL20682093W,success,2,2.0,
BOOK00910,/works/OL16499568W,success,9,9.0,
BOOK00911,/works/OL21329984W,success,7,7.0,
BOOK00912,/works/OL17574516W,success,1,1.0,
BOOK00913,/works/OL23935457W,success,2,2.0,
BOOK00914,/works/OL465452W,success,9,9.0,
BOOK00915,/works/OL1999873W,success,20,20.0,
BOOK00916,/works/OL26506232W,success,2,2.0,
BOOK00917,/works/OL25771500W,success,2,2.0,
BOOK00918,/works/OL19720864W,success,7,7.0,
BOOK00919,/works/OL19810431W,success,3,3.0,
BOOK00920,/works/OL9370066W,success,2,2.0,
BOOK00921,/works/OL20796447W,success,7,7.0,
BOOK00922,/works/OL15992120W,success,1,1.0,
BOOK00923,/works/OL9159422W,success,2,2.0,
BOOK00924,/works/OL25323500W,success,2,2.0,
BOOK00925,/works/OL37605766W,success,4,4.0,
BOOK00926,/works/OL20735054W,success,5,5.0,
BOOK00927,/works/OL21313457W,success,6,6.0,
BOOK00928,/works/OL22146172W,success,6,6.0,
BOOK00929,/works/OL27417013W,success,1,1.0,
BOOK00930,/works/OL15999566W,success,2,2.0,
BOOK00931,/works/OL2670129W,success,4,4.0,
BOOK00932,/works/OL272925W,success,33,33.0,
BOOK00933,/works/OL16960017W,success,4,4.0,
BOOK00934,/works/OL20750027W,success,3,3.0,
BOOK00935,/works/OL42405771W,success,3,3.0,
BOOK00936,/works/OL16955755W,success,7,7.0,
BOOK00937,/works/OL20752266W,success,4,4.0,
BOOK00938,/works/OL16960645W,success,7,7.0,
BOOK00939,/works/OL25741807W,success,5,5.0,
BOOK00940,/works/OL28345937W,success,5,5.0,
BOOK00941,/works/OL25702678W,success,2,2.0,
BOOK00942,/works/OL27805541W,success,5,5.0,
BOOK00943,/works/OL3060283W,success,9,9.0,
BOOK00944,/works/OL28024985W,success,5,5.0,
BOOK00945,/works/OL24803317W,success,5,5.0,
BOOK00946,/works/OL20553598W,success,2,2.0,
BOOK00947,/works/OL9348378W,success,2,2.0,
BOOK00948,/works/OL26504568W,success,5,5.0,
BOOK00949,/works/OL26598779W,success,5,5.0,
BOOK00950,/works/OL42447221W,success,5,5.0,
