scrape_id,title,subtitle,author,format_raw,isbn,publisher,publication_date_raw,cover_url,cover_alt_raw,external_book_url,release_page,release_page_url,source,scraped_at
464,You're the Boss,: Become the Manager You Want to Be (and Others Need),Sabina Nawaz,"Hardcover, 272 pages",9781668023181,Simon & Schuster,"March 4, 2024",https://www.leadershipnow.com/leadershop/images/9781668023181.jpg,9781668023181,https://amzn.to/4gfz8qH,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
465,Managing Up,: How to Get What You Need from the People in Charge,Melody Wilding,"Hardcover, 320 pages",9780593444658,Crown Currency,"March 4, 2024",https://www.leadershipnow.com/leadershop/images/9780593444658.jpg,9780593444658,https://amzn.to/41vRAHc,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
466,The Possible Self,: A Leader's Guide to Personal Development,Maja Djikic,"Paperback, 240 pages",9781523006014,Berrett-Koehler Publishers,"March 5, 2024",https://www.leadershipnow.com/leadershop/images/9781523006014.jpg,9781523006014,https://amzn.to/49U8d01,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
467,Protect Your Peace,: Nine Unapologetic Principles for Thriving in a Chaotic World,Trent Shelton,"Hardcover, 216 pages",9781401973162,Hay House Inc.,"March 5, 2024",https://www.leadershipnow.com/leadershop/images/9781401973162.jpg,9781401973162,https://amzn.to/49OntMx,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
468,Slow Productivity,: The Lost Art of Accomplishment Without Burnout,Cal Newport,"Hardcover, 256 pages",9780593544853,Portfolio,"March 5, 2024",https://www.leadershipnow.com/leadershop/images/9780593544853.jpg,9780593544853,https://amzn.to/431y5oI,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
469,Synergea,": A Blueprint for Building Effective, Globally Distributed Teams in the New Era of Software Development",Andy Hilliard,"Paperback, 240 pages",9788989865413,"Accelerance, Inc.","March 5, 2024",https://www.leadershipnow.com/leadershop/images/9788989865413.jpg,9788989865413,https://amzn.to/4cu7PHD,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
470,Think Remarkable,: 9 Paths to Transform Your Life and Make a Difference,Guy Kawasaki with Madisun Nuismer,"Hardcover, 224 pages",9781394245222,Wiley,"March 6, 2024",https://www.leadershipnow.com/leadershop/images/9781394245222.jpg,9781394245222,https://amzn.to/3u5KU4d,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
471,The Legacy Navigator,,Lance E Welch,"Paperback, 142 pages",9781950476787,Burning Soul Press,"March 6, 2024",https://www.leadershipnow.com/leadershop/images/9781950476787.jpg,9781950476787,https://amzn.to/48vPcjz,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
472,The Power of Going All-In,": Secrets for Success in Business, Leadership, and Life",Brandon Bornancin,"Hardcover, 320 pages",9781394196180,Wiley,"March 6, 2024",https://www.leadershipnow.com/leadershop/images/9781394196180.jpg,9781394196180,https://amzn.to/49U8d01,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
473,Irreplaceable,: How to Create Extraordinary Places that Bring People Together,Kevin Ervin Kelley,"Hardcover, 256 pages",9781637744741,Matt Holt,"March 12, 2024",https://www.leadershipnow.com/leadershop/images/9781637744741.jpg,9781637744741,https://amzn.to/48BegWb,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
474,Become a Super Leader,: The 4 Essential Anchors for Mastering Influential Leadership,Gary C Laney,"Paperback, 244 pages",9788218394301,Success Masters LLC,"March 12, 2024",https://www.leadershipnow.com/leadershop/images/9788218394301.jpg,9788218394301,https://amzn.to/3TN1YWI,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
475,How to Walk into a Room,: The Art of Knowing When to Stay and When to Walk Away,Emily P. Freeman,"Hardcover, 240 pages",9780063328822,HarperOne,"March 12, 2024",https://www.leadershipnow.com/leadershop/images/9780063328822.jpg,9780063328822,https://amzn.to/4bOQ7ye,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
476,Cultures of Growth,": How the New Science of Mindset Can Transform Individuals, Teams, and Organizations",Mary C. Murphy Ph.D.,"Hardcover, 352 pages",9781982172749,Simon & Schuster,"March 12, 2024",https://www.leadershipnow.com/leadershop/images/9781982172749.jpg,9781982172749,https://amzn.to/48zooPq,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
477,Leadership from Bad to Worse,: What Happens When Bad Festers,Barbara Kellerman,"Hardcover, 256 pages",9780197759271,Oxford University Press,"March 12, 2024",https://www.leadershipnow.com/leadershop/images/9780197759271.jpg,9780197759271,https://amzn.to/3uvMgVZ,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
478,Coach Builder,: How to Turn Your Expertise Into a Profitable Coaching Career,Donald Miller,"Hardcover, 256 pages",9781400226962,HarperCollins Leadership,"March 12, 2024",https://www.leadershipnow.com/leadershop/images/9781400226962.jpg,9781400226962,https://amzn.to/3RXdcG2,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
479,The CQ Edge,": How to Ignite Confidence, Eliminate Anxiety and Maximize Your Communication Intelligence",Su Bridgman,"Hardcover, 328 pages",9788887501567,ForbesBooks,"March 19, 2024",https://www.leadershipnow.com/leadershop/images/9788887501567.jpg,9788887501567,https://amzn.to/44hYjUr,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
480,Leading with Light,,Jennifer Mulholland and Jeff Shuck,"Paperback, 252 pages",9781951692360,Modern Wisdom Press,"March 21, 2024",https://www.leadershipnow.com/leadershop/images/9781951692360.jpg,9781951692360,https://amzn.to/3uVGBsD,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
481,The Art of Slicing Work,: How To Navigate Unpredictable Projects,Anton Skornyakov,"Hardcover, 190 pages",9783982609225,Agile.Coach Gmbh & Co. Kg,"March 21, 2024",https://www.leadershipnow.com/leadershop/images/9783982609225.jpg,9783982609225,https://amzn.to/43DSMXV,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
482,Conquer Your Culture,": CEOs Simple, Proven Guide to an Exceptional and Inspiring Company Environment",David Komar,"Paperback, 141 pages",9788987216415,Culture Guide,"March 26, 2024",https://www.leadershipnow.com/leadershop/images/9788987216415.jpg,9788987216415,https://amzn.to/3QlXTXv,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
483,The Score That Matters,: Growing Excellence in Yourself and Those You Lead,Ryan Hawk and Brook Cupps,"Hardcover, 256 pages",9781637745236,Matt Holt,"March 26, 2024",https://www.leadershipnow.com/leadershop/images/9781637745236.jpg,9781637745236,https://amzn.to/3UBJMQw,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
484,Shine,: How Looking Inward Is the Key to Unlocking True Entrepreneurial Freedom,Gino Wickman and Rob Dube,"Hardcover, 256 pages",9781637745144,BenBella Books,"March 26, 2024",https://www.leadershipnow.com/leadershop/images/9781637745144.jpg,9781637745144,https://amzn.to/3GPMVnV,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
485,Can't Tame a Mongoose,: Memoir of a Genomics Entrepreneur,Stan Rose,"Hardcover, 290 pages",9788988611202,Miles Pond Press,"March 26, 2024",https://www.leadershipnow.com/leadershop/images/9788988611202.jpg,9788988611202,https://amzn.to/3WL6Ptw,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
486,The Perfect 10,": 10 Leadership Principles to Achieve True Independence, Extreme Wealth, and Huge Success",Dave Liniger with Laura Morton,"Hardcover, 464 pages",9781637631836,Forefront Books,"March 26, 2024",https://www.leadershipnow.com/leadershop/images/9781637631836.jpg,9781637631836,https://amzn.to/4bSyTQP,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
487,One Drop of Poison,: How One Bad Leader Can Slowly Kill Your Company,Sean Lemson,"Hardcover, 276 pages",9781733004237,S Lemson Publishing,"March 31, 2024",https://www.leadershipnow.com/leadershop/images/9781733004237.jpg,9781733004237,https://amzn.to/44buRPJ,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
488,The 12-Week MBA,: Learn the Skills You Need to Lead in Business Today,Bjorn Billhardt and Nathan Kracklauer,"Hardcover, 352 pages",9780306832369,Hachette Go,"February 6, 2024",https://www.leadershipnow.com/leadershop/images/9780306832369.jpg,9780306832369,https://amzn.to/3v4okZG,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
489,Learned Excellence,: Mental Disciplines for Leading and Winning from the World's Top Performers,Eric Potterat and Alan Eagle,"Hardcover, 256 pages",9780063316164,Harper Business,"February 6, 2024",https://www.leadershipnow.com/leadershop/images/9780063316164.jpg,9780063316164,https://amzn.to/3vhvVnS,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
490,Never Not Working,: Why the Always-On Culture Is Bad for Businessand How to Fix It,Malissa Clark,"Hardcover, 224 pages",9781647825096,Harvard Business Review Press,"February 6, 2024",https://www.leadershipnow.com/leadershop/images/9781647825096.jpg,9781647825096,https://amzn.to/3vcjERT,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
491,Passion Struck,: Twelve Powerful Principles to Unlock Your Purpose and Ignite Your Most Intentional Life,John R. Miles,"Hardcover, 240 pages",9788888451403,Post Hill Press,"February 6, 2024",https://www.leadershipnow.com/leadershop/images/9788888451403.jpg,9788888451403,https://amzn.to/47xFTip,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
492,Resilience@Work,: How to Coach Yourself Into a Thriving Future,Simon T. Bailey,"Hardcover, 128 pages",9781637559925,Amplify Publishing,"February 6, 2024",https://www.leadershipnow.com/leadershop/images/9781637559925.jpg,9781637559925,https://amzn.to/4dIUdc3,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
493,Flip Your Life,": How to Find Opportunity in Distress-in Real Estate, Business, and Life",Tarek El Moussa,"Hardcover, 240 pages",9780306830877,Hachette Go,"February 13, 2024",https://www.leadershipnow.com/leadershop/images/9780306830877.jpg,9780306830877,https://amzn.to/420Ewrh,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
494,How To Be A CEO,: Purpose. People. Performance.,Ben Renshaw,"Hardcover, 224 pages",9781399809795,Nicholas Brealey,"February 13, 2024",https://www.leadershipnow.com/leadershop/images/9781399809795.jpg,9781399809795,https://amzn.to/4aWD4Kz,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
495,Higher Ground,: How Business Can Do the Right Thing in a Turbulent World,Alison Taylor,"Hardcover, 304 pages",9781647823436,Harvard Business Review Press,"February 13, 2024",https://www.leadershipnow.com/leadershop/images/9781647823436.jpg,9781647823436,https://amzn.to/46UDDRX,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
496,Leading to Succeed,: Essential Skills for the New Workplace,Wagner Denuzzo,"Hardcover, 176 pages",9781632261427,Credentia Press,"February 13, 2024",https://www.leadershipnow.com/leadershop/images/9781632261427.jpg,9781632261427,https://amzn.to/47xFTip,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
497,Your Big Leap Year,: A Year to Manifest Your Next-Level Life...Starting Today!,Gay Hendricks PH.D.,"Paperback, 432 pages",9781250292797,St. Martin's Essentials,"February 13, 2024",https://www.leadershipnow.com/leadershop/images/9781250292797.jpg,9781250292797,https://amzn.to/3O7rmDr,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
498,Stop the Shift Show,: Turn Your Struggling Hourly Workers Into a Top-Performing Team,Scott Greenberg,"Paperback, 308 pages",9781642011623,Entrepreneur Press,"February 13, 2024",https://www.leadershipnow.com/leadershop/images/9781642011623.jpg,9781642011623,https://amzn.to/3Wlydh0,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
499,Making Waves,": A Woman's Rise to the Top Using Smarts, Heart, and Courage",Lisa Lutoff-Perlo with Sarah McArthur,"Hardcover, 224 pages",9781637744802,Matt Holt,"February 20, 2024",https://www.leadershipnow.com/leadershop/images/9781637744802.jpg,9781637744802,https://amzn.to/3ufO3yf,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
500,Possible,: How We Survive (and Thrive) in an Age of Conflict,William Ury,"Hardcover, 352 pages",9780063286900,Harper Business,"February 20, 2024",https://www.leadershipnow.com/leadershop/images/9780063286900.jpg,9780063286900,https://amzn.to/48ncMjF,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
501,Supercommunicators,: How to Unlock the Secret Language of Connection,Charles Duhigg,"Hardcover, 320 pages",9780593243916,Random House,"February 20, 2024",https://www.leadershipnow.com/leadershop/images/9780593243916.jpg,9780593243916,https://amzn.to/3S2Ewmj,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
502,I See You!,A Leader's Guide to Energizing Your Team Through Radical Empathy,Erin Diehl,"Hardcover, 192 pages",9798886451467,Greenleaf Book Group Press,"February 20, 2024",https://www.leadershipnow.com/leadershop/images/9798886451467.jpg,9798886451467,https://amzn.to/49N5Pbx,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
503,Tell Me My Story,: Challenging the Narrative of Service Before Self,Dimple D Dhabalia,"Paperback, 280 pages",9788988958208,Ambika Media,"February 21, 2024",https://www.leadershipnow.com/leadershop/images/9788988958208.jpg,9788988958208,https://amzn.to/3vTcYs7,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
504,Uncommon Greatness,: Five Fundamentals to Transform Your Leadership,Mark Miller,"Hardcover, 272 pages",9781637744703,Matt Holt,"February 27, 2024",https://www.leadershipnow.com/leadershop/images/9781637744703.jpg,9781637744703,https://amzn.to/3QzYLYQ,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
505,"Survive, Reset, Thrive",: Leading Breakthrough Growth Strategy in Volatile Times,Rebecca Homkes,"Paperback, 280 pages",9781398607866,Kogan Page,"February 27, 2024",https://www.leadershipnow.com/leadershop/images/9781398607866.jpg,9781398607866,https://amzn.to/3RYFDmP,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
506,The 80/20 CEO,: Take Command of Your Business in 100 Days,Bill Canady,"Paperback, 260 pages",9788888242469,Koehler Books,"February 27, 2024",https://www.leadershipnow.com/leadershop/images/9788888242469.jpg,9788888242469,https://amzn.to/3vBnfsO,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
507,Look Again,: The Power of Noticing What Was Always There,Tali Sharot and Cass R. Sunstein,"Hardcover, 288 pages",9781668008201,Atria/One Signal Publishers,"February 27, 2024",https://www.leadershipnow.com/leadershop/images/9781668008201.jpg,9781668008201,https://amzn.to/3SiHsuT,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
508,Adaptive Listening,: How to Cultivate Trust and Traction at Work,Nicole Lowenbraun and Maegan Stephens,"Hardcover, 274 pages",9781684812592,Mango,"February 28, 2024",https://www.leadershipnow.com/leadershop/images/9781684812592.jpg,9781684812592,https://amzn.to/48bdgcc,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
509,UnLeadership,: Make Building Relationships Your Business,Scott Stratten and Alison Stratten,"Hardcover, 304 pages",9781394223381,Wiley,"February 28, 2024",https://www.leadershipnow.com/leadershop/images/9781394223381.jpg,9781394223381,https://amzn.to/498Gx7g,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
510,deComplify,": How Simplicity Drives Stability, Innovation and Transformation",Gary S. Michel,"Hardcover, 176 pages",9788887503417,ForbesBooks,"January 2, 2024",https://www.leadershipnow.com/leadershop/images/9788887503417.jpg,9788887503417,https://amzn.to/3TqMUOK,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
511,All In,: How Great Leaders Build Unstoppable Teams,Mike Michalowicz,"Hardcover, 288 pages",9780593544501,Portfolio,"January 2, 2024",https://www.leadershipnow.com/leadershop/images/9780593544501.jpg,9780593544501,https://amzn.to/48sObJt,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
512,The Farmers Code,: How Legacies are Built,Mike C. Young,"Hardcover, 208 pages",9781642256635,ForbesBooks,"January 2, 2024",https://www.leadershipnow.com/leadershop/images/9781642256635.jpg,9781642256635,https://amzn.to/478Vxkj,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
513,Leading for Impact,: The CEOs Guide to Influencing with Integrity,Jennifer Schielke,"Paperback, 176 pages",9781642257625,Advantage Media Group,"January 2, 2024",https://www.leadershipnow.com/leadershop/images/9781642257625.jpg,9781642257625,https://amzn.to/3xPVei5,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
514,Glad We Met,: The Art and Science of 1:1 Meetings,Steven G. Rogelberg,"Hardcover, 248 pages",9780197641873,Oxford University Press,"January 2, 2024",https://www.leadershipnow.com/leadershop/images/9780197641873.jpg,9780197641873,https://amzn.to/3RtZCJN,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
515,When Grit Is Not Enough,: An Entrepreneur's Playbook for Taking Your Business to the Next Level,Dean Guida,"Hardcover, 320 pages",9781639090259,An Inc. Original,"January 9, 2024",https://www.leadershipnow.com/leadershop/images/9781639090259.jpg,9781639090259,https://amzn.to/3xbPcrX,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
516,From Tension to Transformation,: A Leader's Guide to Generative Change,Janet M. Harvey,"Paperback, 222 pages",9781642259186,Advantage Media Group,"January 9, 2024",https://www.leadershipnow.com/leadershop/images/9781642259186.jpg,9781642259186,https://amzn.to/3QjQ7x2,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
517,Optimal,: How to Sustain Personal and Organizational Excellence Every Day,Daniel Goleman and Cary Cherniss,"Hardcover, 272 pages",9780063279766,Harper Business,"January 9, 2024",https://www.leadershipnow.com/leadershop/images/9780063279766.jpg,9780063279766,https://amzn.to/3Rlz5iV,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
518,The Truth (And Lies!) Of Entrepreneurship,": Make Your Business A Profit Generating Dream, Not A Money Losing Nightmare!",Larry Winget,"Paperback, 222 pages",9781722506841,G&D Media,"January 9, 2024",https://www.leadershipnow.com/leadershop/images/9781722506841.jpg,9781722506841,https://amzn.to/3GO1cS7,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
519,The Six Disciplines of Strategic Thinking,: Leading Your Organization into the Future,Michael D. Watkins,"Hardcover, 192 pages",9780063357969,Harper Business,"January 9, 2024",https://www.leadershipnow.com/leadershop/images/9780063357969.jpg,9780063357969,https://amzn.to/41sAvvJ,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
520,Venture Meets Mission,": Aligning People, Purpose, and Profit to Innovate and Transform Society","Arun Gupta, Gerard George and Thomas Fewer","Hardcover, 280 pages",9781503636286,Stanford Business Books,"January 9, 2024",https://www.leadershipnow.com/leadershop/images/9781503636286.jpg,9781503636286,https://amzn.to/3RRTg8I,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
521,The Goodwill Jar,: Reflections on Leadership and Legacy,Nick O. Rowe,"Paperback, 164 pages",9781642258561,Advantage Media Group,"January 9, 2024",https://www.leadershipnow.com/leadershop/images/9781642258561.jpg,9781642258561,https://amzn.to/3NAXG0S,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
522,The Busy Brain Cure,": The Eight-Week Plan to Find Focus, Tame Anxiety, and Sleep Again",Romie Mushtaq,"Hardcover, 384 pages",9781335007117,Hanover Square Press,"January 9, 2024",https://www.leadershipnow.com/leadershop/images/9781335007117.jpg,9781335007117,https://amzn.to/47izTtF,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
523,The 3.3 Rule,,John Briggs,"Hardcover, 274 pages",9781733179027,Cherry Creek Press,"January 15, 2024",https://www.leadershipnow.com/leadershop/images/9781733179027.jpg,9781733179027,https://amzn.to/3ROMEaV,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
524,Prepare for Impact,: Driving Growth and Serving Others through the Principles of Human-Centered Leadership,Ryan Estis and Chad Estis,"Hardcover, 215 pages",9781637556481,Amplify Publishing,"January 16, 2024",https://www.leadershipnow.com/leadershop/images/9781637556481.jpg,9781637556481,https://amzn.to/3TJ035Z,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
525,How to Make a Few Billion Dollars,,Brad Jacobs,"Hardcover, 272 pages",9788886451740,Greenleaf Book Group Press,"January 16, 2024",https://www.leadershipnow.com/leadershop/images/9788886451740.jpg,9788886451740,https://amzn.to/3ROW32l,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
526,Open Talent,: Leveraging the Global Workforce to Solve Your Biggest Challenges,John Winsor and Jin H. Paik,"Hardcover, 256 pages",9781647823887,Harvard Business Review Press,"January 16, 2024",https://www.leadershipnow.com/leadershop/images/9781647823887.jpg,9781647823887,https://amzn.to/3ZShkKY,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
527,ReLeader,: How To Fix What You Didn't Break,Jon Chasteen,"Paperback, 208 pages",9781960870100,XO Publishing,"January 16, 2024",https://www.leadershipnow.com/leadershop/images/9781960870100.jpg,9781960870100,https://amzn.to/3NCu0Rb,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
528,Fluke,": Chance, Chaos, and Why Everything We Do Matters",Brian Klaas,"Hardcover, 336 pages",9781668006528,Scribner,"January 23, 2024",https://www.leadershipnow.com/leadershop/images/9781668006528.jpg,9781668006528,https://amzn.to/3RyxEwy,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
529,Infectious Generosity,: The Ultimate Idea Worth Spreading,Chris Anderson,"Hardcover, 272 pages",9780593727553,Crown,"January 23, 2024",https://www.leadershipnow.com/leadershop/images/9780593727553.jpg,9780593727553,https://amzn.to/486dtNt,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
530,Breakthrough Coaching,: Creating Lightbulb Moments in Your Coaching Conversations,Marcia Reynolds,"Paperback, 240 pages",9781523004829,Berrett-Koehler Publishers,"January 30, 2024",https://www.leadershipnow.com/leadershop/images/9781523004829.jpg,9781523004829,https://amzn.to/4awbGD2,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
531,Million Dollar Weekend,: The Surprisingly Simple Way to Launch a 7-Figure Business in 48 Hours,Noah Kagan with Tahl Raz,"Hardcover, 240 pages",9780593539774,Portfolio,"January 23, 2024",https://www.leadershipnow.com/leadershop/images/9780593539774.jpg,9780593539774,https://amzn.to/3ttFKyz,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
532,The Friction Project,: How Smart Leaders Make the Right Things Easier and the Wrong Things Harder,Robert I. Sutton and Huggy Rao,"Hardcover, 304 pages",9781250284419,St. Martin's Press,"January 30, 2024",https://www.leadershipnow.com/leadershop/images/9781250284419.jpg,9781250284419,https://amzn.to/3Lc3ywH,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
533,Brave Together,": Lead by Design, Spark Creativity, and Shape the Future with the Power of Co-Creation",Chris Deaver and Ian Clawson,"Hardcover, 320 pages",9781265386672,McGraw Hill,"December 1, 2023",https://www.leadershipnow.com/leadershop/images/9781265386672.jpg,9781265386672,https://amzn.to/46ph4oa,2023 Releases,https://www.leadershipnow.com/leadershop/new2023.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
