scrape_id,title,subtitle,author,format_raw,isbn,publisher,publication_date_raw,cover_url,cover_alt_raw,external_book_url,release_page,release_page_url,source,scraped_at
296,Mega Thinking,": A Simple, Powerful Process to Think Smarter and Make Better Leadership Decisions",Dave Martin,"Paperback, 232 pages",9798990768406,The Tiger Media,"October 4, 2024",https://www.leadershipnow.com/leadershop/images/9798990768406.jpg,9798990768406,https://amzn.to/3OOeOkb,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
297,Say What They Can't Unhear,: The 9 Principles of Lasting Change,Tamsen Webster,"Paperback, 192 pages",9781774583531,Page Two,"October 8, 2024",https://www.leadershipnow.com/leadershop/images/9781774583531.jpg,9781774583531,https://amzn.to/4dz1c7J,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
298,The Age of Outrage,: How to Lead in a Polarized World,Karthik Ramanna,"Hardcover, 272 pages",9781647826291,Harvard Business Review Press,"October 8, 2024",https://www.leadershipnow.com/leadershop/images/9781647826291.jpg,9781647826291,https://amzn.to/3XnZYpT,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
299,Pivot or Die,: How Leaders Thrive When Everything Changes,Gary Shapiro,"Hardcover, 272 pages",9780063374775,Willam Morrow,"October 8, 2024",https://www.leadershipnow.com/leadershop/images/9780063374775.jpg,9780063374775,https://amzn.to/3xSo1Dm,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
300,Microwins,": Go Small, Build Momentum, and Tackle the Goals that Actually Matter in Life",Daron K. Roberts,"Hardcover, 224 pages",9781394248162,Wiley,"October 8, 2024",https://www.leadershipnow.com/leadershop/images/9781394248162.jpg,9781394248162,https://amzn.to/4gd14vV,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
301,7 Rules of Self-Reliance,": How to Stay Low, Keep Moving, Invest in Yourself, and Own Your Future",Maha Abouelenein,"Hardcover, 320 pages",9781401978662,Hay House Business,"October 8, 2024",https://www.leadershipnow.com/leadershop/images/9781401978662.jpg,9781401978662,https://amzn.to/4dMjAtk,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
302,What Lights You Up?,Illuminate Your Path and Take the Next Big Step in Your Career,Mary Olson-Menzel,"Hardcover, 224 pages",9781394267026,Wiley,"October 8, 2024",https://www.leadershipnow.com/leadershop/images/9781394267026.jpg,9781394267026,https://amzn.to/4fGsHgc,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
303,The Seven Frequencies of Communication,: The Hidden Language of Human Connection,Erwin Raphael McManus,"Hardcover, 160 pages",9788991045612,Erwin McManus Publishing,"October 15, 2024",https://www.leadershipnow.com/leadershop/images/9788991045612.jpg,9788991045612,https://amzn.to/3Ze99ua,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
304,The Leaders You Need,": How to Create Diverse Leadership Teams for a More Dynamic, Resilient Future",Karen Brown,"Hardcover, 208 pages",9780262049085,The MIT Press,"October 15, 2024",https://www.leadershipnow.com/leadershop/images/9780262049085.jpg,9780262049085,https://amzn.to/3yfFXrr,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
305,Mindshift,": Ignite Change, Inspire Action, and Innovate for a Better Tomorrow",Brian Solis,"Hardcover, 304 pages",9781394198597,Wiley,"October 15, 2024",https://www.leadershipnow.com/leadershop/images/9781394198597.jpg,9781394198597,https://amzn.to/3WDNjgA,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
306,Crisis Capable,: Building Your Capacity to Survive and Succeed in Every Environment,Fabiana Lacerca-Allen,"Hardcover, 160 pages",9708891880115,Advantage Media Group,"October 15, 2024",https://www.leadershipnow.com/leadershop/images/9708891880115.jpg,9708891880115,https://amzn.to/3NSXJFb,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
307,Creating Excellence,": Insights Into Leadership, Life and Legacy",Bentley Nettles,"Paperback, 140 pages",9798218509224,Boop Hill Enterprises,"October 17, 2024",https://www.leadershipnow.com/leadershop/images/9798218509224.jpg,9798218509224,https://amzn.to/40wkh5J,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
308,Hard Truths,: Think and Lead Like a Green Beret,Michael Waltz,"Hardcover, 336 pages",9781250286185,St. Martin's Press,"October 22, 2024",https://www.leadershipnow.com/leadershop/images/9781250286185.jpg,9781250286185,https://amzn.to/4cvg7xU,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
309,The Life Cycle of a CEO,: The Myths and Truths of How Leaders Succeed,Claudius A Hildebrand and Robert J Stark,"Hardcover, 320 pages",9781541702820,PublicAffairs,"October 22, 2024",https://www.leadershipnow.com/leadershop/images/9781541702820.jpg,9781541702820,https://amzn.to/4g2z9Pf,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
310,This Is Strategy,: Make Better Plans,Seth Godin,"Paperback, 256 pages",9798893310160,Authors Equity,"October 22, 2024",https://www.leadershipnow.com/leadershop/images/9798893310160.jpg,9798893310160,https://amzn.to/3XyH8v1,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
311,The Harvard Business Review Sales Management Handbook,: How to Lead High-Performing Sales Teams,"Prabhakant Sinha, Arun Shastri and Sally E. Lorimer","Paperback, 368 pages",9781647826802,Harvard Business Review Press,"October 22, 2024",https://www.leadershipnow.com/leadershop/images/9781647826802.jpg,9781647826802,https://amzn.to/3Y6x1z2,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
312,The Success Complex,": Ancient wisdom, the building blocks of life and your path to sustained success",Adrian Kelly,"Paperback, 192 pages",9781788603799,Practical Inspiration Publishing,"October 22, 2024",https://www.leadershipnow.com/leadershop/images/9781788603799.jpg,9781788603799,https://amzn.to/3TK3JUb,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
313,Burned Out to Lit Up,: Ditch the Grind and Reclaim Your Life,Cara E. Houser,"Paperback, 176 pages",9788988925200,Parliament Press,"October 24, 2024",https://www.leadershipnow.com/leadershop/images/9788988925200.jpg,9788988925200,https://amzn.to/4bQf3Ej,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
314,Winning Through Failure,: The Transformative Power of The Mind,C. Robert Banovac,"Hardcover, 175 pages",9781641469029,"Blackstone Publishing, Inc.","October 29, 2024",https://www.leadershipnow.com/leadershop/images/9781641469029.jpg,9781641469029,https://amzn.to/3Z7VSmE,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
315,Unlock Your Leadership Story,: How to Build Understanding and Motivate Teams Using Fables and Folktales,Pat Wadors,"Hardcover, 224 pages",9781394264469,Wiley,"October 29, 2024",https://www.leadershipnow.com/leadershop/images/9781394264469.jpg,9781394264469,https://amzn.to/3MqEFgW,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
316,Walk Your Talk,: Making Sense of Leadership,Ted McKinney,"Paperback, 266 pages",9798889262466,Manuscripts LLC,"October 31, 2024",https://www.leadershipnow.com/leadershop/images/9798889262466.jpg,9798889262466,https://amzn.to/40PhULV,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
317,Dynamic Drive,: The Purpose-Fueled Formula for Sustainable Success,Molly Fletcher,"Hardcover, 272 pages",9780306834196,Hachette Go,"September 3, 2024",https://www.leadershipnow.com/leadershop/images/9780306834196.jpg,9780306834196,https://amzn.to/46DgyVx,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
318,The Hive Mind at Work,: Harnessing the Power of Group Intelligence to Create Meaningful and Lasting Change,Siobhan McHale,"Hardcover, 272 pages",9781400246229,HarperCollins Leadership,"September 3, 2024",https://www.leadershipnow.com/leadershop/images/9781400246229.jpg,9781400246229,https://amzn.to/4g2BwBE,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
319,The Reset Mindset,": Get Unstuck, Focus on What Matters Most, and Reach Your Goals Faster",Penny Zenker,"Hardcover, 192 pages",9788891382299,Amplify Publishing,"September 3, 2024",https://www.leadershipnow.com/leadershop/images/9788891382299.jpg,9788891382299,https://amzn.to/3XiZsJC,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
320,Rebel,: Find Yourself by Not Following the Crowd,Graham Cochrane / Jon GordonForeword,"Hardcover, 208 pages",9781637745656,Matt Holt,"September 3, 2024",https://www.leadershipnow.com/leadershop/images/9781637745656.jpg,9781637745656,https://amzn.to/4dFy1zs,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
321,Hope for Cynics,: The Surprising Science of Human Goodness,Jamil Zaki,"Hardcover, 288 pages",9781538743065,Grand Central Publishing,"September 3, 2024",https://www.leadershipnow.com/leadershop/images/9781538743065.jpg,9781538743065,https://amzn.to/3Mzie9c,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
322,The Art of Changing Course,: A 3-Step Strategy to Get Unstuck and Solve Your Real Problems,Chris Ruden,"Hardcover, 240 pages",9781394247660,Wiley,"September 4, 2024",https://www.leadershipnow.com/leadershop/images/9781394247660.jpg,9781394247660,https://amzn.to/3AMTdVm,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
323,The Upside of Disruption,: The Path to Leading and Thriving in the Unknown,Terence Mauri,"Hardcover, 240 pages",9781394192601,Wiley,"September 4, 2024",https://www.leadershipnow.com/leadershop/images/9781394192601.jpg,9781394192601,https://amzn.to/3M0g1TS,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
324,On Leadership,: Lessons for the 21st Century,Tony Blair,"Hardcover, 368 pages",9780593799796,Crown,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9780593799796.jpg,9780593799796,https://amzn.to/3Vw78qB,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
325,The Journey of Leadership,: How CEOs Learn to Lead from the Inside Out,"Dana Maor, Hans-Werner Kaas, Kurt Strovink and Ramesh Srinivasan","Hardcover, 288 pages",9780593714218,Portfolio,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9780593714218.jpg,9780593714218,https://amzn.to/3yZrAHP,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
326,The Empathy Dilemma,": How Successful Leaders Balance Performance, People, and Personal Boundaries",Maria Ross,"Paperback, 240 pages",9781774584743,Page Two,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9781774584743.jpg,9781774584743,https://amzn.to/4dSkvYE,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
327,Habits of a Peacemaker,: 10 Habits to Change Our Potentially Toxic Conversations into Healthy Dialogues,Steven T. Collis,"Hardcover, 256 pages",9781639932979,Shadow Mountain,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9781639932979.jpg,9781639932979,https://amzn.to/3KEbcPr,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
328,"Human First, Leader Second",: How Self-Compassion Outperforms Self-Criticism,Massimo Backus,"Paperback, 256 pages",9781523007059,Berrett-Koehler Publishers,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9781523007059.jpg,9781523007059,https://amzn.to/3VLpSSR,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
329,Risks and Returns,: Creating Success in Business and Life,Wilbur Ross,"Hardcover, 368 pages",9781510781719,Regnery,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9781510781719.jpg,9781510781719,https://amzn.to/3zB5ifN,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
330,Flying for Peanuts,": Tough Deals, Steep Bargains, and Revolution in the Skies",Frank Lorenzo,"Hardcover, 384 pages",9781510781665,Skyhorse,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9781510781665.jpg,9781510781665,https://amzn.to/3XjAGJl,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
331,Scaling Smart,: How to Design a Self-Managing Business,Rich and Kathy Fettke,"Hardcover, 288 pages",9781960178169,BiggerPockets,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9781960178169.jpg,9781960178169,https://amzn.to/471G0Ek,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
332,The Extinction of Experience,: Being Human in a Disembodied World,Christine Rosen,"Hardcover, 272 pages",9780393241716,W. W. Norton & Company,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9780393241716.jpg,9780393241716,https://amzn.to/3BXXQx4,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
333,Reagan,: His Life and Legend,Max Boot,"Hardcover, 880 pages",9780871409447,Liveright,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9780871409447.jpg,9780871409447,https://amzn.to/4gWieyf,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
334,Supremacy,": AI, ChatGPT, and the Race that Will Change the World",Parmy Olson,"Hardcover, 336 pages",9781250337740,St. Martin's Press,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9781250337740.jpg,9781250337740,https://amzn.to/4icl9U5,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
335,Beyond the Hammer,": A Fresh Approach to Leadership, Culture, and Building High Performance Teams",Brian Gottlieb,"Hardcover, 216 pages",9798887504315,ForbesBooks,"September 10, 2024",https://www.leadershipnow.com/leadershop/images/9798887504315.jpg,9798887504315,https://amzn.to/4dz9awY,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
336,IRREPLACEABLE,: The Art of Standing Out in the Age of Artificial Intelligence,Pascal Bornet,"Hardcover, 304 pages",9781394264407,Wiley,"September 11, 2024",https://www.leadershipnow.com/leadershop/images/9781394264407.jpg,9781394264407,https://amzn.to/3y8eNmr,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
337,Becoming a Leader Worth Following,": A Practical Guide for Leading Self, Teams, and Organizations",Mike Easley,"Paperback, 270 pages",9798990085008,Mike Easley,"September 14, 2024",https://www.leadershipnow.com/leadershop/images/9798990085008.jpg,9798990085008,https://amzn.to/4gR7IrM,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
338,Leading Through,": Activating the Soul, Heart, and Mind of Leadership","Kim B. Clark, Jonathan R. Clark and Erin E. Clark","Hardcover, 272 pages",9781647827618,Harvard Business Review Press,"September 17, 2024",https://www.leadershipnow.com/leadershop/images/9781647827618.jpg,9781647827618,https://amzn.to/3xjojmd,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
339,Breaking Bias,: Where Stereotypes and Prejudices Come Fromand the Science-Backed Method to Unravel Them,Anu Gupta,"Hardcover, 400 pages",9781401977313,Hay House LLC,"September 17, 2024",https://www.leadershipnow.com/leadershop/images/9781401977313.jpg,9781401977313,https://amzn.to/3zsrOY6,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
340,The Viking Code,: The Art and Science of Norwegian Success,Anders Indset,"Hardcover, 256 pages",9781394288762,Wiley,"September 17, 2024",https://www.leadershipnow.com/leadershop/images/9781394288762.jpg,9781394288762,https://amzn.to/4d2Y2bH,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
341,Settle for More,: Change Your Negotiation Mindset and Change Your Outcomes,Chris Meyer,"Paperback, 192 pages",9781957616858,Fedd Books,"September 17, 2024",https://www.leadershipnow.com/leadershop/images/9781957616858.jpg,9781957616858,https://amzn.to/3Z0AX5c,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
342,Extreme Balance,: Paradoxical Principles That Make You a Champion,"Joe De Sena, Ben Askren and David Sacks","Paperback, 200 pages",9781642011777,Entrepreneur Press,"September 17, 2024",https://www.leadershipnow.com/leadershop/images/9781642011777.jpg,9781642011777,https://amzn.to/3Z07isW,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
343,Seeing Around Corners,: Achieving Success in Business and Life,R. Christopher Whalen,"Hardcover, 280 pages",9798887504087,ForbesBooks,"September 17, 2024",https://www.leadershipnow.com/leadershop/images/9798887504087.jpg,9798887504087,https://amzn.to/4cLLZhD,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
344,Over Work,: Transforming the Daily Grind in the Quest for a Better Life,Brigid Schulte,"Hardcover, 732 pages",9781250801722,Henry Holt and Co.,"September 17, 2024",https://www.leadershipnow.com/leadershop/images/9781250801722.jpg,9781250801722,https://amzn.to/47g8Gd1,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
345,Unlimited Heart,: How To Transform Your Pain Into Purpose,Jim Kaveney,"Hardcover, 250 pages",9781646871728,Ideapress Publishing,"September 17, 2024",https://www.leadershipnow.com/leadershop/images/9781646871728.jpg,9781646871728,https://amzn.to/48FQ7zr,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
346,"Dark, Dirty, Dangerous",: Building the Vibrant Future of Manufacturing,Karla Trotman,"Paperback, 192 pages",9781642259902,Advantage Media Group,"September 24, 2024",https://www.leadershipnow.com/leadershop/images/9781642259902.jpg,9781642259902,https://amzn.to/3MkyvyU,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
347,Dream Chasing,: My Four Decades of Success and Failure with Walt Disney Imagineering,Bob Weis / Bob Iger (Foreword),"Hardcover, 448 pages",9781368101035,Disney Editions,"September 24, 2024",https://www.leadershipnow.com/leadershop/images/9781368101035.jpg,9781368101035,https://amzn.to/3z1LIt9,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
348,All the Presidents' Money,: How the Men Who Governed America Governed Their Money,Megan Gorman,"Hardcover, 312 pages",9798888450802,Regalo Press,"September 24, 2024",https://www.leadershipnow.com/leadershop/images/9798888450802.jpg,9798888450802,https://amzn.to/4gLkati,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
349,AI Snake Oil,": What Artificial Intelligence Can Do, What It Cant, and How to Tell the Difference",Arvind Narayanan and Sayash Kapoor,"Hardcover, 360 pages",9790691249131,Princeton University Press,"September 24, 2024",https://www.leadershipnow.com/leadershop/images/9790691249131.jpg,9790691249131,https://amzn.to/498LQVk,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
350,Taming Silicon Valley,: How We Can Ensure That AI Works for Us,Gary F. Marcus,"Paperback, 240 pages",9780262551069,The MIT Press,"September 24, 2024",https://www.leadershipnow.com/leadershop/images/9780262551069.jpg,9780262551069,https://amzn.to/4enErDV,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
351,The Mind's Mirror,: Risk and Reward in the Age of AI,Daniela Rus and Gregory Mone,"Hardcover, 288 pages",9781324079323,W. W. Norton & Company,"August 6, 2024",https://www.leadershipnow.com/leadershop/images/9781324079323.jpg,9781324079323,https://amzn.to/3VlqopP,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
352,Making Sense of Chaos,: A Better Economics for a Better World,J. Doyne Farmer,"Hardcover, 384 pages",9780300273779,Yale University Press,"August 6, 2024",https://www.leadershipnow.com/leadershop/images/9780300273779.jpg,9780300273779,https://amzn.to/3YhPZmE,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
353,Leading Yourself,": Find More Joy, Meaning, and Opportunities in the Job You Already Have (Despite Imperfect Bosses, Weird Economies, Lethargic Coworkers, Annoying Systems, and Too Many Deliverables)",Elizabeth Lotardo,"Hardcover, 240 pages",9781394238705,Wiley,"August 6, 2024",https://www.leadershipnow.com/leadershop/images/9781394238705.jpg,9781394238705,https://amzn.to/3YlgZS8,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
354,"Go Woke, Go Broke",: The Inside Story of the Radicalization of Corporate America,Charles Gasparino,"Hardcover, 320 pages",9781546007418,Center Street,"August 6, 2024",https://www.leadershipnow.com/leadershop/images/9781546007418.jpg,9781546007418,https://amzn.to/3A2AlS9,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
355,The Ethical Imperative,: Leading with Conscience to Shape the Future of Business,Andrew Cooper,"Hardcover, 256 pages",9781394274833,Wiley,"August 13, 2024",https://www.leadershipnow.com/leadershop/images/9781394274833.jpg,9781394274833,https://amzn.to/3K2OSyV,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
356,On the Edge,: How Successful Gamblers Think and What It Tells Us About Navigating Risk,Nate Silver,"Hardcover, 496 pages",9781594204128,Penguin Press,"August 13, 2024",https://www.leadershipnow.com/leadershop/images/9781594204128.jpg,9781594204128,https://amzn.to/4aRCfmk,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
357,Leading What Matters Most,: A Business Parable on Unlocking Human Potential,Phil Geldart,"Hardcover, 192 pages",9788887502472,ForbesBooks,"August 13, 2024",https://www.leadershipnow.com/leadershop/images/9788887502472.jpg,9788887502472,https://amzn.to/4cZiCJS,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
358,Modern Achievement,: A New Approach to Timeless Lessons for Aspiring Leaders,Asheesh Advani and Marshall Goldsmith,"Paperback, 424 pages",9781637558256,100 Coaches Publishing,"August 13, 2024",https://www.leadershipnow.com/leadershop/images/9781637558256.jpg,9781637558256,https://amzn.to/3WEdq8t,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
359,Becoming a Self-Reliant Leader,: How Grit and Disciplined Duty Forge Indomitable Teams,Jan Rutherford and Jacquie Jordan,"Hardcover, 288 pages",9781637745595,Matt Holt,"August 20, 2024",https://www.leadershipnow.com/leadershop/images/9781637745595.jpg,9781637745595,https://amzn.to/4bSoXWf,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
360,Smart Rivals,: How Innovative Companies Play Games That Tech Giants Can't Win,Feng Zhu and Bonnie Yining Cao,"Hardcover, 192 pages",9781647826048,Harvard Business Review Press,"August 20, 2024",https://www.leadershipnow.com/leadershop/images/9781647826048.jpg,9781647826048,https://amzn.to/4ckBqD1,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
361,How to Think Like an Economist,: Great Economists Who Shaped the World and What They Can Teach Us,Robbie Mochrie,"Hardcover, 288 pages",9781399408646,Bloomsbury Continuum,"August 20, 2024",https://www.leadershipnow.com/leadershop/images/9781399408646.jpg,9781399408646,https://amzn.to/4c1gbpu,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
362,We're Gonna Need Cake,: Celebrating Authentic Leadership in a Messy World,Valerie Garcia,"Paperback, 212 pages",9781774584484,Page Two Press,"August 20, 2024",https://www.leadershipnow.com/leadershop/images/9781774584484.jpg,9781774584484,https://amzn.to/4c50YDg,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
363,Fierce Resilience,: Combatting Workplace Stress One Conversation at a Time,Edward Beltran / Foreword by Susan Scott,"Paperback, 240 pages",9781523007141,Berrett-Koehler Publishers,"August 20, 2024",https://www.leadershipnow.com/leadershop/images/9781523007141.jpg,9781523007141,https://amzn.to/3YtEGaS,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
364,Elevate Your Excellence,: The Power of Doing Ordinary Things Extraordinarily Well,Dave Anderson,"Hardcover, 200 pages",9781637745618,Matt Holt,"August 27, 2024",https://www.leadershipnow.com/leadershop/images/9781637745618.jpg,9781637745618,https://amzn.to/4c5juLN,2024 Releases,https://www.leadershipnow.com/leadershop/new2024.html,LeadershipNow / LeaderShop,2026-09-22T15:33:26.652006+00:00
