book_id,openlibrary_work_key,canonical_title,edition_key,edition_title,full_title,edition_name,publish_date,publish_country,publish_places,publishers,languages,isbn_10,isbn_13,number_of_pages,physical_format
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL32050650M,Principle-Centered Leadership,Principle-Centered Leadership,,"Apr 01, 2012",,,['Franklin Covey on Brilliance Audio'],[],['145589348X'],['9781455893485'],,audio cd
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL7951825M,Principle Centred Leadership,,,"March 7, 2005",,,['Simon & Schuster Audio'],[],['0743501551'],['9780743501552'],1.0,Audio CD
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL22138988M,Principle-centred leadership,,,1991,xxk,['London'],['Simon & Schuster'],['eng'],['068485841X'],,332.0,
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL7662929M,Principle-centred Leadership,,,"October 26, 1992",,,['Simon & Schuster (Trade Division)'],[],['0671711350'],['9780671711351'],336.0,Paperback
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL9779667M,Principle-centred Leadership,,,"March 1, 1992",,,['Simon & Schuster (Trade Division)'],[],['0671711164'],['9780671711160'],336.0,Hardcover
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL8336551M,Principle Centered Leadership,,,September 1991,,,['Summit Books'],[],['0916095312'],['9780916095314'],,Hardcover
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL8685301M,Principle-Centered Leadership,,,"October 1, 2001",,,['Covey'],['eng'],['188321906X'],['9781883219062'],,Audio Cassette
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL7722396M,Principle Centered Leadership,,New Ed edition,"January 4, 1999",,,['Simon Schuster Trade'],[],['068485841X'],['9780684858418'],332.0,Paperback
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL8685305M,Principle-Centered Leadership,,,"October 1, 2001",,,['Covey'],['eng'],['1883219248'],['9781883219246'],15.0,Audio Cassette
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL9699055M,Principle-centered Leadership,,,"January 4, 1999",,,['Simon & Schuster Audio'],[],['0671011138'],['9780671011130'],,Audio Cassette
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL7646948M,Principle Centered Leadership,,New Ed edition,"January 1, 2000",,,['Simon & Schuster Audio'],['eng'],['0671317032'],['9780671317034'],,Audio CD
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL15982823M,Principle-centered leadership,,,2003,nyu,['New York'],"['Free Press', 'Simon & Schuster']",['eng'],['0671792806'],['9780671792800'],335.0,
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL1548585M,Principle-Centered Leadership,,,1991,nyu,['New York'],['Summit Books'],['eng'],['0671749102'],,334.0,
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL8797620M,Principle-Centered Leadership,,Abridged edition,"January 1, 2002",,,['Covey'],['eng'],['1929494610'],['9781929494613'],,Audio CD
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL7665312M,Principle Centered Leadership,,1st edition,"October 1, 1992",,,['Free Press'],['eng'],['0671792806'],['9780671792800'],336.0,Paperback
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL7664298M,Principle Centered Leadership,,,"January 1, 1992",,,['Simon & Schuster Audio'],['eng'],['0671755455'],['9780671755454'],,Audio Cassette
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL9936312M,Principle-Centered Leadership [Audio Cassette],,,1992,,,['Covey Leadership Center'],['eng'],['002863912X'],['9780028639123'],,Audio Cassette
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL21236762M,Principle centered leadership.,,,2002,xxk,['London'],['Pocket Books'],['eng'],['0743468600'],,332.0,
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL9505144M,Principle Centered Leadership,,,April 1989,,,['Cedar Fort'],[],['155517048X'],['9781555170486'],,Paperback
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL22256141M,Principle-centered leadership/ Stephen R. Covey.,,,,,"['New York, New York']",['Simon & Schuster Inc.'],[],['0671792806'],,334.0,
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,/books/OL8891372M,Principle-Centered Leadership (Your Coach in a Box),,,"March 1, 2005",,,['Coach Series'],['eng'],['1596590084'],['9781596590083'],,Audio CD
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL62085264M,Leadership in Organizations (9th ed.). Pearson Education.,,,2020,,,['Pearson Education'],[],,,,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL49903188M,Leadership in Organizations,Leadership in Organizations 8th.ed. By Yukl,8th edition,2013,,,,['eng'],['0132771977'],['9780132771979'],,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL9071411M,Leadership in Organizations - Fifth Edition (First Indian Reprint 2003),,Fifth Edition edition,2003,,,['Pearson Education'],[],['8129700999'],['9788129700995'],,Paperback
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL45638273M,Leadership in Organizations,Leadership in Organizations 8th By Gary A. Yukl (International Economy Edition),8th edition; International Economy Edition,2013,,,['PEARSON EDUCATION'],['eng'],['9332518130'],['9789332518131'],454.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL42951959M,"Leadership in Organization, 8th ed.",,,2017-01-01,,,['PEARSON INDIA'],[],['9332575215'],['9789332575219'],,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL35378493M,Örgütlerde Liderlik - Leadership In Organizations,,,"Oct 28, 2018",,,['Nobel Akademik Yayincilik'],['tur'],['6053208469'],['9786053208464'],472.0,paperback
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL28479949M,Leadership in Organizations,Leadership in Organizations,,2012,,,['Pearson Higher Education & Professional Group'],['eng'],,['9780273765660'],528.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL29027075M,Leadership in Organizations,Leadership in Organizations International Edition,,2009,,,"['Pearson Education, Limited']",['eng'],,['9780138157142'],648.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL25110029M,Leadership in organizations,Leadership in organizations,8th ed.,2013,nju,"['Upper Saddle River, N.J']",['Pearson'],['eng'],,['9780132771863'],,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL21135986M,Leadership in organizations,,,1981,xxk,['London'],['Prentice-Hall International'],['eng'],['0135271851'],,340.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL15984036M,Leadership in organizations,,5th [international] ed.,2002,xxu,"['Upper Saddle River, N.J']",['Prentice-Hall'],['eng'],['0130647500'],,508.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL18350980M,Leadership in organizations,,4th international edition.,1998,enk,['London'],['Prentice-Hall International'],['eng'],['0139067027'],,564.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL29001455M,Leadership in Organizations,Leadership in Organizations,,2007,,,"['Pearson Education, Limited']",['eng'],,['9780138142681'],560.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL30090084M,Leadership in Organizations [RENTAL EDITION],Leadership in Organizations [RENTAL EDITION],,"Jan 14, 2019",,,['Pearson'],[],['0134895134'],['9780134895130'],560.0,hardcover
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL40366062M,Leadership in Organizations,Leadership in Organizations,,2010,,,"['Pearson Education, Limited']",['eng'],,['9780136072805'],,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL26841484M,Leadership in Organizations,,,2013,,,['Pearson'],[],['0132771861'],,528.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL1428761M,Leadership in organizations,,3rd ed.,1994,nju,"['Englewood Cliffs, NJ']",['Prentice Hall'],['eng'],['0135308747'],,498.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL7787448M,Leadership in Organizations,,5th Pkg edition,June 2001,,,['Prentice Hall College Div'],['eng'],['0536867038'],['9780536867032'],,Hardcover
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL4112016M,Leadership in organizations,,,1981,nju,"['Englewood Cliffs, N.J']",['Prentice-Hall'],['eng'],['0135271762'],,340.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL9285806M,Leadership in Organizations,,5th edition,"June 7, 2001",,,['Prentice Hall'],['eng'],['0130323128'],['9780130323125'],508.0,Hardcover
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL22515404M,Leadership in Organizations,,7th ed.,2010 7th Ed,nju,,['Prentice Hall'],['eng'],['0132424312'],['9780132424318'],,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL694451M,Leadership in organizations,,4th ed.,1998,nju,"['Upper Saddle River, N.J']",['Prentice Hall'],['eng'],['0138975213'],,564.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL23663797M,Leadership in organizations,,4th ed.,1998,,"['Upper Saddle River, N.J']",['Prentice Hall'],['eng'],,,564.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL2047802M,Leadership in organizations,,2nd ed.,1989,nju,"['Englewood Cliffs, N.J']",['Prentice Hall'],['eng'],['013527169X'],,338.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL3393230M,Leadership in organizations,,6th ed.,2005,nju,"['Upper Saddle River, NJ']",['Pearson/Prentice Hall'],['eng'],['0131494848'],,542.0,
BOOK00002,/works/OL2731767W,Leadership in Organizations,/books/OL7331158M,Leadership in Organizations,,,"June 7, 2001",,,['Prentice Hall'],['eng'],['0130323128'],['9780130323125'],508.0,
BOOK00003,/works/OL302757W,Kepemimpinan =,/books/OL4710244M,Kepemimpinan =,,,1977,io ,['Bogor'],['Politeia'],['ind'],,,102.0,
BOOK00004,/works/OL450702W,Spiritual leadership,/books/OL7876601M,SPIRITUAL LEADERSHIP,,,1972,,,['Moody Press'],[],['0802482228'],['9780802482228'],,Hardcover
BOOK00004,/works/OL450702W,Spiritual leadership,/books/OL20734968M,Spiritual leadership,,,1981,enk,"['Basingstoke', 'Bromley']","['Marshall Pickering', 'STL Books']",['eng'],"['055100651X', '0903843463']",,160.0,
BOOK00004,/works/OL450702W,Spiritual leadership,/books/OL7876613M,Spiritual Leadership,,,January 1974,,,['Moody Press'],[],['0802482473'],['9780802482471'],,Paperback
BOOK00004,/works/OL450702W,Spiritual leadership,/books/OL8063924M,Spiritual leadership,,,1999,,,['Lifeway'],['eng'],['0767394496'],['9780767394499'],159.0,Unknown Binding
BOOK00004,/works/OL450702W,Spiritual leadership,/books/OL8890766M,Spiritual Leadership,,Unabridged edition,January 2006,,,['Hovel Audio'],['eng'],['1596441801'],['9781596441804'],,Audio CD
BOOK00004,/works/OL450702W,Spiritual leadership,/books/OL1218924M,Spiritual leadership,,,1994,ilu,['Chicago'],['Moody Press'],['eng'],['0802467997'],,189.0,
BOOK00004,/works/OL450702W,Spiritual leadership,/books/OL5537390M,Spiritual leadership,,,1967,ilu,['Chicago'],['Moody Press'],['eng'],,,160.0,
BOOK00004,/works/OL450702W,Spiritual leadership,/books/OL4106678M,Spiritual leadership,,Rev. ed.,1980,ilu,['Chicago'],['Moody Press'],['eng'],['080248221X'],,255.0,
BOOK00005,/works/OL94176W,Leadership,/books/OL17548318M,Leadership,,4th ed.,2007,cau,['Thousand Oaks'],['SAGE Publications'],['eng'],['141294161X'],['9781412941617'],395.0,
BOOK00005,/works/OL94176W,Leadership,/books/OL23575836M,Leadership,,5th ed.,2010,cau,['Thousand Oaks'],['Sage Publications'],['eng'],,['9781412974882'],,
BOOK00005,/works/OL94176W,Leadership,/books/OL48809M,Leadership,,2nd ed.,2001,cau,"['Thousand Oaks,  Calif']",['Sage Publications'],['eng'],"['0761919252', '0761919260']",,294.0,
BOOK00005,/works/OL94176W,Leadership,/books/OL22743563M,Leadership,,4th ed.,,,"['Thousand Oaks, CA']",['SAGE Publications'],[],['141294161X'],,395.0,
BOOK00005,/works/OL94176W,Leadership,/books/OL1005990M,Leadership,,,1997,cau,"['Thousand Oaks, Calif']",['Sage Publications'],['eng'],"['0803957688', '0803957696']",,274.0,
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL8172452M,Las 21 leyes irrefutables del liderazgo,,,"October 18, 2005",,,['Grupo Nelson'],['spa'],['0881138983'],['9780881138986'],,Audio CD
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL13034808M,The 21 Irrefutable Laws of Leadership,,,2004,,,['Xinhua Publishing House'],['cmn'],['7501161283'],,221.0,Hardcover
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL8100756M,The 21 Irrefutable Laws of Leadership,,10 Rev Upd edition,"September 18, 2007",,,['Thomas Nelson'],['eng'],['0785288376'],['9780785288374'],304.0,Hardcover
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL9641030M,Las 21 leyes irrefutables del liderazgo,,Abridged edition,"December 4, 2007",,,['Grupo Nelson'],['spa'],['1602550689'],['9781602550681'],,Audio CD
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL8100502M,The 21 Irrefutable Laws of Leadership,,,January 1999,,,"['Nelson, Thomas@ Publishing Co']",['eng'],['0785270345'],['9780785270348'],231.0,Paperback
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL8100173M,The 21 Irrefutable Laws of Leadership,,Abridged edition,"January 22, 2004",,,['Thomas Nelson'],['eng'],['0785261362'],['9780785261360'],,Audio CD
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL23109588M,Las 21 leyes irrefutables del liderazgo,,Revisada y actualizada edición del 10 ̕aniversario,2007,tnu,['Nashville'],['Grupo Nelson'],['spa'],['1602550271'],['9781602550278'],337.0,
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL8100789M,The 21 Irrefutable Laws of Leadership,,Abridged edition,"September 18, 2007",,,['Thomas Nelson'],['eng'],['0785289054'],['9780785289050'],180.0,Audio CD
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL11034599M,The 21 Irrefutable Laws of Leadership,,2Rev Ed edition,"October 17, 2007",,,['Thomas Nelson Publishers'],['eng'],['0785289356'],['9780785289357'],336.0,Paperback
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL9807349M,Las 21 leyes irrefutables del liderazgo,,,"September 18, 2007",,,['Grupo Nelson'],['spa'],['1602550271'],['9781602550278'],368.0,Paperback
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL349136M,The 21 irrefutable laws of leadership,,,1998,tnu,"['Nashville, Tenn']",['Thomas Nelson Publishers'],['eng'],['0785274316'],,233.0,
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,/books/OL8172460M,Las 21 leyes irrefutables del liderazgo,,,"February 12, 2006",,,['Grupo Nelson'],['spa'],['0881139319'],['9780881139310'],248.0,Paperback
BOOK00007,/works/OL7956784W,Leadership,/books/OL32436313M,Leadership,Leadership Theory and Practice,,"Feb 22, 2021",,,"['SAGE Publications, Inc']",[],['1544397569'],['9781544397566'],600.0,paperback
BOOK00007,/works/OL7956784W,Leadership,/books/OL28646381M,Leadership,Leadership Theory and Practice,,2018,,,"['SAGE Publications, Incorporated']",['eng'],,['9781544331942'],528.0,
BOOK00007,/works/OL7956784W,Leadership,/books/OL28646373M,Leadership,Leadership Theory and Practice,,2018,,,"['SAGE Publications, Incorporated']",['eng'],,['9781544327839'],528.0,
BOOK00007,/works/OL7956784W,Leadership,/books/OL28563776M,Leadership,Leadership Theory and Practice,,2015,,,"['SAGE Publications, Incorporated']",['eng'],,['9781483393643'],520.0,
BOOK00007,/works/OL7956784W,Leadership,/books/OL27505067M,Leadership,Leadership Theory and Practice,,"Mar 16, 2018",,,"['SAGE Publications, Inc']",[],['1506362311'],['9781506362311'],528.0,paperback
BOOK00007,/works/OL7956784W,Leadership,/books/OL8028935M,Leadership,,Second Edition edition,"July 5, 2000",,,"['Sage Publications, Inc']",['eng'],['0761919260'],['9780761919261'],312.0,Paperback
BOOK00007,/works/OL7956784W,Leadership,/books/OL8433892M,Leadership,,Fourth Edition edition,"October 26, 2006",,,"['Sage Publications, Inc']",['eng'],['141294161X'],['9781412941617'],416.0,Paperback
BOOK00007,/works/OL7956784W,Leadership,/books/OL8029231M,Leadership,,Third Edition edition,"May 7, 2003",,,"['Sage Publications, Inc']",['eng'],['076192566X'],['9780761925668'],336.0,Paperback
BOOK00008,/works/OL2421691W,Leadership and performance beyond expectations,/books/OL2861879M,Leadership and performance beyond expectations,,,1985,nyu,"['New York', 'London']","['Free Press', 'Collier Macmillan']",['eng'],['0029018102'],,256.0,
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL49365179M,A Higher Loyalty,"A Higher Loyalty Truth, Lies, and Leadership",,2019-07-02,,,['Large Print Press'],[],['1432868284'],['9781432868284'],,
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL34632752M,Higher Loyalty,"Higher Loyalty Truth, Lies, and Leadership",,2018,,,['Pan Macmillan'],['eng'],,['9781529000825'],,
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL29772064M,Higher Loyalty,"Higher Loyalty Truth, Lies, and Leadership",,2018,,,['Flatiron Books'],['eng'],,['9781250192462'],416.0,
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL30095246M,A Higher Loyalty,"A Higher Loyalty Truth, Lies, and Leadership",,"Apr 14, 2018",,,['PAN MACMILLAN'],[],['1529000831'],['9781529000832'],,paperback
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL28710307M,Higher Loyalty,"Higher Loyalty Truth, Lies, and Leadership",,2019,,,['Pan Macmillan'],['eng'],,['9781529000863'],304.0,
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL26962488M,A higher loyalty,"A higher loyalty truth, lies, and leadership",Large print edition.,2018,meu,,,['eng'],['1432855832'],['9781432855833'],469.0,
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL26961322M,A higher loyalty,"A higher loyalty truth, lies, and leadership",Unabridged.,2018,nyu,,,['eng'],['1427298297'],['9781427298294'],,[sound recording] :
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL27337988M,A Higher Loyalty,"A Higher Loyalty Truth, Lies, and Leadership",,"May 07, 2019",,,['Flatiron Books'],[],['1250192471'],['9781250192479'],320.0,paperback
BOOK00009,/works/OL18146967W,A Higher Loyalty,/books/OL26631125M,"A Higher Loyalty: Truth, Lies, and Leadership",,,2018,,,['Flatiron Books'],[],['1250192455'],,290.0,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL60921368M,Leadership and Self-Deception,Leadership and Self-Deception The Secret to Transforming Relationships and Unleashing Results [Large Print 16 Pt Edition],,2025,,,"['ReadHowYouWant.com, Limited']",['eng'],,['9781038701763'],212.0,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL34098177M,Caja,Caja,,2019,,,['Empresa Activa'],['spa'],,['9788416997107'],256.0,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL34064472M,Mentalidad fuera de la caja,,,2017,,,['Ediciones Urano S. A.'],['spa'],,['9788492921577'],192.0,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL9153333M,The Box (La Caja),,,"June 1, 2002",,,['Empresa Activa'],['spa'],['8495787059'],['9788495787057'],224.0,Paperback
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL50731250M,"Leadership and Self-Deception, Fourth Edition","Leadership and Self-Deception, Fourth Edition The Secret to Transforming Relationships and Unleashing Results",,2024,,,"['Berrett-Koehler Publishers, Incorporated']",['eng'],,['9781523006564'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL37955080M,Leadership and Self-Deception,Leadership and Self-Deception Getting Out of the Box,,2002,,,"['Berrett-Koehler Publishers, Incorporated']",['eng'],,['9781282299139'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL37953998M,Leadership and Self-Deception,Leadership and Self-Deception Getting out of the Box,,2010,,,"['Berrett-Koehler Publishers, Incorporated']",['eng'],,['9781282467149'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL38018285M,Leadership and Self-Deception,Leadership and Self-Deception Getting out of the Box,,2000,,,"['Berrett-Koehler Publishers, Incorporated']",['eng'],,['9781583763872'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL38021924M,Leadership and Self-Deception,Leadership and Self-Deception Getting out of the Box,,2002,,,"['Berrett-Koehler Publishers, Incorporated']",['eng'],,['9781576755020'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL38034961M,Leadership and Self-Deception,Leadership and Self-Deception Getting Out of the Box,,2009,,,"['Berrett-Koehler Publishers, Incorporated', 'Berrett-Koehler Publishers']",['eng'],,['9781626566248'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL40344088M,Leadership and Self-Deception,Leadership and Self-Deception Getting out of the Box,,2007,,,"['Penguin Books, Limited']",['eng'],,['9780141030067'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL44138212M,Leadership and Self-Deception,Leadership and Self-Deception Getting out of the Box,,2008,,,"['ReadHowYouWant.com, Limited']",['eng'],,['9781427087867'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL44138526M,Leadership and Self-Deception,Leadership and Self-Deception Getting out of the Box,,2010,,,"['ReadHowYouWant.com, Limited', 'ReadHowYouWant']",['eng'],,['9781458769558'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL35963748M,Leadership and Self-Deception,Leadership and Self-Deception Getting Out of the Box,,2018,,,"['Berrett-Koehler Publishers, Incorporated']",['eng'],,['9781523097814'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL35963749M,Leadership and Self-Deception,Leadership and Self-Deception Getting Out of the Box,,2018,,,"['Berrett-Koehler Publishers, Incorporated']",['eng'],,['9781523097821'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL32511458M,Leadership and Self-Deception,Leadership and Self-Deception Getting Out of the Box,,"Aug 18, 2011",,,['ReadHowYouWant'],[],['0369304632'],['9780369304636'],372.0,paperback
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL27779575M,"Leadership and Self-Deception, 3rd Ed.","Leadership and Self-Deception, 3rd Ed. : Getting Out of the Box",,"Oct 03, 2018",,,['Dreamscape Media'],[],['1974922200'],['9781974922208'],,audio cd
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL27779576M,"Leadership and Self-Deception, 3rd Ed.","Leadership and Self-Deception, 3rd Ed. Getting Out of the Box",,"Oct 03, 2018",,,['Dreamscape Media'],[],['1974922219'],['9781974922215'],,audio cd
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL27062772M,Tiao chu he zi,,Di 1 ban.,2004,cc,['Beijing'],['Dang dai Zhongguo chu ban she'],['chi'],['7801703278'],['9787801703279'],202.0,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL8748456M,Leadership and Self-Deception,,,"January 15, 2000",,,"['Berrett-Koehler Publishers', 'Berrett-Koehler']",['eng'],['1576750949'],['9781576750940'],175.0,Hardcover
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL37349015M,Leadership And Self-Deception,Leadership And Self-Deception Getting Out of the Box,,"Jun 13, 2012",,,['ReadHowYouWant'],[],['1459626184'],['9781459626188'],288.0,paperback
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL24061142M,Leadership and self-deception,,Expanded 2nd ed.,2009,cau,['San Francisco'],['Berrett-Koehler Publishers'],['eng'],,['9781576759776'],199.0,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL23576019M,Leadership and self-deception,,Expanded 2nd ed.,2009,cau,['San Francisco'],['Berrett-Koehler Publishers'],['eng'],,['9781576759776'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL26682552M,Leadership and Self-Deception: Getting Out of the Box,,,"Sep 04, 2018",,,['Berrett-Koehler Publishers'],[],['1523097809'],['9781523097807'],240.0,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL47562382M,Leadership and Self-deception - Getting Out of the Box,,,"Apr 19, 2007",,,['Penguin Books'],[],['014103632X'],['9780141036328'],,paperback
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL21631620M,Leadership and self-deception,,,2002,cau,"['San Francisco, Calif']",['Berrett-Koehler'],['eng'],['1576751740'],['9781576751749'],180.0,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL43012809M,Leadership and Self-Deception,Leadership and Self-Deception,,2012-01-01,,,['Penguin'],[],['1609946960'],['9781609946968'],,
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL24533419M,Leadership and self-deception,,2nd ed.,2010,cau,['San Francisco'],['Berrett-Koehler Publishers'],['eng'],['1576759776'],['9781576759776'],199.0,Paperback
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL24309201M,Leadership and Self-Deception,,,2010,nyu,['San Francisco'],"['Berrett-Koehler Publishers, Inc.']",['eng'],,"['9781576759783', '9781605095288']",,eBook
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL8748509M,Leadership and Self Deception,,1st edition,"February 9, 2002",,,['Berrett-Koehler Publishers'],['eng'],['1576751740'],['9781576751749'],192.0,Paperback
BOOK00010,/works/OL8921343W,Leadership and Self Deception,/books/OL8736245M,Leadership and Self-Deception,,Unabridged edition,"January 30, 2005",,,['The Audio Partners'],['eng'],['1572704446'],['9781572704442'],,Audio CD
BOOK00011,/works/OL19982874W,Leadership,/books/OL46045931M,Leadership,Leadership A Critical Introduction,,2013,,,['Routledge'],['eng'],,['9781306218382'],,
BOOK00011,/works/OL19982874W,Leadership,/books/OL38313426M,Leadership,Leadership A Critical Introduction,,2013,,,['Taylor & Francis Group'],['eng'],,['9781317975724'],,
BOOK00011,/works/OL19982874W,Leadership,/books/OL38279917M,Leadership,Leadership A Critical Introduction,,2013,,,['Taylor & Francis Group'],['eng'],,['9781315871448'],,
BOOK00011,/works/OL19982874W,Leadership,/books/OL35846111M,Leadership,Leadership Performance Beyond Expectations,,2020,,,['Taylor & Francis Group'],['eng'],,['9781003011507'],,
BOOK00011,/works/OL19982874W,Leadership,/books/OL35834298M,Leadership,Leadership Performance Beyond Expectations,,2020,,,['Taylor & Francis Group'],['eng'],,['9781000194197'],,
BOOK00011,/works/OL19982874W,Leadership,/books/OL35552435M,Leadership,Leadership Performance Beyond Expectations,,2020,,,['Taylor & Francis Group'],['eng'],,['9781000194234'],,
BOOK00011,/works/OL19982874W,Leadership,/books/OL35552434M,Leadership,Leadership Performance Beyond Expectations,,2020,,,['Taylor & Francis Group'],['eng'],,['9781000194159'],,
BOOK00011,/works/OL19982874W,Leadership,/books/OL34675123M,Leadership,Leadership,,2020,,,['Taylor & Francis Group'],['eng'],,['9780367406165'],,
BOOK00011,/works/OL19982874W,Leadership,/books/OL34675109M,Leadership,Leadership,,2020,,,"['Taylor & Francis Group', 'Routledge']",['eng'],,['9780367374822'],284.0,
BOOK00011,/works/OL19982874W,Leadership,/books/OL29387567M,Leadership,Leadership A Critical Introduction,,2013,,,['Taylor & Francis Group'],['eng'],,['9781317975748'],302.0,
BOOK00011,/works/OL19982874W,Leadership,/books/OL29387539M,Leadership,Leadership A Critical Introduction,,2013,,,['Taylor & Francis Group'],['eng'],,['9781317975731'],302.0,
