source_group,catalog_books,catalog_pct,recommendation_count,recommendation_pct,exposure_difference_pct_points
Both,3,0.1451378809869375,22,0.1134254485460919,-0.0317124324408455
LeadershipNow only,1117,54.03967102080309,8774,45.23613116106414,-8.803539859738954
Open Library only,947,45.815191098209965,10600,54.65044339038977,8.835252292179803
