metric,value
untrained_validation_mse,0.00675030564584958
best_validation_mse,0.0012403903863837126
untrained_test_mse,0.006692159500922642
final_test_mse,0.0011879935407146714
test_mse_improvement_pct,82.24797928753964
pairwise_similarity_spearman_rho,0.10746733226982706
pairwise_similarity_spearman_p,6.745561289270737e-120
mean_top10_shared_neighbors,4.2745098039215685
median_top10_shared_neighbors,4.0
mean_top10_neighbor_preservation,0.4274509803921568
median_top10_neighbor_preservation,0.4
