book_id,core_recommendations,enriched_recommendations,core_mean_similarity,enriched_mean_similarity,core_rank1_similarity,enriched_rank1_similarity,top10_overlap_count,top10_overlap_ratio
BOOK01794,10,10,0.375806931705567,0.33257313638634106,0.5417510110249698,0.5822255223186913,9,0.9
BOOK01795,10,10,0.7422621199441986,0.6971241939206475,1.0,1.0,9,0.9
BOOK01796,3,10,0.417918361794894,0.14680422153292755,0.6538322050131217,0.7218784598983109,3,0.3
BOOK01797,10,10,0.26759549693186185,0.21296036822302616,0.7707906609347726,0.7030377792420823,8,0.8
BOOK01798,10,10,0.2759771126222131,0.26436170119627234,0.3525775626015539,0.3290527724181904,7,0.7
BOOK01800,10,10,0.275436929178952,0.2646715898249574,0.3821396682197901,0.36443380226575495,8,0.8
BOOK01801,2,7,0.5571810330190381,0.15147159068381347,0.716583466165837,0.45538285450446736,2,0.2
BOOK01802,10,10,0.2530214500054834,0.20725183199537103,0.3353445359499622,0.32944154104872486,8,0.8
BOOK01803,10,10,0.507457125016948,0.415353702079072,0.5621607672093637,0.5640315121022487,7,0.7
BOOK01804,2,6,0.7633304544462276,0.24381400687136334,0.8334451809021803,0.5399065021972187,2,0.2
BOOK01805,10,10,0.3567465274679575,0.3548975508013551,0.5497688339257697,0.5443828304171375,9,0.9
BOOK01806,9,9,0.5802441618403836,0.48213266895476653,0.7166398658971915,0.7550568584940975,9,0.9
BOOK01807,10,10,0.32503634875852616,0.2765683867862031,0.5376452199178318,0.4218150240164026,8,0.8
BOOK01808,1,4,0.6005271885041723,0.20233512561052008,0.6005271885041723,0.5712988995392625,1,0.1
BOOK01809,10,10,0.3410343310538473,0.18819666080077155,0.48506431349649265,0.36254224419676623,5,0.5
BOOK01810,10,10,0.27407008998453536,0.2742860772451264,0.6316232897815458,0.646294546616821,9,0.9
BOOK01811,10,10,0.26497966949287066,0.25216629736227575,0.8533269577480367,0.8535498654707747,8,0.8
BOOK01812,10,10,0.40912987474509616,0.2849691336767442,0.5234382366121082,0.38170061283621953,8,0.8
BOOK01813,6,6,0.4155191743564582,0.4049443827669035,0.5470631403856456,0.5593569323215761,6,0.6
BOOK01814,10,10,0.5338893678045926,0.4284324638802127,0.6244018659900753,0.5223029790279827,5,0.5
BOOK01815,8,10,0.29136749225136227,0.20476216588550672,0.3798040763159534,0.3850917598128891,8,0.8
BOOK01816,10,10,0.3130694662095351,0.2801204206515188,0.42555179595556425,0.38520375920988326,6,0.6
BOOK01817,7,9,0.3172507104699252,0.2427533771169238,0.5475952461830083,0.5578971134042903,7,0.7
BOOK01818,10,10,0.35165091542308613,0.3321902668605907,1.0,1.0,8,0.8
BOOK01819,10,10,0.27968072566247903,0.1950589480043933,0.41271963047305193,0.3032244882743046,7,0.7
BOOK01820,10,10,0.3423471183913135,0.2884346084888387,0.4556406442908242,0.39996063769126616,8,0.8
BOOK01821,10,10,0.25821642234676145,0.2397986276479621,0.6746095547720764,0.6850245403028274,6,0.6
BOOK01822,10,10,0.3354605292552709,0.3489474014813758,0.41551748753646606,0.45927075960510916,9,0.9
BOOK01823,1,3,0.7656176343485366,0.34323535166272906,0.7656176343485366,0.8103806699799716,1,0.1
BOOK01824,10,10,0.628615335453387,0.4561390688272476,1.0,0.5640315121022487,6,0.6
BOOK01825,10,10,0.30851943496557405,0.2379858972214033,0.478050792542765,0.4728223475937827,7,0.7
BOOK01826,10,10,0.3928834018261872,0.3059502276223255,0.6367474447073279,0.48697000126170975,9,0.9
BOOK01827,10,10,0.3573671536959922,0.24788989895758426,0.4542513374616463,0.3336893527095009,8,0.8
BOOK01828,10,10,0.34808830028071475,0.32407868591850997,0.6934407244060983,0.687478385177703,9,0.9
BOOK01829,10,10,0.3519418840023843,0.30037650392953075,0.5620591205909832,0.5220396729380123,5,0.5
BOOK01831,10,10,0.30142933092959046,0.2631227370078969,0.4284508157931286,0.3065062221660014,6,0.6
BOOK01832,10,10,0.324242344263371,0.32258785507681387,0.8125668398715755,0.8141523785008247,8,0.8
BOOK01833,10,10,0.3587312900096874,0.3607787771800431,0.5356705225141871,0.5385427084478495,10,1.0
BOOK01834,10,10,0.28742380447101035,0.2769018530368896,0.5848695229407587,0.5788126057964843,9,0.9
BOOK01835,10,10,0.34515973998383437,0.3309333902561673,0.42183884763029766,0.42731252599865244,8,0.8
BOOK01836,10,10,0.26412809670985177,0.2269331299169522,0.4073202092942831,0.3497217334377737,7,0.7
