tensor_row,book_id,is_zero_vector
1245,BOOK01246,False
1246,BOOK01247,False
1247,BOOK01248,False
1248,BOOK01249,False
1249,BOOK01250,False
1250,BOOK01251,False
1251,BOOK01252,False
1252,BOOK01253,False
1253,BOOK01254,False
1254,BOOK01255,False
1255,BOOK01256,False
1256,BOOK01257,False
1257,BOOK01258,False
1258,BOOK01259,False
1259,BOOK01260,False
1260,BOOK01261,False
1261,BOOK01262,False
1262,BOOK01263,False
1263,BOOK01264,False
1264,BOOK01265,False
1265,BOOK01266,False
1266,BOOK01267,False
1267,BOOK01268,False
1268,BOOK01269,False
1269,BOOK01270,False
1270,BOOK01271,False
1271,BOOK01272,False
1272,BOOK01273,False
1273,BOOK01274,False
1274,BOOK01275,False
1275,BOOK01276,False
1276,BOOK01277,False
1277,BOOK01278,False
1278,BOOK01279,False
1279,BOOK01280,False
1280,BOOK01281,False
1281,BOOK01282,False
1282,BOOK01283,False
1283,BOOK01284,False
1284,BOOK01285,False
1285,BOOK01286,False
1286,BOOK01287,False
1287,BOOK01288,False
1288,BOOK01289,False
1289,BOOK01290,False
1290,BOOK01291,False
1291,BOOK01292,False
1292,BOOK01293,False
1293,BOOK01294,False
1294,BOOK01295,False
1295,BOOK01296,False
1296,BOOK01297,False
1297,BOOK01298,False
1298,BOOK01299,False
1299,BOOK01300,False
1300,BOOK01301,False
1301,BOOK01302,False
1302,BOOK01303,False
1303,BOOK01304,False
1304,BOOK01305,False
1305,BOOK01306,True
1306,BOOK01307,False
1307,BOOK01308,False
1308,BOOK01309,False
1309,BOOK01310,False
1310,BOOK01311,False
1311,BOOK01312,False
1312,BOOK01313,False
1313,BOOK01314,False
1314,BOOK01315,False
1315,BOOK01316,False
1316,BOOK01317,False
1317,BOOK01318,False
1318,BOOK01319,False
1319,BOOK01320,False
1320,BOOK01321,False
1321,BOOK01322,False
1322,BOOK01323,False
1323,BOOK01324,False
1324,BOOK01325,False
1325,BOOK01326,False
1326,BOOK01327,False
1327,BOOK01328,False
1328,BOOK01329,False
1329,BOOK01330,False
1330,BOOK01331,False
1331,BOOK01332,False
1332,BOOK01333,False
1333,BOOK01334,False
1334,BOOK01335,False
1335,BOOK01336,False
1336,BOOK01337,False
1337,BOOK01338,False
1338,BOOK01339,False
1339,BOOK01340,False
1340,BOOK01341,False
1341,BOOK01342,False
1342,BOOK01343,False
1343,BOOK01344,False
1344,BOOK01345,False
1345,BOOK01346,False
1346,BOOK01347,False
1347,BOOK01348,False
1348,BOOK01349,False
1349,BOOK01350,False
1350,BOOK01351,False
1351,BOOK01352,False
1352,BOOK01353,False
1353,BOOK01354,False
1354,BOOK01355,False
1355,BOOK01356,False
1356,BOOK01357,False
1357,BOOK01358,False
1358,BOOK01359,False
1359,BOOK01360,False
1360,BOOK01361,False
1361,BOOK01362,False
1362,BOOK01363,False
1363,BOOK01364,False
1364,BOOK01365,False
1365,BOOK01366,False
1366,BOOK01367,False
1367,BOOK01368,False
1368,BOOK01369,False
1369,BOOK01370,False
1370,BOOK01371,False
1371,BOOK01372,False
1372,BOOK01373,False
1373,BOOK01374,False
1374,BOOK01375,False
1375,BOOK01376,False
1376,BOOK01377,False
1377,BOOK01378,False
1378,BOOK01379,False
1379,BOOK01380,False
1380,BOOK01381,False
1381,BOOK01382,False
1382,BOOK01383,False
1383,BOOK01384,False
1384,BOOK01385,False
1385,BOOK01386,False
1386,BOOK01387,False
1387,BOOK01388,False
1388,BOOK01389,False
1389,BOOK01390,False
1390,BOOK01391,False
1391,BOOK01392,False
1392,BOOK01393,False
1393,BOOK01394,False
1394,BOOK01395,False
1395,BOOK01396,False
1396,BOOK01397,False
1397,BOOK01398,False
1398,BOOK01399,True
1399,BOOK01400,False
1400,BOOK01401,False
1401,BOOK01402,False
1402,BOOK01403,False
1403,BOOK01404,False
1404,BOOK01405,False
1405,BOOK01406,False
1406,BOOK01407,False
1407,BOOK01408,False
1408,BOOK01409,False
1409,BOOK01410,False
1410,BOOK01411,False
1411,BOOK01412,False
1412,BOOK01413,False
1413,BOOK01414,False
1414,BOOK01415,False
1415,BOOK01416,False
1416,BOOK01417,False
1417,BOOK01418,False
1418,BOOK01419,False
1419,BOOK01420,False
1420,BOOK01421,False
1421,BOOK01422,False
1422,BOOK01423,False
1423,BOOK01424,False
1424,BOOK01425,False
1425,BOOK01426,False
1426,BOOK01427,False
1427,BOOK01428,False
1428,BOOK01429,False
1429,BOOK01430,False
1430,BOOK01431,False
1431,BOOK01432,False
1432,BOOK01433,False
1433,BOOK01434,False
1434,BOOK01435,False
1435,BOOK01436,False
1436,BOOK01437,False
1437,BOOK01438,False
1438,BOOK01439,False
1439,BOOK01440,False
1440,BOOK01441,False
1441,BOOK01442,False
1442,BOOK01443,False
1443,BOOK01444,False
1444,BOOK01445,False
1445,BOOK01446,False
1446,BOOK01447,False
1447,BOOK01448,False
1448,BOOK01449,False
1449,BOOK01450,True
1450,BOOK01451,False
1451,BOOK01452,False
1452,BOOK01453,False
1453,BOOK01454,False
1454,BOOK01455,False
1455,BOOK01456,False
1456,BOOK01457,False
1457,BOOK01458,False
1458,BOOK01459,False
1459,BOOK01460,False
1460,BOOK01461,False
1461,BOOK01462,False
1462,BOOK01463,False
1463,BOOK01464,False
1464,BOOK01465,False
1465,BOOK01466,False
1466,BOOK01467,False
1467,BOOK01468,False
1468,BOOK01469,False
1469,BOOK01470,False
1470,BOOK01471,False
1471,BOOK01472,False
1472,BOOK01473,False
1473,BOOK01474,False
1474,BOOK01475,False
1475,BOOK01476,False
1476,BOOK01477,False
1477,BOOK01478,False
1478,BOOK01479,False
1479,BOOK01480,False
1480,BOOK01481,False
1481,BOOK01482,False
1482,BOOK01483,False
1483,BOOK01484,False
1484,BOOK01485,False
1485,BOOK01486,False
1486,BOOK01487,False
1487,BOOK01488,False
1488,BOOK01489,False
1489,BOOK01490,False
1490,BOOK01491,False
1491,BOOK01492,False
1492,BOOK01493,False
1493,BOOK01494,False
1494,BOOK01495,False
1495,BOOK01496,False
1496,BOOK01497,False
1497,BOOK01498,False
1498,BOOK01499,False
1499,BOOK01500,False
1500,BOOK01501,False
1501,BOOK01502,False
1502,BOOK01503,False
1503,BOOK01504,False
1504,BOOK01505,False
1505,BOOK01506,False
1506,BOOK01507,False
1507,BOOK01508,False
1508,BOOK01509,False
1509,BOOK01510,False
1510,BOOK01511,False
1511,BOOK01512,False
1512,BOOK01513,False
1513,BOOK01514,False
1514,BOOK01515,False
1515,BOOK01516,False
1516,BOOK01517,False
1517,BOOK01518,False
1518,BOOK01519,False
1519,BOOK01520,False
1520,BOOK01521,False
1521,BOOK01522,False
1522,BOOK01523,False
1523,BOOK01524,False
1524,BOOK01525,False
1525,BOOK01526,False
1526,BOOK01527,False
1527,BOOK01528,False
1528,BOOK01529,False
1529,BOOK01530,False
1530,BOOK01531,False
1531,BOOK01532,False
1532,BOOK01533,False
1533,BOOK01534,False
1534,BOOK01535,False
1535,BOOK01536,False
1536,BOOK01537,False
1537,BOOK01538,False
1538,BOOK01539,False
1539,BOOK01540,False
1540,BOOK01541,False
1541,BOOK01542,False
1542,BOOK01543,False
1543,BOOK01544,False
1544,BOOK01545,False
1545,BOOK01546,False
1546,BOOK01547,False
1547,BOOK01548,False
1548,BOOK01549,False
1549,BOOK01550,False
1550,BOOK01551,False
1551,BOOK01552,False
1552,BOOK01553,False
1553,BOOK01554,False
1554,BOOK01555,False
1555,BOOK01556,False
1556,BOOK01557,False
1557,BOOK01558,False
1558,BOOK01559,False
1559,BOOK01560,False
1560,BOOK01561,True
1561,BOOK01562,False
1562,BOOK01563,False
1563,BOOK01564,False
1564,BOOK01565,False
1565,BOOK01566,False
1566,BOOK01567,False
1567,BOOK01568,False
1568,BOOK01569,False
1569,BOOK01570,False
1570,BOOK01571,False
1571,BOOK01572,False
1572,BOOK01573,False
1573,BOOK01574,False
1574,BOOK01575,False
1575,BOOK01576,False
1576,BOOK01577,False
1577,BOOK01578,False
1578,BOOK01579,False
1579,BOOK01580,False
1580,BOOK01581,False
1581,BOOK01582,False
1582,BOOK01583,False
1583,BOOK01584,False
1584,BOOK01585,False
1585,BOOK01586,False
1586,BOOK01587,False
1587,BOOK01588,False
1588,BOOK01589,False
1589,BOOK01590,False
1590,BOOK01591,False
1591,BOOK01592,False
1592,BOOK01593,False
1593,BOOK01594,False
1594,BOOK01595,False
1595,BOOK01596,False
1596,BOOK01597,False
1597,BOOK01598,False
1598,BOOK01599,False
1599,BOOK01600,False
1600,BOOK01601,False
1601,BOOK01602,False
1602,BOOK01603,False
1603,BOOK01604,False
1604,BOOK01605,False
1605,BOOK01606,False
1606,BOOK01607,False
1607,BOOK01608,False
1608,BOOK01609,False
1609,BOOK01610,False
1610,BOOK01611,False
1611,BOOK01612,False
1612,BOOK01613,False
1613,BOOK01614,False
1614,BOOK01615,False
1615,BOOK01616,False
1616,BOOK01617,False
1617,BOOK01618,False
1618,BOOK01619,False
1619,BOOK01620,False
1620,BOOK01621,False
1621,BOOK01622,False
1622,BOOK01623,False
1623,BOOK01624,False
1624,BOOK01625,False
1625,BOOK01626,False
1626,BOOK01627,False
1627,BOOK01628,False
1628,BOOK01629,False
1629,BOOK01630,False
1630,BOOK01631,False
1631,BOOK01632,False
1632,BOOK01633,False
1633,BOOK01634,False
1634,BOOK01635,False
1635,BOOK01636,False
1636,BOOK01637,False
1637,BOOK01638,False
1638,BOOK01639,False
1639,BOOK01640,False
1640,BOOK01641,False
1641,BOOK01642,False
1642,BOOK01643,False
1643,BOOK01644,False
1644,BOOK01645,False
1645,BOOK01646,False
1646,BOOK01647,False
1647,BOOK01648,False
1648,BOOK01649,False
1649,BOOK01650,False
1650,BOOK01651,False
1651,BOOK01652,False
1652,BOOK01653,False
1653,BOOK01654,False
1654,BOOK01655,False
1655,BOOK01656,False
1656,BOOK01657,False
1657,BOOK01658,False
1658,BOOK01659,True
1659,BOOK01660,False
1660,BOOK01661,False
1661,BOOK01662,False
1662,BOOK01663,False
1663,BOOK01664,False
1664,BOOK01665,False
1665,BOOK01666,False
1666,BOOK01667,False
1667,BOOK01668,False
1668,BOOK01669,False
1669,BOOK01670,False
1670,BOOK01671,False
1671,BOOK01672,False
1672,BOOK01673,False
1673,BOOK01674,False
1674,BOOK01675,False
1675,BOOK01676,False
1676,BOOK01677,False
1677,BOOK01678,False
1678,BOOK01679,False
1679,BOOK01680,False
1680,BOOK01681,False
1681,BOOK01682,False
1682,BOOK01683,False
1683,BOOK01684,False
1684,BOOK01685,False
1685,BOOK01686,False
1686,BOOK01687,False
1687,BOOK01688,False
1688,BOOK01689,False
1689,BOOK01690,False
1690,BOOK01691,False
1691,BOOK01692,False
1692,BOOK01693,False
1693,BOOK01694,False
1694,BOOK01695,False
1695,BOOK01696,False
1696,BOOK01697,False
1697,BOOK01698,False
1698,BOOK01699,False
1699,BOOK01700,False
1700,BOOK01701,False
1701,BOOK01702,False
1702,BOOK01703,False
1703,BOOK01704,False
1704,BOOK01705,False
1705,BOOK01706,False
1706,BOOK01707,False
1707,BOOK01708,False
1708,BOOK01709,False
1709,BOOK01710,False
1710,BOOK01711,False
1711,BOOK01712,False
1712,BOOK01713,False
1713,BOOK01714,False
1714,BOOK01715,False
1715,BOOK01716,False
1716,BOOK01717,False
1717,BOOK01718,False
1718,BOOK01719,False
1719,BOOK01720,True
1720,BOOK01721,False
1721,BOOK01722,False
1722,BOOK01723,False
1723,BOOK01724,False
1724,BOOK01725,False
1725,BOOK01726,False
1726,BOOK01727,False
1727,BOOK01728,False
1728,BOOK01729,False
1729,BOOK01730,False
1730,BOOK01731,False
1731,BOOK01732,False
1732,BOOK01733,True
1733,BOOK01734,False
1734,BOOK01735,False
1735,BOOK01736,False
1736,BOOK01737,False
1737,BOOK01738,False
1738,BOOK01739,False
1739,BOOK01740,False
1740,BOOK01741,False
1741,BOOK01742,False
1742,BOOK01743,False
1743,BOOK01744,False
1744,BOOK01745,False
1745,BOOK01746,False
1746,BOOK01747,False
1747,BOOK01748,False
1748,BOOK01749,False
1749,BOOK01750,False
1750,BOOK01751,True
1751,BOOK01752,False
1752,BOOK01753,False
1753,BOOK01754,False
1754,BOOK01755,False
1755,BOOK01756,False
1756,BOOK01757,False
1757,BOOK01758,False
1758,BOOK01759,False
1759,BOOK01760,False
1760,BOOK01761,False
1761,BOOK01762,False
1762,BOOK01763,False
1763,BOOK01764,False
1764,BOOK01765,False
1765,BOOK01766,False
1766,BOOK01767,False
1767,BOOK01768,False
1768,BOOK01769,False
1769,BOOK01770,False
1770,BOOK01771,False
1771,BOOK01772,False
1772,BOOK01773,False
1773,BOOK01774,False
1774,BOOK01775,False
1775,BOOK01776,False
1776,BOOK01777,False
1777,BOOK01778,False
1778,BOOK01779,False
1779,BOOK01780,False
1780,BOOK01781,False
1781,BOOK01782,False
1782,BOOK01783,False
1783,BOOK01784,False
1784,BOOK01785,False
1785,BOOK01786,False
1786,BOOK01787,False
1787,BOOK01788,False
1788,BOOK01789,False
1789,BOOK01790,False
1790,BOOK01791,False
1791,BOOK01792,False
1792,BOOK01793,False
1793,BOOK01794,False
1794,BOOK01795,False
1795,BOOK01796,False
1796,BOOK01797,False
1797,BOOK01798,False
1798,BOOK01799,True
1799,BOOK01800,False
1800,BOOK01801,False
1801,BOOK01802,False
1802,BOOK01803,False
1803,BOOK01804,False
1804,BOOK01805,False
1805,BOOK01806,False
1806,BOOK01807,False
1807,BOOK01808,False
1808,BOOK01809,False
1809,BOOK01810,False
1810,BOOK01811,False
1811,BOOK01812,False
1812,BOOK01813,False
1813,BOOK01814,False
1814,BOOK01815,False
1815,BOOK01816,False
1816,BOOK01817,False
1817,BOOK01818,False
1818,BOOK01819,False
1819,BOOK01820,False
1820,BOOK01821,False
1821,BOOK01822,False
1822,BOOK01823,False
1823,BOOK01824,False
1824,BOOK01825,False
1825,BOOK01826,False
1826,BOOK01827,False
1827,BOOK01828,False
1828,BOOK01829,False
1829,BOOK01830,True
1830,BOOK01831,False
1831,BOOK01832,False
1832,BOOK01833,False
1833,BOOK01834,False
1834,BOOK01835,False
1835,BOOK01836,False
1836,BOOK01837,False
1837,BOOK01838,False
1838,BOOK01839,False
1839,BOOK01840,False
1840,BOOK01841,False
1841,BOOK01842,False
1842,BOOK01843,False
1843,BOOK01844,False
1844,BOOK01845,False
1845,BOOK01846,False
1846,BOOK01847,False
1847,BOOK01848,False
1848,BOOK01849,False
1849,BOOK01850,False
1850,BOOK01851,False
1851,BOOK01852,False
1852,BOOK01853,False
1853,BOOK01854,False
1854,BOOK01855,False
1855,BOOK01856,False
1856,BOOK01857,False
1857,BOOK01858,False
1858,BOOK01859,False
1859,BOOK01860,False
1860,BOOK01861,False
1861,BOOK01862,False
1862,BOOK01863,False
1863,BOOK01864,False
1864,BOOK01865,False
1865,BOOK01866,False
1866,BOOK01867,False
1867,BOOK01868,False
1868,BOOK01869,False
1869,BOOK01870,False
1870,BOOK01871,False
1871,BOOK01872,False
1872,BOOK01873,False
1873,BOOK01874,False
1874,BOOK01875,False
1875,BOOK01876,False
1876,BOOK01877,False
1877,BOOK01878,False
1878,BOOK01879,False
1879,BOOK01880,False
1880,BOOK01881,False
1881,BOOK01882,False
1882,BOOK01883,False
1883,BOOK01884,False
1884,BOOK01885,False
1885,BOOK01886,False
1886,BOOK01887,False
1887,BOOK01888,False
1888,BOOK01889,False
1889,BOOK01890,False
1890,BOOK01891,False
1891,BOOK01892,False
1892,BOOK01893,False
1893,BOOK01894,False
1894,BOOK01895,False
1895,BOOK01896,False
1896,BOOK01897,False
1897,BOOK01898,False
1898,BOOK01899,False
1899,BOOK01900,False
1900,BOOK01901,False
1901,BOOK01902,False
1902,BOOK01903,False
1903,BOOK01904,False
1904,BOOK01905,False
1905,BOOK01906,False
1906,BOOK01907,False
1907,BOOK01908,False
1908,BOOK01909,False
1909,BOOK01910,False
1910,BOOK01911,False
1911,BOOK01912,False
1912,BOOK01913,False
1913,BOOK01914,False
1914,BOOK01915,False
1915,BOOK01916,False
1916,BOOK01917,False
1917,BOOK01918,False
1918,BOOK01919,False
1919,BOOK01920,False
1920,BOOK01921,False
1921,BOOK01922,False
1922,BOOK01923,False
1923,BOOK01924,False
1924,BOOK01925,False
1925,BOOK01926,False
1926,BOOK01927,False
1927,BOOK01928,False
1928,BOOK01929,False
1929,BOOK01930,False
1930,BOOK01931,False
1931,BOOK01932,False
1932,BOOK01933,False
1933,BOOK01934,False
1934,BOOK01935,False
1935,BOOK01936,False
1936,BOOK01937,False
1937,BOOK01938,False
1938,BOOK01939,False
1939,BOOK01940,True
1940,BOOK01941,False
1941,BOOK01942,False
1942,BOOK01943,False
1943,BOOK01944,False
1944,BOOK01945,False
1945,BOOK01946,False
1946,BOOK01947,True
1947,BOOK01948,False
1948,BOOK01949,False
1949,BOOK01950,False
1950,BOOK01951,False
1951,BOOK01952,False
1952,BOOK01953,False
1953,BOOK01954,False
1954,BOOK01955,False
1955,BOOK01956,False
1956,BOOK01957,False
1957,BOOK01958,False
1958,BOOK01959,False
1959,BOOK01960,False
1960,BOOK01961,False
1961,BOOK01962,False
1962,BOOK01963,False
1963,BOOK01964,False
1964,BOOK01965,False
1965,BOOK01966,False
1966,BOOK01967,True
1967,BOOK01968,False
1968,BOOK01969,False
1969,BOOK01970,False
1970,BOOK01971,False
1971,BOOK01972,False
1972,BOOK01973,False
1973,BOOK01974,False
1974,BOOK01975,False
1975,BOOK01976,False
1976,BOOK01977,False
1977,BOOK01978,False
1978,BOOK01979,False
1979,BOOK01980,False
1980,BOOK01981,False
1981,BOOK01982,False
1982,BOOK01983,False
1983,BOOK01984,False
1984,BOOK01985,False
1985,BOOK01986,False
1986,BOOK01987,False
1987,BOOK01988,True
1988,BOOK01989,False
1989,BOOK01990,False
1990,BOOK01991,True
1991,BOOK01992,False
1992,BOOK01993,False
1993,BOOK01994,False
1994,BOOK01995,False
1995,BOOK01996,False
1996,BOOK01997,False
1997,BOOK01998,False
1998,BOOK01999,False
1999,BOOK02000,False
2000,BOOK02001,False
2001,BOOK02002,False
2002,BOOK02003,False
2003,BOOK02004,False
2004,BOOK02005,False
2005,BOOK02006,False
2006,BOOK02007,False
2007,BOOK02008,False
2008,BOOK02009,True
2009,BOOK02010,False
2010,BOOK02011,False
2011,BOOK02012,True
2012,BOOK02013,False
2013,BOOK02014,False
2014,BOOK02015,False
2015,BOOK02016,False
2016,BOOK02017,False
2017,BOOK02018,False
2018,BOOK02019,False
2019,BOOK02020,False
2020,BOOK02021,True
2021,BOOK02022,False
2022,BOOK02023,False
2023,BOOK02024,False
2024,BOOK02025,False
2025,BOOK02026,False
2026,BOOK02027,False
2027,BOOK02028,False
2028,BOOK02029,False
2029,BOOK02030,False
2030,BOOK02031,False
2031,BOOK02032,False
2032,BOOK02033,False
2033,BOOK02034,False
2034,BOOK02035,False
2035,BOOK02036,False
2036,BOOK02037,False
2037,BOOK02038,False
2038,BOOK02039,False
2039,BOOK02040,False
2040,BOOK02041,False
2041,BOOK02042,False
2042,BOOK02043,False
2043,BOOK02044,False
2044,BOOK02045,False
2045,BOOK02046,False
2046,BOOK02047,False
2047,BOOK02048,False
2048,BOOK02049,False
2049,BOOK02050,False
2050,BOOK02051,False
2051,BOOK02052,False
2052,BOOK02053,False
2053,BOOK02054,False
2054,BOOK02055,False
2055,BOOK02056,False
2056,BOOK02057,False
2057,BOOK02058,False
2058,BOOK02059,False
2059,BOOK02060,False
2060,BOOK02061,False
2061,BOOK02062,False
2062,BOOK02063,False
2063,BOOK02064,False
2064,BOOK02065,True
2065,BOOK02066,False
2066,BOOK02067,False
