representation,components,explained_variance_pct,similarity_spearman_rho,p_value
Core,100,34.6612191273347,0.37160598979311776,0.0
Core,150,42.814083763343724,0.38124843204500203,0.0
Core,200,49.43295513599606,0.3872636036972443,0.0
Enriched,100,28.65142779106778,0.4875965324663647,0.0
Enriched,150,35.943160309158266,0.505752792623375,0.0
Enriched,200,41.94870294757643,0.5157766338945395,0.0
