query_book_id,recommendations_returned,recommendations_with_cluster,unique_topic_clusters,cluster_diversity_ratio
BOOK01539,10,9,4,0.4444444444444444
BOOK01540,6,6,3,0.5
BOOK01541,8,8,5,0.625
BOOK01542,6,6,2,0.3333333333333333
BOOK01543,10,9,6,0.6666666666666666
BOOK01544,10,7,6,0.8571428571428571
BOOK01545,10,10,5,0.5
BOOK01546,10,7,5,0.7142857142857143
BOOK01547,10,5,4,0.8
BOOK01548,10,9,3,0.3333333333333333
BOOK01549,3,2,2,1.0
BOOK01550,10,9,3,0.3333333333333333
BOOK01551,5,5,4,0.8
BOOK01552,6,6,4,0.6666666666666666
BOOK01553,10,5,3,0.6
BOOK01554,10,9,4,0.4444444444444444
BOOK01555,10,9,5,0.5555555555555556
BOOK01556,6,6,5,0.8333333333333334
BOOK01557,10,10,4,0.4
BOOK01558,10,9,6,0.6666666666666666
BOOK01559,1,1,1,1.0
BOOK01560,10,10,8,0.8
BOOK01562,10,7,4,0.5714285714285714
BOOK01563,10,8,2,0.25
BOOK01564,10,7,4,0.5714285714285714
BOOK01565,10,5,3,0.6
BOOK01566,10,9,5,0.5555555555555556
BOOK01567,10,9,2,0.2222222222222222
BOOK01568,10,8,7,0.875
BOOK01569,10,8,6,0.75
BOOK01570,10,10,4,0.4
BOOK01571,10,10,7,0.7
BOOK01572,10,10,4,0.4
BOOK01573,10,10,3,0.3
BOOK01574,10,8,6,0.75
BOOK01575,10,8,6,0.75
BOOK01576,10,8,4,0.5
BOOK01577,10,10,3,0.3
BOOK01578,10,9,4,0.4444444444444444
BOOK01579,10,8,6,0.75
BOOK01580,10,10,1,0.1
BOOK01581,10,10,4,0.4
BOOK01582,10,7,3,0.42857142857142855
BOOK01583,10,10,2,0.2
BOOK01584,10,9,6,0.6666666666666666
BOOK01585,10,9,5,0.5555555555555556
BOOK01586,10,10,4,0.4
BOOK01587,8,7,4,0.5714285714285714
BOOK01588,8,8,6,0.75
BOOK01589,10,10,2,0.2
BOOK01590,10,9,3,0.3333333333333333
BOOK01591,10,10,3,0.3
BOOK01592,10,10,7,0.7
BOOK01593,10,10,3,0.3
BOOK01594,10,10,2,0.2
BOOK01595,10,10,4,0.4
BOOK01596,10,10,8,0.8
BOOK01597,10,10,6,0.6
BOOK01598,10,10,7,0.7
BOOK01599,10,9,5,0.5555555555555556
BOOK01600,10,7,6,0.8571428571428571
BOOK01601,10,10,5,0.5
BOOK01602,10,10,3,0.3
BOOK01603,10,7,5,0.7142857142857143
BOOK01604,10,10,9,0.9
BOOK01605,10,6,5,0.8333333333333334
BOOK01606,10,10,6,0.6
BOOK01607,10,10,1,0.1
BOOK01608,10,10,2,0.2
BOOK01609,10,10,5,0.5
BOOK01610,10,10,6,0.6
BOOK01611,10,10,2,0.2
BOOK01612,10,9,6,0.6666666666666666
BOOK01613,10,6,3,0.5
BOOK01614,10,7,5,0.7142857142857143
BOOK01615,10,7,6,0.8571428571428571
BOOK01616,10,7,6,0.8571428571428571
BOOK01617,10,8,7,0.875
BOOK01618,10,8,4,0.5
BOOK01619,1,1,1,1.0
BOOK01620,10,9,6,0.6666666666666666
BOOK01621,10,4,3,0.75
BOOK01622,10,10,6,0.6
BOOK01623,2,2,2,1.0
BOOK01624,6,6,5,0.8333333333333334
BOOK01625,10,10,8,0.8
BOOK01626,10,8,4,0.5
BOOK01627,10,10,2,0.2
BOOK01628,10,10,5,0.5
BOOK01629,10,8,7,0.875
BOOK01630,10,7,5,0.7142857142857143
BOOK01631,10,10,2,0.2
BOOK01632,10,10,7,0.7
BOOK01633,10,5,5,1.0
BOOK01634,7,7,7,1.0
BOOK01635,10,7,3,0.42857142857142855
BOOK01636,10,10,5,0.5
BOOK01637,10,10,4,0.4
BOOK01638,10,7,6,0.8571428571428571
BOOK01639,10,9,5,0.5555555555555556
BOOK01640,6,6,5,0.8333333333333334
BOOK01641,10,10,5,0.5
BOOK01642,10,9,6,0.6666666666666666
BOOK01643,10,8,7,0.875
BOOK01644,10,10,8,0.8
BOOK01645,10,10,3,0.3
BOOK01646,10,9,4,0.4444444444444444
BOOK01647,4,4,4,1.0
BOOK01648,10,10,6,0.6
BOOK01649,10,9,9,1.0
BOOK01650,10,10,2,0.2
BOOK01651,10,10,5,0.5
BOOK01652,10,10,5,0.5
BOOK01653,10,8,5,0.625
BOOK01654,10,6,4,0.6666666666666666
BOOK01655,10,7,4,0.5714285714285714
BOOK01656,10,10,5,0.5
BOOK01657,10,5,3,0.6
BOOK01658,10,10,4,0.4
BOOK01660,10,9,7,0.7777777777777778
BOOK01661,10,9,5,0.5555555555555556
BOOK01662,10,7,5,0.7142857142857143
BOOK01663,10,10,2,0.2
BOOK01664,10,9,2,0.2222222222222222
BOOK01665,5,4,4,1.0
BOOK01666,10,7,4,0.5714285714285714
BOOK01667,10,10,5,0.5
BOOK01668,10,10,7,0.7
BOOK01669,10,6,5,0.8333333333333334
BOOK01670,10,9,3,0.3333333333333333
BOOK01671,7,6,6,1.0
BOOK01672,10,9,7,0.7777777777777778
BOOK01673,10,10,5,0.5
BOOK01674,10,4,4,1.0
BOOK01675,10,10,7,0.7
BOOK01676,10,10,2,0.2
BOOK01677,10,10,4,0.4
BOOK01678,10,6,5,0.8333333333333334
BOOK01679,10,9,4,0.4444444444444444
BOOK01680,10,10,5,0.5
BOOK01681,10,9,4,0.4444444444444444
BOOK01682,10,9,3,0.3333333333333333
BOOK01683,10,10,4,0.4
BOOK01684,10,10,7,0.7
BOOK01685,3,3,2,0.6666666666666666
BOOK01686,10,10,4,0.4
BOOK01687,10,8,5,0.625
BOOK01688,10,9,4,0.4444444444444444
BOOK01689,10,10,8,0.8
BOOK01690,10,6,5,0.8333333333333334
BOOK01691,10,7,6,0.8571428571428571
BOOK01692,10,6,5,0.8333333333333334
BOOK01693,4,4,4,1.0
BOOK01694,10,9,6,0.6666666666666666
BOOK01695,10,7,6,0.8571428571428571
BOOK01696,10,7,2,0.2857142857142857
BOOK01697,10,8,5,0.625
BOOK01698,10,9,6,0.6666666666666666
BOOK01699,6,6,4,0.6666666666666666
BOOK01700,2,1,1,1.0
BOOK01701,10,10,7,0.7
BOOK01702,10,10,4,0.4
BOOK01703,3,2,2,1.0
BOOK01704,10,5,1,0.2
BOOK01705,8,8,6,0.75
BOOK01706,10,7,4,0.5714285714285714
BOOK01707,10,9,6,0.6666666666666666
BOOK01708,10,7,3,0.42857142857142855
BOOK01709,10,9,4,0.4444444444444444
BOOK01710,10,9,6,0.6666666666666666
BOOK01711,10,10,3,0.3
BOOK01712,10,6,4,0.6666666666666666
BOOK01713,10,7,3,0.42857142857142855
BOOK01714,10,9,6,0.6666666666666666
BOOK01715,7,6,6,1.0
BOOK01716,10,10,3,0.3
BOOK01717,10,10,5,0.5
BOOK01718,4,4,4,1.0
BOOK01719,10,8,6,0.75
BOOK01721,9,7,6,0.8571428571428571
BOOK01722,10,6,5,0.8333333333333334
BOOK01723,10,7,6,0.8571428571428571
BOOK01724,8,8,5,0.625
BOOK01725,6,5,5,1.0
BOOK01726,10,10,3,0.3
BOOK01727,8,6,5,0.8333333333333334
BOOK01728,10,10,3,0.3
BOOK01729,2,2,2,1.0
BOOK01730,10,10,6,0.6
BOOK01731,10,9,2,0.2222222222222222
BOOK01732,10,9,6,0.6666666666666666
BOOK01734,10,7,5,0.7142857142857143
BOOK01735,2,2,2,1.0
BOOK01736,10,10,6,0.6
BOOK01737,10,10,3,0.3
BOOK01738,10,9,5,0.5555555555555556
BOOK01739,10,6,4,0.6666666666666666
BOOK01740,10,9,6,0.6666666666666666
BOOK01741,10,10,5,0.5
BOOK01742,7,6,4,0.6666666666666666
BOOK01743,10,8,4,0.5
BOOK01744,10,9,5,0.5555555555555556
BOOK01745,10,9,6,0.6666666666666666
BOOK01746,4,4,4,1.0
BOOK01747,10,10,5,0.5
BOOK01748,10,9,7,0.7777777777777778
BOOK01749,10,10,5,0.5
BOOK01750,10,10,5,0.5
BOOK01752,6,6,6,1.0
BOOK01753,10,9,7,0.7777777777777778
BOOK01754,10,10,6,0.6
BOOK01755,10,10,6,0.6
BOOK01756,10,10,2,0.2
BOOK01757,10,10,7,0.7
BOOK01758,10,9,6,0.6666666666666666
BOOK01759,7,7,5,0.7142857142857143
BOOK01760,10,9,5,0.5555555555555556
BOOK01761,10,8,6,0.75
BOOK01762,10,7,5,0.7142857142857143
BOOK01763,5,5,4,0.8
BOOK01764,10,8,5,0.625
BOOK01765,10,10,5,0.5
BOOK01766,10,9,3,0.3333333333333333
BOOK01767,10,10,4,0.4
BOOK01768,10,10,3,0.3
BOOK01769,10,10,5,0.5
BOOK01770,10,10,4,0.4
BOOK01771,10,10,4,0.4
BOOK01772,10,10,9,0.9
BOOK01773,10,10,6,0.6
BOOK01774,10,10,6,0.6
BOOK01775,7,7,4,0.5714285714285714
BOOK01776,10,8,7,0.875
BOOK01777,10,7,2,0.2857142857142857
BOOK01778,5,5,3,0.6
BOOK01779,2,2,2,1.0
BOOK01780,10,9,5,0.5555555555555556
BOOK01781,10,10,8,0.8
BOOK01782,10,10,8,0.8
BOOK01783,10,10,5,0.5
BOOK01784,10,10,5,0.5
BOOK01785,10,6,4,0.6666666666666666
BOOK01786,10,8,4,0.5
BOOK01787,10,6,5,0.8333333333333334
BOOK01788,10,9,7,0.7777777777777778
BOOK01789,10,10,6,0.6
BOOK01790,9,9,5,0.5555555555555556
BOOK01791,10,10,4,0.4
BOOK01792,10,8,5,0.625
BOOK01793,10,6,4,0.6666666666666666
BOOK01794,10,8,5,0.625
BOOK01795,10,6,4,0.6666666666666666
BOOK01796,10,10,6,0.6
BOOK01797,10,10,6,0.6
BOOK01798,10,10,5,0.5
BOOK01800,10,10,8,0.8
BOOK01801,7,7,6,0.8571428571428571
BOOK01802,10,10,8,0.8
BOOK01803,10,9,5,0.5555555555555556
BOOK01804,6,6,4,0.6666666666666666
BOOK01805,10,9,3,0.3333333333333333
BOOK01806,9,7,7,1.0
BOOK01807,10,9,5,0.5555555555555556
BOOK01808,4,4,4,1.0
BOOK01809,10,8,5,0.625
BOOK01810,10,8,6,0.75
BOOK01811,10,8,3,0.375
BOOK01812,10,7,6,0.8571428571428571
BOOK01813,6,5,1,0.2
BOOK01814,10,10,1,0.1
BOOK01815,10,10,4,0.4
BOOK01816,10,9,6,0.6666666666666666
BOOK01817,9,8,6,0.75
BOOK01818,10,5,3,0.6
BOOK01819,10,9,5,0.5555555555555556
BOOK01820,10,10,3,0.3
BOOK01821,10,7,3,0.42857142857142855
BOOK01822,10,8,4,0.5
BOOK01823,3,3,3,1.0
BOOK01824,10,8,5,0.625
BOOK01825,10,10,5,0.5
BOOK01826,10,9,6,0.6666666666666666
BOOK01827,10,10,2,0.2
BOOK01828,10,10,7,0.7
BOOK01829,10,10,6,0.6
BOOK01831,10,9,6,0.6666666666666666
BOOK01832,10,9,5,0.5555555555555556
BOOK01833,10,10,4,0.4
BOOK01834,10,10,5,0.5
BOOK01835,10,8,5,0.625
BOOK01836,10,10,3,0.3
BOOK01837,10,7,5,0.7142857142857143
BOOK01838,10,9,5,0.5555555555555556
BOOK01839,8,8,3,0.375
BOOK01840,10,9,7,0.7777777777777778
BOOK01841,10,10,5,0.5
BOOK01842,10,10,10,1.0
BOOK01843,10,9,7,0.7777777777777778
BOOK01844,10,9,7,0.7777777777777778
BOOK01845,10,9,5,0.5555555555555556
BOOK01846,10,9,5,0.5555555555555556
BOOK01847,1,1,1,1.0
BOOK01848,7,7,5,0.7142857142857143
BOOK01849,1,1,1,1.0
BOOK01850,10,9,3,0.3333333333333333
BOOK01851,10,9,7,0.7777777777777778
BOOK01852,8,8,2,0.25
BOOK01853,10,10,6,0.6
BOOK01854,10,10,6,0.6
BOOK01855,3,3,2,0.6666666666666666
BOOK01856,3,3,3,1.0
BOOK01857,10,10,8,0.8
BOOK01858,10,8,3,0.375
BOOK01859,10,6,2,0.3333333333333333
BOOK01860,10,10,5,0.5
BOOK01861,2,2,2,1.0
BOOK01862,10,10,4,0.4
BOOK01863,10,10,8,0.8
BOOK01864,2,2,2,1.0
BOOK01865,5,5,5,1.0
BOOK01866,10,9,6,0.6666666666666666
BOOK01867,10,9,4,0.4444444444444444
BOOK01868,10,9,5,0.5555555555555556
BOOK01869,10,10,8,0.8
BOOK01870,10,6,5,0.8333333333333334
BOOK01871,10,10,4,0.4
BOOK01872,5,5,5,1.0
BOOK01873,10,9,4,0.4444444444444444
BOOK01874,10,9,4,0.4444444444444444
BOOK01875,10,9,6,0.6666666666666666
BOOK01876,10,8,7,0.875
BOOK01877,3,3,3,1.0
BOOK01878,10,10,6,0.6
BOOK01879,10,10,5,0.5
BOOK01880,10,4,3,0.75
BOOK01881,5,5,1,0.2
BOOK01882,10,10,9,0.9
BOOK01883,10,7,5,0.7142857142857143
BOOK01884,10,10,5,0.5
BOOK01885,10,9,7,0.7777777777777778
BOOK01886,10,9,5,0.5555555555555556
BOOK01887,10,9,8,0.8888888888888888
BOOK01888,10,5,4,0.8
BOOK01889,10,8,3,0.375
BOOK01890,10,10,8,0.8
BOOK01891,10,9,5,0.5555555555555556
BOOK01892,10,8,7,0.875
BOOK01893,10,8,7,0.875
BOOK01894,10,10,5,0.5
BOOK01895,10,7,5,0.7142857142857143
BOOK01896,10,10,3,0.3
BOOK01897,10,8,6,0.75
BOOK01898,2,2,1,0.5
BOOK01899,10,9,4,0.4444444444444444
BOOK01900,2,2,2,1.0
BOOK01901,7,7,3,0.42857142857142855
BOOK01902,10,10,2,0.2
BOOK01903,10,10,4,0.4
BOOK01904,10,7,4,0.5714285714285714
BOOK01905,10,5,3,0.6
BOOK01906,10,10,4,0.4
BOOK01907,10,9,3,0.3333333333333333
BOOK01908,10,10,3,0.3
BOOK01909,10,10,8,0.8
BOOK01910,10,7,5,0.7142857142857143
BOOK01911,10,9,3,0.3333333333333333
BOOK01912,5,5,4,0.8
BOOK01913,10,10,8,0.8
BOOK01914,10,7,5,0.7142857142857143
BOOK01915,10,10,3,0.3
BOOK01916,10,10,4,0.4
BOOK01917,10,7,4,0.5714285714285714
BOOK01918,8,8,3,0.375
BOOK01919,10,10,8,0.8
BOOK01920,10,10,8,0.8
BOOK01921,10,9,6,0.6666666666666666
BOOK01922,10,10,6,0.6
BOOK01923,10,8,6,0.75
BOOK01924,10,10,2,0.2
BOOK01925,10,10,7,0.7
BOOK01926,10,10,2,0.2
BOOK01927,10,6,5,0.8333333333333334
BOOK01928,10,10,5,0.5
BOOK01929,10,10,3,0.3
BOOK01930,9,9,6,0.6666666666666666
BOOK01931,10,6,4,0.6666666666666666
BOOK01932,10,8,2,0.25
BOOK01933,10,10,5,0.5
BOOK01934,10,9,5,0.5555555555555556
BOOK01935,10,8,5,0.625
BOOK01936,10,10,2,0.2
BOOK01937,10,6,4,0.6666666666666666
BOOK01938,10,10,6,0.6
BOOK01939,10,9,4,0.4444444444444444
BOOK01941,10,9,5,0.5555555555555556
BOOK01942,10,10,6,0.6
BOOK01943,10,9,6,0.6666666666666666
BOOK01944,10,9,6,0.6666666666666666
BOOK01945,10,9,7,0.7777777777777778
BOOK01946,10,8,4,0.5
BOOK01948,10,10,4,0.4
BOOK01949,10,9,4,0.4444444444444444
BOOK01950,10,9,6,0.6666666666666666
BOOK01951,8,8,3,0.375
BOOK01952,10,9,5,0.5555555555555556
BOOK01953,10,10,4,0.4
BOOK01954,10,8,5,0.625
BOOK01955,10,5,3,0.6
BOOK01956,10,10,5,0.5
BOOK01957,2,2,2,1.0
BOOK01958,10,10,3,0.3
BOOK01959,10,7,4,0.5714285714285714
BOOK01960,10,10,3,0.3
BOOK01961,10,10,3,0.3
BOOK01962,9,8,6,0.75
BOOK01963,10,8,7,0.875
BOOK01964,10,10,3,0.3
BOOK01965,10,10,4,0.4
BOOK01966,10,10,2,0.2
BOOK01968,10,7,5,0.7142857142857143
BOOK01969,10,9,5,0.5555555555555556
BOOK01970,3,3,3,1.0
BOOK01971,6,5,5,1.0
BOOK01972,3,3,3,1.0
BOOK01973,10,5,3,0.6
BOOK01974,1,1,1,1.0
BOOK01975,10,10,7,0.7
BOOK01976,5,5,4,0.8
BOOK01977,10,10,5,0.5
BOOK01978,10,10,1,0.1
BOOK01979,10,10,3,0.3
BOOK01980,10,10,6,0.6
BOOK01981,10,10,1,0.1
BOOK01982,10,10,4,0.4
BOOK01983,10,10,7,0.7
BOOK01984,7,7,3,0.42857142857142855
BOOK01985,10,10,5,0.5
BOOK01986,10,7,5,0.7142857142857143
BOOK01987,10,10,5,0.5
BOOK01989,10,10,4,0.4
BOOK01990,10,10,4,0.4
BOOK01992,10,9,8,0.8888888888888888
BOOK01993,10,9,6,0.6666666666666666
BOOK01994,10,10,7,0.7
BOOK01995,7,7,6,0.8571428571428571
BOOK01996,2,2,2,1.0
BOOK01997,9,9,5,0.5555555555555556
BOOK01998,10,10,3,0.3
BOOK01999,10,10,6,0.6
BOOK02000,10,9,6,0.6666666666666666
BOOK02001,10,10,3,0.3
BOOK02002,10,7,3,0.42857142857142855
BOOK02003,10,9,5,0.5555555555555556
BOOK02004,10,10,4,0.4
BOOK02005,10,9,8,0.8888888888888888
BOOK02006,10,6,4,0.6666666666666666
BOOK02007,10,8,5,0.625
BOOK02008,10,10,5,0.5
BOOK02010,10,9,2,0.2222222222222222
BOOK02011,10,9,2,0.2222222222222222
BOOK02013,10,10,7,0.7
BOOK02014,10,9,5,0.5555555555555556
BOOK02015,10,10,5,0.5
BOOK02016,10,10,8,0.8
BOOK02017,10,9,7,0.7777777777777778
BOOK02018,10,9,2,0.2222222222222222
BOOK02019,9,9,4,0.4444444444444444
BOOK02020,10,9,6,0.6666666666666666
BOOK02022,10,10,5,0.5
BOOK02023,10,8,7,0.875
BOOK02024,10,10,4,0.4
BOOK02025,10,9,6,0.6666666666666666
BOOK02026,10,7,2,0.2857142857142857
BOOK02027,10,10,5,0.5
BOOK02028,10,9,2,0.2222222222222222
BOOK02029,10,8,4,0.5
BOOK02030,10,7,6,0.8571428571428571
BOOK02031,10,10,8,0.8
BOOK02032,10,9,3,0.3333333333333333
BOOK02033,10,8,3,0.375
BOOK02034,10,9,6,0.6666666666666666
BOOK02035,10,10,6,0.6
BOOK02036,10,10,5,0.5
BOOK02037,10,10,6,0.6
BOOK02038,10,9,5,0.5555555555555556
BOOK02039,10,10,2,0.2
BOOK02040,10,9,5,0.5555555555555556
BOOK02041,10,7,5,0.7142857142857143
BOOK02042,10,9,5,0.5555555555555556
BOOK02043,10,7,5,0.7142857142857143
BOOK02044,7,7,3,0.42857142857142855
BOOK02045,10,9,4,0.4444444444444444
BOOK02046,10,10,5,0.5
BOOK02047,10,9,8,0.8888888888888888
BOOK02048,10,10,9,0.9
BOOK02049,10,8,7,0.875
BOOK02050,10,10,5,0.5
BOOK02051,10,10,7,0.7
BOOK02052,2,2,2,1.0
BOOK02053,10,9,7,0.7777777777777778
BOOK02054,4,3,3,1.0
BOOK02055,10,10,4,0.4
BOOK02056,10,6,4,0.6666666666666666
BOOK02057,10,8,5,0.625
BOOK02058,10,8,4,0.5
BOOK02059,10,7,6,0.8571428571428571
BOOK02060,10,10,3,0.3
BOOK02061,10,10,6,0.6
BOOK02062,10,9,5,0.5555555555555556
BOOK02063,10,8,6,0.75
BOOK02064,5,5,3,0.6
BOOK02066,5,4,3,0.75
BOOK02067,10,6,4,0.6666666666666666
