query_book_id,recommendations_returned,recommendations_with_cluster,unique_topic_clusters,cluster_diversity_ratio
BOOK00781,10,10,3,0.3
BOOK00782,10,10,2,0.2
BOOK00783,10,7,4,0.5714285714285714
BOOK00784,10,8,5,0.625
BOOK00785,10,10,2,0.2
BOOK00786,10,10,4,0.4
BOOK00787,10,10,1,0.1
BOOK00788,10,10,6,0.6
BOOK00789,10,10,8,0.8
BOOK00790,10,10,2,0.2
BOOK00791,10,10,3,0.3
BOOK00792,10,10,7,0.7
BOOK00793,10,9,3,0.3333333333333333
BOOK00794,10,10,2,0.2
BOOK00795,10,10,3,0.3
BOOK00796,10,10,5,0.5
BOOK00797,10,10,2,0.2
BOOK00798,10,10,5,0.5
BOOK00799,10,10,6,0.6
BOOK00800,10,10,6,0.6
BOOK00801,10,9,4,0.4444444444444444
BOOK00802,10,9,5,0.5555555555555556
BOOK00803,10,10,3,0.3
BOOK00804,10,9,5,0.5555555555555556
BOOK00805,10,10,7,0.7
BOOK00806,10,10,2,0.2
BOOK00807,10,10,1,0.1
BOOK00808,10,10,4,0.4
BOOK00809,10,10,4,0.4
BOOK00810,10,10,3,0.3
BOOK00811,10,10,3,0.3
BOOK00812,10,10,5,0.5
BOOK00813,10,10,4,0.4
BOOK00814,10,9,5,0.5555555555555556
BOOK00815,10,7,3,0.42857142857142855
BOOK00816,10,10,6,0.6
BOOK00817,10,10,1,0.1
BOOK00818,10,10,2,0.2
BOOK00819,10,10,5,0.5
BOOK00820,10,10,7,0.7
BOOK00821,10,10,3,0.3
BOOK00822,10,10,2,0.2
BOOK00823,10,10,3,0.3
BOOK00824,10,10,3,0.3
BOOK00825,10,10,5,0.5
BOOK00826,10,10,2,0.2
BOOK00827,10,9,6,0.6666666666666666
BOOK00828,10,10,3,0.3
BOOK00829,10,10,3,0.3
BOOK00830,10,10,2,0.2
BOOK00831,10,10,5,0.5
BOOK00832,10,8,2,0.25
BOOK00833,10,9,3,0.3333333333333333
BOOK00834,10,10,3,0.3
BOOK00835,10,10,5,0.5
BOOK00836,10,10,1,0.1
BOOK00837,10,10,5,0.5
BOOK00838,10,10,3,0.3
BOOK00839,10,9,4,0.4444444444444444
BOOK00840,10,9,2,0.2222222222222222
BOOK00841,10,10,1,0.1
BOOK00842,10,10,6,0.6
BOOK00843,10,9,4,0.4444444444444444
BOOK00844,10,10,1,0.1
BOOK00845,10,10,4,0.4
BOOK00846,10,10,2,0.2
BOOK00847,10,10,4,0.4
BOOK00848,10,10,6,0.6
BOOK00849,10,10,5,0.5
BOOK00850,10,7,5,0.7142857142857143
BOOK00851,10,10,4,0.4
BOOK00852,10,10,8,0.8
BOOK00853,10,10,1,0.1
BOOK00854,10,10,5,0.5
BOOK00855,10,10,2,0.2
BOOK00856,10,10,1,0.1
BOOK00857,10,10,1,0.1
BOOK00858,10,10,1,0.1
BOOK00859,10,10,1,0.1
BOOK00860,10,10,1,0.1
BOOK00861,10,10,1,0.1
BOOK00862,10,10,1,0.1
BOOK00863,10,10,1,0.1
BOOK00864,10,10,1,0.1
BOOK00865,10,10,2,0.2
BOOK00866,10,10,1,0.1
BOOK00867,10,10,1,0.1
BOOK00868,10,10,1,0.1
BOOK00869,10,10,3,0.3
BOOK00870,10,10,1,0.1
BOOK00871,10,10,2,0.2
BOOK00872,10,10,1,0.1
BOOK00873,10,10,1,0.1
BOOK00874,10,10,1,0.1
BOOK00875,10,8,3,0.375
BOOK00876,10,10,1,0.1
BOOK00877,10,10,1,0.1
BOOK00878,10,10,1,0.1
BOOK00879,10,10,1,0.1
BOOK00880,10,10,1,0.1
BOOK00881,10,10,1,0.1
BOOK00882,10,10,3,0.3
BOOK00883,10,10,1,0.1
BOOK00884,10,10,1,0.1
BOOK00885,10,10,1,0.1
BOOK00886,10,10,1,0.1
BOOK00887,10,10,2,0.2
BOOK00888,10,9,5,0.5555555555555556
BOOK00889,10,10,1,0.1
BOOK00890,10,10,1,0.1
BOOK00891,10,10,1,0.1
BOOK00892,10,10,2,0.2
BOOK00893,10,10,1,0.1
BOOK00894,10,10,1,0.1
BOOK00895,10,10,1,0.1
BOOK00896,10,10,2,0.2
BOOK00897,10,10,1,0.1
BOOK00898,10,10,1,0.1
BOOK00899,10,9,1,0.1111111111111111
BOOK00900,10,8,7,0.875
BOOK00901,10,10,2,0.2
BOOK00902,10,10,1,0.1
BOOK00903,10,10,1,0.1
BOOK00904,10,9,3,0.3333333333333333
BOOK00905,10,10,3,0.3
BOOK00906,10,10,4,0.4
BOOK00907,10,10,1,0.1
BOOK00908,10,10,2,0.2
BOOK00909,10,10,4,0.4
BOOK00910,10,10,3,0.3
BOOK00911,10,10,2,0.2
BOOK00912,10,10,3,0.3
BOOK00913,10,10,1,0.1
BOOK00914,10,10,3,0.3
BOOK00915,10,10,5,0.5
BOOK00916,10,9,2,0.2222222222222222
BOOK00917,10,10,3,0.3
BOOK00918,10,10,4,0.4
BOOK00919,10,10,2,0.2
BOOK00920,10,10,1,0.1
BOOK00921,10,10,3,0.3
BOOK00922,10,10,1,0.1
BOOK00923,10,10,2,0.2
BOOK00924,10,10,1,0.1
BOOK00925,10,9,1,0.1111111111111111
BOOK00926,10,10,3,0.3
BOOK00927,10,10,3,0.3
BOOK00928,10,10,1,0.1
BOOK00929,10,10,1,0.1
BOOK00930,10,10,2,0.2
BOOK00931,10,10,2,0.2
BOOK00932,10,10,4,0.4
BOOK00933,10,7,6,0.8571428571428571
BOOK00934,10,9,4,0.4444444444444444
BOOK00935,10,10,2,0.2
BOOK00936,10,10,5,0.5
BOOK00937,10,8,6,0.75
BOOK00938,10,9,4,0.4444444444444444
BOOK00939,10,10,1,0.1
BOOK00940,10,10,6,0.6
BOOK00941,10,10,2,0.2
BOOK00942,10,10,5,0.5
BOOK00943,10,10,3,0.3
BOOK00944,10,10,2,0.2
BOOK00945,10,10,3,0.3
BOOK00946,10,8,3,0.375
BOOK00947,10,10,1,0.1
BOOK00948,10,10,3,0.3
BOOK00949,10,10,6,0.6
BOOK00950,10,10,6,0.6
BOOK00951,8,8,5,0.625
BOOK00952,10,6,2,0.3333333333333333
BOOK00953,10,10,4,0.4
BOOK00954,10,10,3,0.3
BOOK00955,10,8,3,0.375
BOOK00956,10,10,7,0.7
BOOK00957,10,9,5,0.5555555555555556
BOOK00958,1,1,1,1.0
BOOK00959,10,10,8,0.8
BOOK00960,10,9,4,0.4444444444444444
BOOK00961,10,10,2,0.2
BOOK00962,1,1,1,1.0
BOOK00964,8,8,3,0.375
BOOK00965,10,10,6,0.6
BOOK00966,8,8,5,0.625
BOOK00967,10,9,5,0.5555555555555556
BOOK00968,7,6,4,0.6666666666666666
BOOK00969,10,8,4,0.5
BOOK00970,5,5,2,0.4
BOOK00971,4,4,3,0.75
BOOK00972,10,8,5,0.625
BOOK00973,10,8,4,0.5
BOOK00974,10,10,7,0.7
BOOK00975,10,9,4,0.4444444444444444
BOOK00976,6,4,4,1.0
BOOK00977,10,10,4,0.4
BOOK00978,10,10,6,0.6
BOOK00979,10,8,4,0.5
BOOK00980,10,9,6,0.6666666666666666
BOOK00981,10,9,5,0.5555555555555556
BOOK00982,10,5,4,0.8
BOOK00983,10,5,3,0.6
BOOK00984,10,9,8,0.8888888888888888
BOOK00985,10,7,5,0.7142857142857143
BOOK00986,10,10,8,0.8
BOOK00987,3,3,3,1.0
BOOK00988,10,8,6,0.75
BOOK00989,10,5,5,1.0
BOOK00990,10,8,6,0.75
BOOK00991,9,9,7,0.7777777777777778
BOOK00992,10,10,5,0.5
BOOK00993,10,10,3,0.3
BOOK00994,10,10,5,0.5
BOOK00995,10,7,4,0.5714285714285714
BOOK00996,10,8,5,0.625
BOOK00997,10,8,6,0.75
BOOK00998,10,7,5,0.7142857142857143
BOOK00999,10,10,3,0.3
BOOK01000,2,2,2,1.0
BOOK01001,10,8,6,0.75
BOOK01003,10,10,2,0.2
BOOK01004,10,10,6,0.6
BOOK01005,10,9,7,0.7777777777777778
BOOK01006,10,9,7,0.7777777777777778
BOOK01007,10,6,5,0.8333333333333334
BOOK01008,10,10,6,0.6
BOOK01009,10,9,4,0.4444444444444444
BOOK01010,7,7,3,0.42857142857142855
BOOK01011,3,2,1,0.5
BOOK01012,6,6,6,1.0
BOOK01013,10,8,4,0.5
BOOK01014,10,8,4,0.5
BOOK01015,7,6,6,1.0
BOOK01016,5,5,2,0.4
BOOK01017,10,9,4,0.4444444444444444
BOOK01018,10,10,6,0.6
BOOK01019,10,9,6,0.6666666666666666
BOOK01020,10,8,7,0.875
BOOK01021,10,10,8,0.8
BOOK01022,10,10,5,0.5
BOOK01023,10,7,5,0.7142857142857143
BOOK01024,10,8,3,0.375
BOOK01025,10,9,6,0.6666666666666666
BOOK01026,10,7,6,0.8571428571428571
BOOK01027,10,9,3,0.3333333333333333
BOOK01028,10,10,7,0.7
BOOK01029,10,10,9,0.9
BOOK01031,10,9,7,0.7777777777777778
BOOK01032,10,9,5,0.5555555555555556
BOOK01033,10,9,6,0.6666666666666666
BOOK01034,10,6,5,0.8333333333333334
BOOK01035,2,2,2,1.0
BOOK01036,10,8,5,0.625
BOOK01037,10,7,6,0.8571428571428571
BOOK01038,10,9,5,0.5555555555555556
BOOK01039,10,10,4,0.4
BOOK01040,10,8,5,0.625
BOOK01041,10,10,6,0.6
BOOK01042,4,4,4,1.0
BOOK01043,10,10,4,0.4
BOOK01044,10,6,5,0.8333333333333334
BOOK01045,10,9,6,0.6666666666666666
BOOK01046,10,10,4,0.4
BOOK01047,5,5,5,1.0
BOOK01048,10,7,5,0.7142857142857143
BOOK01049,10,9,5,0.5555555555555556
BOOK01050,10,10,8,0.8
BOOK01051,10,10,6,0.6
BOOK01052,10,8,4,0.5
BOOK01053,2,2,2,1.0
BOOK01054,10,7,5,0.7142857142857143
BOOK01055,10,10,3,0.3
BOOK01056,10,10,3,0.3
BOOK01057,10,10,7,0.7
BOOK01058,10,10,1,0.1
BOOK01059,10,7,5,0.7142857142857143
BOOK01060,2,2,2,1.0
BOOK01061,10,5,2,0.4
BOOK01063,10,8,3,0.375
BOOK01064,7,7,6,0.8571428571428571
BOOK01065,10,8,4,0.5
BOOK01066,10,8,2,0.25
BOOK01067,10,10,7,0.7
BOOK01068,1,1,1,1.0
BOOK01069,10,9,7,0.7777777777777778
BOOK01070,10,8,6,0.75
BOOK01071,10,10,7,0.7
BOOK01073,10,8,6,0.75
BOOK01074,10,9,8,0.8888888888888888
BOOK01075,10,9,4,0.4444444444444444
BOOK01076,10,7,5,0.7142857142857143
BOOK01077,10,10,2,0.2
BOOK01078,10,7,6,0.8571428571428571
BOOK01079,10,10,6,0.6
BOOK01080,10,10,3,0.3
BOOK01081,10,9,3,0.3333333333333333
BOOK01082,10,10,4,0.4
BOOK01083,10,10,6,0.6
BOOK01084,9,9,5,0.5555555555555556
BOOK01085,10,9,6,0.6666666666666666
BOOK01086,10,7,5,0.7142857142857143
BOOK01087,5,5,4,0.8
BOOK01088,10,7,6,0.8571428571428571
BOOK01089,10,10,7,0.7
BOOK01090,10,8,3,0.375
BOOK01091,10,8,4,0.5
BOOK01092,10,8,7,0.875
BOOK01093,10,7,3,0.42857142857142855
BOOK01094,10,8,7,0.875
BOOK01095,10,9,6,0.6666666666666666
BOOK01096,10,6,5,0.8333333333333334
BOOK01097,10,8,4,0.5
BOOK01098,9,8,7,0.875
BOOK01099,2,1,1,1.0
BOOK01100,10,9,6,0.6666666666666666
BOOK01101,10,8,4,0.5
BOOK01102,10,8,5,0.625
BOOK01103,10,10,5,0.5
BOOK01104,10,10,8,0.8
BOOK01105,10,9,7,0.7777777777777778
BOOK01106,10,8,5,0.625
BOOK01107,10,8,6,0.75
BOOK01108,5,5,5,1.0
BOOK01109,10,7,3,0.42857142857142855
BOOK01110,10,8,4,0.5
BOOK01111,10,10,5,0.5
BOOK01112,10,10,6,0.6
BOOK01113,8,7,6,0.8571428571428571
BOOK01114,2,2,2,1.0
BOOK01115,4,4,4,1.0
BOOK01116,10,10,4,0.4
BOOK01117,10,9,9,1.0
BOOK01118,1,1,1,1.0
BOOK01119,8,7,6,0.8571428571428571
BOOK01120,10,10,3,0.3
BOOK01121,10,8,4,0.5
BOOK01122,3,3,2,0.6666666666666666
BOOK01123,9,8,4,0.5
BOOK01124,10,10,6,0.6
BOOK01125,10,9,8,0.8888888888888888
BOOK01126,10,10,6,0.6
BOOK01127,10,10,4,0.4
BOOK01128,10,8,4,0.5
BOOK01129,10,8,6,0.75
BOOK01130,10,7,5,0.7142857142857143
BOOK01131,9,9,4,0.4444444444444444
BOOK01132,2,2,2,1.0
BOOK01133,10,9,6,0.6666666666666666
BOOK01134,10,10,3,0.3
BOOK01135,10,7,5,0.7142857142857143
BOOK01136,10,10,7,0.7
BOOK01137,10,9,4,0.4444444444444444
BOOK01138,9,8,6,0.75
BOOK01139,10,8,4,0.5
BOOK01140,10,9,7,0.7777777777777778
BOOK01141,10,7,5,0.7142857142857143
BOOK01142,10,10,5,0.5
BOOK01143,10,10,3,0.3
BOOK01144,10,8,6,0.75
BOOK01145,10,8,7,0.875
BOOK01146,10,6,5,0.8333333333333334
BOOK01147,10,10,5,0.5
BOOK01148,10,10,5,0.5
BOOK01149,10,8,3,0.375
BOOK01150,10,7,6,0.8571428571428571
BOOK01151,2,2,2,1.0
BOOK01152,10,10,3,0.3
BOOK01153,10,9,2,0.2222222222222222
BOOK01154,6,6,5,0.8333333333333334
BOOK01155,10,9,4,0.4444444444444444
BOOK01156,2,2,2,1.0
BOOK01157,7,7,4,0.5714285714285714
BOOK01158,10,8,5,0.625
BOOK01159,10,10,8,0.8
BOOK01160,4,4,3,0.75
BOOK01161,10,8,5,0.625
BOOK01162,10,9,4,0.4444444444444444
BOOK01163,10,10,5,0.5
BOOK01164,10,10,7,0.7
BOOK01165,10,8,3,0.375
BOOK01166,10,10,8,0.8
BOOK01167,2,2,2,1.0
BOOK01168,5,5,3,0.6
BOOK01169,10,10,2,0.2
BOOK01171,10,9,6,0.6666666666666666
BOOK01172,10,6,4,0.6666666666666666
BOOK01174,10,7,6,0.8571428571428571
BOOK01175,10,10,6,0.6
BOOK01176,10,6,5,0.8333333333333334
BOOK01177,10,6,5,0.8333333333333334
BOOK01178,10,9,2,0.2222222222222222
BOOK01179,3,3,3,1.0
BOOK01181,10,7,4,0.5714285714285714
BOOK01182,10,4,4,1.0
BOOK01183,10,10,2,0.2
BOOK01184,10,6,4,0.6666666666666666
BOOK01185,5,4,4,1.0
BOOK01186,10,10,2,0.2
BOOK01187,10,7,2,0.2857142857142857
BOOK01188,5,5,4,0.8
BOOK01189,10,9,1,0.1111111111111111
BOOK01190,10,10,7,0.7
BOOK01191,10,9,4,0.4444444444444444
BOOK01192,10,10,4,0.4
BOOK01193,10,10,7,0.7
BOOK01194,10,10,5,0.5
BOOK01195,10,8,5,0.625
BOOK01196,10,10,6,0.6
BOOK01197,10,6,2,0.3333333333333333
BOOK01198,10,10,6,0.6
BOOK01199,10,9,5,0.5555555555555556
BOOK01200,7,7,6,0.8571428571428571
BOOK01201,10,9,8,0.8888888888888888
BOOK01202,10,5,3,0.6
BOOK01203,5,5,4,0.8
BOOK01204,7,7,4,0.5714285714285714
BOOK01205,10,7,2,0.2857142857142857
BOOK01206,10,7,5,0.7142857142857143
BOOK01207,10,6,4,0.6666666666666666
BOOK01208,10,10,4,0.4
BOOK01209,10,9,2,0.2222222222222222
BOOK01210,10,6,4,0.6666666666666666
BOOK01211,10,6,5,0.8333333333333334
BOOK01212,10,6,5,0.8333333333333334
BOOK01213,10,10,8,0.8
BOOK01214,10,6,4,0.6666666666666666
BOOK01215,10,10,5,0.5
BOOK01216,10,8,4,0.5
BOOK01217,10,8,5,0.625
BOOK01218,10,7,4,0.5714285714285714
BOOK01219,10,9,6,0.6666666666666666
BOOK01220,10,7,6,0.8571428571428571
BOOK01221,6,6,3,0.5
BOOK01222,10,10,4,0.4
BOOK01223,10,6,5,0.8333333333333334
BOOK01224,7,7,3,0.42857142857142855
BOOK01225,10,10,2,0.2
BOOK01226,10,10,3,0.3
BOOK01227,10,5,3,0.6
BOOK01228,10,10,4,0.4
BOOK01229,10,9,2,0.2222222222222222
BOOK01230,3,3,2,0.6666666666666666
BOOK01231,8,8,7,0.875
BOOK01232,10,10,7,0.7
BOOK01233,10,10,4,0.4
BOOK01234,10,9,5,0.5555555555555556
BOOK01235,10,9,4,0.4444444444444444
BOOK01236,10,9,3,0.3333333333333333
BOOK01237,10,9,3,0.3333333333333333
BOOK01238,10,8,4,0.5
BOOK01239,10,10,7,0.7
BOOK01240,10,9,5,0.5555555555555556
BOOK01241,7,7,3,0.42857142857142855
BOOK01242,10,10,6,0.6
BOOK01243,10,6,4,0.6666666666666666
BOOK01244,10,10,5,0.5
BOOK01245,10,10,4,0.4
BOOK01246,10,9,5,0.5555555555555556
BOOK01247,5,5,4,0.8
BOOK01248,10,5,1,0.2
BOOK01249,10,10,7,0.7
BOOK01250,7,7,4,0.5714285714285714
BOOK01251,10,9,7,0.7777777777777778
BOOK01252,8,8,4,0.5
BOOK01253,6,6,5,0.8333333333333334
BOOK01254,2,2,2,1.0
BOOK01255,10,9,5,0.5555555555555556
BOOK01256,5,4,4,1.0
BOOK01257,10,10,7,0.7
BOOK01258,2,2,2,1.0
BOOK01259,10,10,5,0.5
BOOK01260,10,10,4,0.4
BOOK01261,10,10,7,0.7
BOOK01262,1,1,1,1.0
BOOK01263,10,10,6,0.6
BOOK01264,10,7,4,0.5714285714285714
BOOK01265,10,10,7,0.7
BOOK01266,10,6,6,1.0
BOOK01267,10,10,5,0.5
BOOK01268,10,10,7,0.7
BOOK01269,10,10,6,0.6
BOOK01270,1,1,1,1.0
BOOK01271,10,8,6,0.75
BOOK01272,10,9,6,0.6666666666666666
BOOK01273,8,8,6,0.75
BOOK01274,10,5,3,0.6
BOOK01275,10,9,6,0.6666666666666666
BOOK01276,1,1,1,1.0
BOOK01277,4,4,2,0.5
BOOK01278,10,10,1,0.1
BOOK01279,10,10,4,0.4
BOOK01280,10,9,4,0.4444444444444444
BOOK01281,10,9,5,0.5555555555555556
BOOK01282,10,7,5,0.7142857142857143
BOOK01283,10,10,4,0.4
BOOK01284,10,10,5,0.5
BOOK01285,10,9,4,0.4444444444444444
BOOK01286,10,10,5,0.5
BOOK01287,10,9,7,0.7777777777777778
BOOK01288,10,6,4,0.6666666666666666
BOOK01289,10,7,5,0.7142857142857143
BOOK01290,8,8,3,0.375
BOOK01291,5,5,4,0.8
BOOK01292,10,7,4,0.5714285714285714
BOOK01293,10,10,4,0.4
BOOK01294,10,8,3,0.375
BOOK01295,7,6,6,1.0
BOOK01296,10,8,6,0.75
BOOK01297,10,10,5,0.5
BOOK01298,10,10,2,0.2
BOOK01299,6,6,5,0.8333333333333334
BOOK01300,10,10,8,0.8
BOOK01301,10,9,6,0.6666666666666666
BOOK01302,10,10,5,0.5
BOOK01303,10,7,5,0.7142857142857143
BOOK01304,2,2,1,0.5
BOOK01305,10,7,6,0.8571428571428571
BOOK01307,9,9,8,0.8888888888888888
BOOK01308,10,10,4,0.4
BOOK01309,10,10,5,0.5
BOOK01310,10,7,5,0.7142857142857143
BOOK01311,5,5,3,0.6
BOOK01312,10,7,6,0.8571428571428571
BOOK01313,10,4,4,1.0
BOOK01314,10,9,3,0.3333333333333333
BOOK01315,10,10,5,0.5
BOOK01316,10,9,2,0.2222222222222222
BOOK01317,10,9,3,0.3333333333333333
BOOK01318,10,7,5,0.7142857142857143
BOOK01319,10,8,3,0.375
BOOK01320,10,6,4,0.6666666666666666
BOOK01321,9,9,8,0.8888888888888888
BOOK01322,3,3,2,0.6666666666666666
BOOK01323,7,7,7,1.0
BOOK01324,10,7,4,0.5714285714285714
BOOK01325,10,10,6,0.6
BOOK01326,10,10,6,0.6
BOOK01327,10,7,6,0.8571428571428571
BOOK01328,2,2,2,1.0
BOOK01329,10,9,5,0.5555555555555556
BOOK01330,8,8,8,1.0
BOOK01331,7,7,4,0.5714285714285714
BOOK01332,10,7,4,0.5714285714285714
BOOK01333,10,6,4,0.6666666666666666
BOOK01334,7,7,4,0.5714285714285714
BOOK01335,10,10,4,0.4
BOOK01336,10,7,3,0.42857142857142855
BOOK01337,10,6,4,0.6666666666666666
BOOK01338,10,8,5,0.625
BOOK01339,10,7,4,0.5714285714285714
BOOK01340,10,9,5,0.5555555555555556
BOOK01341,10,10,5,0.5
BOOK01342,8,8,5,0.625
BOOK01343,10,10,6,0.6
BOOK01344,10,10,7,0.7
BOOK01345,10,10,2,0.2
BOOK01346,10,10,6,0.6
BOOK01347,10,10,2,0.2
BOOK01348,10,10,2,0.2
BOOK01349,6,6,4,0.6666666666666666
BOOK01350,10,10,2,0.2
BOOK01351,10,10,3,0.3
BOOK01352,10,8,5,0.625
BOOK01353,7,7,6,0.8571428571428571
BOOK01354,5,5,5,1.0
BOOK01355,10,9,7,0.7777777777777778
BOOK01356,10,10,7,0.7
BOOK01357,10,9,4,0.4444444444444444
BOOK01358,1,1,1,1.0
BOOK01359,10,10,4,0.4
BOOK01360,10,9,5,0.5555555555555556
BOOK01361,10,10,7,0.7
BOOK01362,10,9,1,0.1111111111111111
BOOK01363,10,8,8,1.0
BOOK01364,10,7,7,1.0
BOOK01365,10,9,6,0.6666666666666666
BOOK01366,3,1,1,1.0
BOOK01367,6,6,6,1.0
BOOK01368,10,10,6,0.6
BOOK01369,10,9,8,0.8888888888888888
BOOK01370,10,10,5,0.5
BOOK01371,9,9,7,0.7777777777777778
BOOK01372,10,8,8,1.0
BOOK01373,4,4,2,0.5
BOOK01374,10,9,6,0.6666666666666666
BOOK01375,10,10,4,0.4
BOOK01376,10,9,5,0.5555555555555556
BOOK01377,10,9,5,0.5555555555555556
BOOK01378,10,9,7,0.7777777777777778
BOOK01379,10,10,4,0.4
BOOK01380,10,9,5,0.5555555555555556
BOOK01381,10,9,5,0.5555555555555556
BOOK01382,10,7,3,0.42857142857142855
BOOK01383,2,2,2,1.0
BOOK01384,10,8,3,0.375
BOOK01385,10,10,8,0.8
BOOK01386,6,6,5,0.8333333333333334
BOOK01387,10,8,4,0.5
BOOK01388,10,10,6,0.6
BOOK01389,10,7,3,0.42857142857142855
BOOK01390,10,10,5,0.5
BOOK01391,10,9,5,0.5555555555555556
BOOK01392,10,9,6,0.6666666666666666
BOOK01393,8,8,5,0.625
BOOK01394,10,10,4,0.4
BOOK01395,10,10,3,0.3
BOOK01396,10,10,2,0.2
BOOK01397,10,9,5,0.5555555555555556
BOOK01398,10,9,7,0.7777777777777778
BOOK01400,10,9,4,0.4444444444444444
BOOK01401,10,5,4,0.8
BOOK01402,10,7,5,0.7142857142857143
BOOK01403,4,4,1,0.25
BOOK01404,10,8,4,0.5
BOOK01405,10,9,6,0.6666666666666666
BOOK01406,10,9,3,0.3333333333333333
BOOK01407,10,10,3,0.3
BOOK01408,10,10,2,0.2
BOOK01409,10,10,7,0.7
BOOK01410,10,9,7,0.7777777777777778
BOOK01411,10,6,4,0.6666666666666666
BOOK01412,10,9,6,0.6666666666666666
BOOK01413,10,9,3,0.3333333333333333
BOOK01414,10,8,4,0.5
BOOK01415,10,9,2,0.2222222222222222
BOOK01416,7,7,7,1.0
BOOK01417,10,9,6,0.6666666666666666
BOOK01418,10,10,6,0.6
BOOK01419,8,8,4,0.5
BOOK01420,10,8,6,0.75
BOOK01421,10,8,7,0.875
BOOK01422,10,8,5,0.625
BOOK01423,10,5,5,1.0
BOOK01424,10,10,4,0.4
BOOK01425,10,10,6,0.6
BOOK01426,10,9,6,0.6666666666666666
BOOK01427,10,8,7,0.875
BOOK01428,10,7,4,0.5714285714285714
BOOK01429,10,8,6,0.75
BOOK01430,10,6,4,0.6666666666666666
BOOK01431,10,9,6,0.6666666666666666
BOOK01432,10,10,6,0.6
BOOK01433,10,10,4,0.4
BOOK01434,10,7,4,0.5714285714285714
BOOK01435,10,10,6,0.6
BOOK01436,10,8,6,0.75
BOOK01437,10,10,1,0.1
BOOK01438,3,3,3,1.0
BOOK01439,10,9,5,0.5555555555555556
BOOK01440,10,10,6,0.6
BOOK01441,10,9,4,0.4444444444444444
BOOK01442,10,9,5,0.5555555555555556
BOOK01443,10,9,6,0.6666666666666666
BOOK01444,10,10,3,0.3
BOOK01445,10,10,9,0.9
BOOK01446,6,5,2,0.4
BOOK01447,10,9,7,0.7777777777777778
BOOK01448,10,9,5,0.5555555555555556
BOOK01449,6,4,4,1.0
BOOK01451,10,9,5,0.5555555555555556
BOOK01452,4,4,3,0.75
BOOK01453,9,9,6,0.6666666666666666
BOOK01454,10,10,5,0.5
BOOK01455,10,10,3,0.3
BOOK01456,10,10,6,0.6
BOOK01457,10,8,2,0.25
BOOK01458,10,6,4,0.6666666666666666
BOOK01459,7,7,5,0.7142857142857143
BOOK01460,10,5,1,0.2
BOOK01461,10,8,6,0.75
BOOK01462,10,9,4,0.4444444444444444
BOOK01463,10,10,6,0.6
BOOK01464,10,8,6,0.75
BOOK01465,4,4,4,1.0
BOOK01466,10,9,6,0.6666666666666666
BOOK01467,10,10,7,0.7
BOOK01468,9,9,7,0.7777777777777778
BOOK01469,1,1,1,1.0
BOOK01470,7,6,3,0.5
BOOK01471,10,8,4,0.5
BOOK01472,10,7,3,0.42857142857142855
BOOK01473,10,9,4,0.4444444444444444
BOOK01474,10,10,5,0.5
BOOK01475,10,6,3,0.5
BOOK01476,10,8,2,0.25
BOOK01477,10,9,4,0.4444444444444444
BOOK01478,10,9,5,0.5555555555555556
BOOK01479,5,4,4,1.0
BOOK01480,10,6,5,0.8333333333333334
BOOK01481,2,2,2,1.0
BOOK01482,10,10,7,0.7
BOOK01483,10,9,5,0.5555555555555556
BOOK01484,10,9,7,0.7777777777777778
BOOK01485,10,10,6,0.6
BOOK01486,10,9,5,0.5555555555555556
BOOK01487,10,9,5,0.5555555555555556
BOOK01488,10,10,5,0.5
BOOK01489,2,2,2,1.0
BOOK01490,10,10,7,0.7
BOOK01491,7,6,3,0.5
BOOK01492,10,9,9,1.0
BOOK01493,10,9,3,0.3333333333333333
BOOK01494,10,10,6,0.6
BOOK01495,10,10,2,0.2
BOOK01496,10,9,5,0.5555555555555556
BOOK01497,10,9,4,0.4444444444444444
BOOK01498,10,6,6,1.0
BOOK01499,10,10,5,0.5
BOOK01500,10,10,4,0.4
BOOK01501,10,9,5,0.5555555555555556
BOOK01502,5,5,4,0.8
BOOK01503,10,10,7,0.7
BOOK01504,10,10,7,0.7
BOOK01505,10,10,5,0.5
BOOK01506,10,10,4,0.4
BOOK01507,10,9,6,0.6666666666666666
BOOK01508,6,6,5,0.8333333333333334
BOOK01509,10,9,4,0.4444444444444444
BOOK01510,10,10,3,0.3
BOOK01511,10,8,2,0.25
BOOK01512,10,10,2,0.2
BOOK01513,10,8,6,0.75
BOOK01514,10,7,3,0.42857142857142855
BOOK01515,5,5,2,0.4
BOOK01516,10,9,5,0.5555555555555556
BOOK01517,10,8,5,0.625
BOOK01518,10,6,4,0.6666666666666666
BOOK01519,10,10,4,0.4
BOOK01520,6,6,6,1.0
BOOK01521,10,10,1,0.1
BOOK01522,10,8,7,0.875
BOOK01523,10,10,8,0.8
BOOK01524,10,10,4,0.4
BOOK01525,10,9,4,0.4444444444444444
BOOK01526,10,10,7,0.7
BOOK01527,6,6,5,0.8333333333333334
BOOK01528,10,7,5,0.7142857142857143
BOOK01529,8,6,4,0.6666666666666666
BOOK01530,10,7,4,0.5714285714285714
BOOK01531,10,10,9,0.9
BOOK01532,10,8,5,0.625
BOOK01533,2,2,2,1.0
BOOK01534,10,8,2,0.25
BOOK01535,10,7,3,0.42857142857142855
BOOK01536,10,7,4,0.5714285714285714
BOOK01537,10,9,8,0.8888888888888888
BOOK01538,10,9,6,0.6666666666666666
