book_id,AE_01,AE_02,AE_03,AE_04,AE_05,AE_06,AE_07,AE_08,AE_09,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32
BOOK00409,0.0005750917,-0.15443443,0.23939174,0.19544443,0.07783112,-0.025566906,-0.3612122,-0.37732127,-0.16042939,-0.0056167617,0.03665656,0.4031649,0.24040252,-0.55825526,0.69823205,0.21574658,0.2800788,-0.018906485,0.15328613,-0.19560184,-0.13302037,0.15174139,0.15309876,-0.27667096,0.124011025,0.11016191,-0.21257211,0.35495025,-0.30386674,0.070452385,-0.4131941,0.10329229
BOOK00410,-0.29372966,-0.03972724,0.23349921,-0.037387446,-0.08514027,-0.020749107,-0.31616956,-0.32999802,-0.1640513,-0.16704282,-0.088965654,0.245175,0.0951331,-0.11389562,0.3186901,0.22719814,0.21781905,-0.13907549,-0.034334846,-0.21061428,0.11852509,0.008669877,0.1958251,-0.22198465,-0.085098416,0.001750417,-0.12755929,0.18303776,-0.08958674,0.07112404,-0.22875506,0.14715141
BOOK00411,-0.3817197,-0.07337721,0.4278968,0.008215151,-0.27162242,0.10215921,-0.38025546,-0.4615574,-0.09953619,-0.17358553,-0.12988591,0.4474539,0.081780516,0.05301218,0.3623365,0.2696248,0.34059232,-0.30920795,-0.02345448,0.10623402,0.090963215,-0.054049224,0.1677721,-0.22945833,-0.11285578,-0.053066134,-0.1897525,0.2503429,-0.2804532,0.0900357,-0.35796624,0.3716047
BOOK00412,-0.2745782,-0.051910758,0.43401232,-0.00020618178,-0.24007958,0.13360745,-0.38483644,-0.41447145,-0.11427171,-0.075874045,-0.19504115,0.37445965,0.12938136,0.033798046,0.38453677,0.2806254,0.11367237,-0.2583608,0.039918773,0.18329471,0.11430632,-0.05785206,0.16361558,-0.16086914,-0.17173776,0.08045998,-0.17123331,0.30734307,-0.19731066,0.11971244,-0.25790608,0.3969761
BOOK00413,-0.2317816,0.03320638,0.41855982,-0.058993824,-0.29993653,0.2418384,-0.39543676,-0.40327942,-0.1403395,-0.1840492,-0.12501293,0.3887079,-0.008048616,0.016342841,0.39558294,0.18876082,0.15797736,-0.19579186,0.08505728,0.056613274,0.18376401,-0.04229722,0.13335004,-0.18632218,-0.26298887,0.028504014,-0.25808597,0.2564912,-0.28518516,0.19413131,-0.20670944,0.3335255
BOOK00414,-0.08964511,-0.07499954,0.15252568,0.121234775,-0.16672814,0.08450481,-0.22542633,-0.3016919,-0.16778079,-0.11094913,0.16477838,0.09854184,-0.03780703,0.096127994,0.2554947,-0.09591752,-0.096076705,-0.27253276,-0.039006393,0.10371394,-0.0135912,0.20075527,0.038725365,-0.14701009,-0.14660507,-0.014548451,-0.08419275,0.15553655,-0.0055947527,-0.06275596,-0.3062259,0.06954986
BOOK00415,-0.010951631,0.022641607,0.5963078,-0.03475468,-0.06136352,0.3587429,-0.5017814,-0.5641105,0.1885983,-0.070613585,-0.11007076,0.4190209,0.070547946,0.10240731,0.42098287,0.37090322,0.15751277,-0.0017629908,0.14475596,0.07125825,0.24918923,-0.0075666606,0.3006797,-0.25592765,-0.10143541,0.16074663,-0.19374348,0.14079566,-0.19748184,0.039488465,-7.8231096e-05,0.34826636
BOOK00416,-0.07504274,-0.0941273,0.24221522,0.13265793,-0.13272269,-0.03784273,-0.4216413,-0.29206926,-0.15621522,0.052705847,-0.02744016,0.29843888,0.2506417,-0.31465697,0.5805278,0.2408806,0.05593941,-0.1199062,0.15862507,-0.07258843,-0.065267146,0.062706575,0.21862993,-0.3201934,0.018314004,0.013020515,-0.31295294,0.2518636,-0.174353,0.067150466,-0.38467097,0.17092462
BOOK00417,0.03320092,0.024207886,0.46038824,0.016020276,-0.10782373,0.28110367,-0.41701543,-0.513891,0.080640614,-0.14035448,-0.003501922,0.30430695,0.02313105,0.05866531,0.44684538,0.26377875,0.084028766,-0.05429194,0.07628984,0.1262265,0.26757076,0.05518113,0.29705507,-0.24201283,-0.1138888,0.15622036,-0.17456941,0.1881741,-0.20161203,0.025983747,-0.07244516,0.31427255
BOOK00418,-0.07491447,0.037927024,0.56672966,-0.03707981,-0.1344839,0.30118895,-0.44772136,-0.5188714,0.13472891,-0.13062555,-0.19690694,0.4162355,0.08571494,0.068066,0.33306608,0.40990177,0.17947893,-0.0804878,0.12222282,0.054069977,0.21803963,-0.06454424,0.16952775,-0.19307011,-0.13647895,0.11123401,-0.25936002,0.15065357,-0.24626821,0.12110475,-0.11738517,0.411654
BOOK00419,-0.1287489,-0.0073572993,0.3091114,0.08604886,-0.14314233,0.07424937,-0.44696915,-0.32510757,-0.0763258,0.00838854,0.005962521,0.11909635,0.06191992,-0.00020711124,0.40573832,0.13484928,0.047665738,-0.18864265,0.07541504,-0.0011981513,0.087059185,0.029635545,0.026851514,-0.25248334,-0.118560135,-0.056759268,-0.26294702,0.25625187,-0.18628326,0.09515892,-0.22395131,0.32183227
BOOK00420,-0.026017845,-0.35891217,0.39023218,-0.08210344,-0.142088,0.2782035,-0.5584575,-0.23961459,0.12020819,-0.2424128,0.019770205,0.0809825,0.21687937,0.10912932,0.1030606,0.25785708,0.004498698,-0.121846594,-0.05793757,0.16132739,0.09001278,-0.1424708,-0.13485388,-0.22430694,0.08478359,0.129866,-0.18362807,-0.014420554,-0.22070864,0.0034260973,0.082932465,0.39356092
BOOK00421,0.015757002,-0.083402246,0.38190776,-0.034528702,-0.08486907,0.26665056,-0.33250558,-0.38974258,0.09844181,-0.13012232,0.02671814,0.27698323,0.03683812,0.08768064,0.26686147,0.21570486,-0.0063397363,-0.014570728,0.0849592,0.089309044,0.14576495,0.009479165,0.2287478,-0.23100832,-0.060952008,0.121371545,-0.12939583,0.13101518,-0.10936683,-0.044263937,-0.04649745,0.20123518
BOOK00422,-0.14134783,-0.278447,0.30185813,-0.074682035,0.24074093,-0.090021,-0.40866745,-0.5558537,0.09541301,-0.3710299,0.094356135,0.44166926,0.2999754,-0.23073623,0.33619118,0.57785875,0.3976221,-0.045262784,0.08464121,0.082421854,0.011159882,-0.220229,-0.027803997,-0.2732754,0.006662272,0.20230702,-0.08220199,0.42441848,-0.2946239,0.2114203,-0.13613963,0.5765463
BOOK00423,-0.4682596,0.2486248,0.5529154,0.040858224,0.07506323,0.15351915,-0.54217434,-0.6249116,-0.055903666,0.08177617,-0.16212255,0.58901155,0.077422686,-0.057956345,0.7232388,0.20578529,0.28237742,-0.4806506,0.121125214,-0.052792538,0.14014913,0.06486642,0.29401642,-0.27258375,-0.21263938,-0.05325967,-0.2461745,0.4021808,-0.30692884,0.18026528,-0.3285118,0.25969175
BOOK00424,-0.39095306,0.04270837,0.16301592,0.1979501,0.42293617,-0.13354658,-0.07278724,0.11873707,-0.17777777,-0.18382281,0.10531689,0.013434809,0.6096871,0.0018064678,0.5341648,-0.17971781,0.31319287,-0.20901172,0.06861336,0.17705384,0.048769005,0.22012705,-0.009232117,0.062264703,-0.18853743,0.3227049,-0.43053794,-0.025609165,-0.34441575,-0.4456177,-0.11717834,0.2386873
BOOK00425,-0.30417013,-0.27891403,0.116156265,0.14331225,0.1683375,-0.08747321,-0.13211621,-0.055397402,-0.20669094,-0.3053009,0.10249962,-0.02726039,0.5588074,0.04070984,0.4235418,-0.044348333,0.14920971,-0.28684255,0.07286664,0.19486874,0.052099645,0.10050101,0.09062658,0.057979234,-0.05627255,0.21367171,-0.27978975,-0.079772264,-0.3181183,-0.22580157,-0.14784339,0.21035984
BOOK00426,-0.32410043,-0.001761876,0.17295033,0.12985612,0.22231579,-0.16776529,-0.18205397,-0.0131391585,-0.0925475,-0.07159366,-0.0067029,0.05207318,0.53244215,0.037787087,0.522532,-0.07327019,0.31614873,-0.17813973,0.17585745,0.1977923,0.056452632,0.11914347,0.14968403,-0.07049925,-0.12185007,0.21803774,-0.31355083,-0.016285405,-0.25514472,-0.24264948,-0.0939044,0.23039806
BOOK00427,-0.188025,-0.08152746,0.028685631,0.09187611,0.182592,-0.093335375,-0.019665524,-0.07150506,-0.13573274,-0.28331667,0.077720076,-0.032181963,0.37336364,-0.00037250668,0.2824259,-0.09235057,0.19742408,-0.09711253,-0.012919605,0.13043308,0.017912589,0.096306644,-0.10973518,-0.07099107,-0.08665334,0.19889465,-0.20862348,0.062420666,-0.17483413,-0.24568762,-0.17092411,0.16483411
BOOK00428,-0.13150218,-0.15651612,0.1784608,0.19619273,0.2352364,-0.13581881,-0.14771746,-0.104794435,-0.108066596,-0.22925863,0.09831385,0.06204763,0.43377134,-0.14255008,0.40536574,0.14948614,0.12956071,-0.23571658,0.10194457,0.059727523,0.08264364,0.1534127,0.08303075,0.11163499,-0.014861174,0.17173424,-0.26107532,-0.03481795,-0.23607215,-0.19572733,-0.1950495,0.26457107
BOOK00429,-0.2198453,-0.20868,-0.054740842,0.06986214,-0.034868453,-0.3123672,-0.11139998,0.10985148,-0.38468263,-0.35198832,-0.07122377,0.11941226,0.7134159,-0.27066487,0.22833642,0.17932434,0.21646515,-0.112713434,0.20752588,-0.0001277338,-0.086816385,0.22116932,-0.12293379,0.18031764,-0.12428643,0.20222223,-0.38725942,-0.09113982,0.050045587,-0.17220029,-0.34999558,0.21025127
BOOK00430,-0.0965955,0.03556042,-0.28409052,0.046719447,0.49365103,-0.37738603,0.24255343,-0.048879787,-0.20331013,-0.68196505,0.15546015,0.07738166,0.69469887,-0.26979417,0.39136788,0.3138924,0.22826847,-0.15709606,-0.044933695,-0.302301,-0.09623185,0.20731248,-0.22553606,-0.0064874813,-0.26746792,0.15716735,-0.5556859,-0.013448834,-0.07262155,-0.12033657,-0.25611207,0.2675625
BOOK00431,-0.23445767,-0.31870624,0.19429094,0.13458641,0.28319314,-0.011435181,-0.2116222,-0.16164479,-0.12774792,-0.26877308,0.09001082,-0.09347437,0.7408839,-0.27599373,0.56490755,0.28697866,0.09810683,-0.2826515,0.34765443,0.029526157,-0.043495774,-0.067758344,0.14888202,-0.0379333,0.048021577,0.21073946,-0.26410478,-0.08348486,-0.35668847,-0.17700498,-0.23086351,0.26280382
BOOK00432,-0.28469285,0.050418682,0.087810144,0.19254014,0.35716248,-0.101733595,0.0011020005,-0.024322607,-0.12094272,-0.22653732,0.09247172,-0.027373925,0.45252565,0.019438319,0.5367899,-0.16681305,0.35285974,-0.16182736,0.0073984787,0.12964644,0.058215596,0.19421802,-0.06588683,-0.056409262,-0.16564545,0.24565692,-0.3527302,0.10110595,-0.34787726,-0.32616583,-0.1452544,0.2231625
BOOK00433,-0.10769998,0.017982349,-0.047215533,0.13604856,0.42311364,-0.34221125,0.06259009,-0.034143686,-0.17512801,-0.44218695,0.06896332,0.073574804,0.50600034,-0.22444397,0.20179129,0.23160686,0.13118573,-0.091636166,-0.008389041,-0.16876397,0.014583349,0.12235026,-0.15257598,0.15051293,-0.17438716,0.17683065,-0.37972707,-0.082504764,-0.09461475,-0.16880682,-0.21569845,0.29382932
BOOK00434,-0.30970088,0.0007626116,0.1842626,0.074603476,0.39415786,-0.09015681,-0.19882868,0.06994972,-0.054685168,-0.117764786,0.069114745,-0.14986011,0.63893586,-0.032489337,0.5390332,-0.07180012,0.024378747,-0.51959866,0.25532338,0.24134344,0.20902479,0.04616633,0.069177456,0.09170183,0.0005181879,0.17508441,-0.31615973,-0.046115145,-0.35738432,-0.29610997,0.031760737,0.24816492
BOOK00435,-0.22263369,-0.056907102,0.05192185,0.21802516,0.33933607,-0.07388803,-0.030068964,-0.00066260993,-0.14269084,-0.16683578,0.10326916,-0.03958474,0.41723058,0.016150452,0.43383852,-0.15985265,0.24394608,-0.12263923,0.08594095,0.022964058,0.019382358,0.19585288,-0.05607753,-0.01970315,-0.10919936,0.18607862,-0.3466841,0.047418334,-0.31214494,-0.26694587,-0.10094115,0.14578325
BOOK00436,-0.13585043,-0.1025019,0.07149738,0.1702551,0.61900204,-0.24783055,-0.061102927,-0.019722395,-0.14199603,-0.3514142,0.15292114,0.095009744,0.7250033,-0.40383166,0.49248955,0.21013422,0.06261906,-0.15675093,0.19031501,-0.17355064,-0.07355881,-0.02895552,-0.005586343,0.087740265,-0.051330626,0.21772447,-0.44698215,-0.12423897,-0.32281938,-0.24717112,-0.18114021,0.21912315
BOOK00437,-0.034756802,-0.16461213,0.1819833,0.19433284,0.34530059,0.07831606,-0.22052892,-0.23904245,-0.20022464,-0.24902642,0.18978941,0.09241977,0.7307162,-0.57778424,0.82263935,0.10718155,0.03996229,-0.17309627,0.3852547,0.0047152,-0.13294852,-0.053843796,0.25385684,-0.18213068,0.07254767,0.28126025,-0.30533314,-0.07072002,-0.4381487,-0.25986403,-0.37362558,0.015815537
BOOK00438,-0.03843361,-0.0010679439,0.053109165,0.1968994,0.3789052,0.007211715,0.046946906,-0.16773385,-0.06272537,-0.30276844,0.14061838,-0.08592597,0.36136967,0.0020155236,0.4513943,-0.053535532,0.09122562,-0.1778939,0.003662154,0.06604198,0.12183161,0.122069106,-0.03930854,0.037537403,-0.13882205,0.19149092,-0.24613138,0.027073108,-0.28271544,-0.2131317,-0.09614266,0.18485245
BOOK00439,-0.17075536,-0.014164567,0.055752337,0.14602648,0.3101008,-0.046309046,0.013013609,-0.0644781,-0.114374764,-0.24875456,0.10949355,-0.0058703087,0.41912004,-0.013989724,0.45627555,-0.13075438,0.22924554,-0.119161725,-0.019618757,0.088026695,0.01480259,0.1633099,-0.103346765,-0.030581255,-0.15411766,0.21137193,-0.27452242,0.093379185,-0.22768536,-0.28788787,-0.136599,0.20387998
BOOK00440,-0.5094017,-0.20850122,0.16338313,0.11634645,0.18674265,-0.27942705,-0.16570972,0.051555365,-0.24508515,-0.14901094,0.0058912635,0.040959634,0.82234144,-0.03353142,0.5889138,-0.021342602,0.16097184,-0.45209372,0.13812724,0.35109025,-0.056504562,0.17012256,0.18059999,-0.016520657,-0.02528987,0.29819134,-0.33622253,0.029740497,-0.22197714,-0.4061284,-0.2962566,0.23471108
BOOK00441,-0.35815713,0.10767992,0.22900032,0.18100247,0.26441297,-0.07340883,-0.14846055,-0.13057888,-0.0983436,-0.18291491,0.022481829,0.03128016,0.5014575,0.10943733,0.6259041,-0.12581167,0.36145192,-0.20733124,0.036251508,0.23456547,0.12977079,0.1314022,-0.05625049,-0.11295204,-0.20365699,0.19739568,-0.4934342,0.19068503,-0.44130918,-0.3254344,-0.21822608,0.3601012
BOOK00442,-0.23448649,-0.246431,0.12144323,0.20110342,0.3982179,0.12320518,-0.17548262,-0.14374259,-0.26877394,-0.2276634,0.1212036,0.04419113,0.63634974,-0.22059688,0.5465033,-0.01123285,0.08859351,-0.28336006,0.24698523,0.046815492,-0.02044785,0.015204279,0.124413334,-0.043993283,0.05964465,0.30776346,-0.27453882,-0.029460937,-0.43852583,-0.21843678,-0.16471086,-0.024480358
BOOK00443,0.18334773,-0.17597431,0.008663043,0.058859557,0.32227558,-0.09514405,0.02371119,-0.07606782,-0.08533057,-0.34790164,0.21909574,0.1170778,0.07466511,-0.41941065,0.23021352,0.18547675,-0.27544054,-0.03605908,0.002022013,-0.24736448,0.01705432,-0.07425504,0.13169715,0.017177962,-0.013821974,0.15499905,-0.017801791,0.033097662,-0.18391237,-0.002881769,-0.00061915815,-0.00081595033
BOOK00444,0.05383541,0.027692746,0.07732399,0.20467797,0.37564918,0.009668015,-0.08346674,0.044744894,-0.219807,-0.26568455,0.18364161,0.14643581,0.66672117,-0.65545744,0.88402355,-0.030515082,0.13869396,-0.13869171,0.161663,-0.06374524,-0.12582731,0.09935828,0.12610438,-0.06365241,-0.05892843,0.32008803,-0.40789783,-0.091524065,-0.408518,-0.29702473,-0.26284993,0.05780394
BOOK00445,-0.06072165,0.037340447,0.11427456,0.19853349,0.39669865,-0.07253415,-0.19742258,0.024816826,-0.1786837,-0.042149007,0.12292355,0.08982964,0.5576755,-0.38240057,0.7109337,-0.088574454,0.09375682,-0.16544694,0.15892285,-0.010147188,-0.11936802,0.20144548,0.008119106,-0.08754331,-0.0744437,0.326531,-0.41443884,0.06274747,-0.32211208,-0.19541691,-0.19681033,0.12549041
BOOK00446,-0.25049436,-0.069588974,-0.18941985,0.10535926,0.27891028,-0.231016,0.14716005,-0.033790164,-0.33281744,-0.5511673,-0.013991095,0.105330855,0.7844617,-0.0769046,0.3360525,-0.0029594274,0.36292034,-0.09556357,0.029067807,-0.008827287,-0.03906156,0.29356503,-0.096797734,0.06242632,-0.16469046,0.33339605,-0.5480251,-0.12783203,-0.17927817,-0.19247647,-0.31133378,0.113501154
BOOK00447,-0.36776844,-0.13851912,0.17721725,0.24988915,0.21476364,-0.12049426,-0.28267848,0.05970025,-0.32163668,-0.039594427,-0.010154858,-0.005483322,0.7657579,-0.20978713,0.69132185,0.031178474,0.12579481,-0.52464616,0.050123714,0.12812364,-0.09556314,0.1329622,0.12547308,0.05095227,-0.049626447,0.2602425,-0.33338553,-0.08013706,-0.27852172,-0.21570063,-0.25725612,0.2922571
BOOK00448,-0.4222725,-0.033080094,0.2170882,0.08949703,0.11643334,-0.17900994,-0.29481632,-0.15705779,-0.18233702,-0.0869095,-0.040379167,0.011034239,0.5406038,-0.01718802,0.5528327,0.11929329,0.1918129,-0.36084327,0.114458375,0.114430636,0.042658664,0.118799746,0.09028762,-0.1017842,-0.14109448,0.15035823,-0.2931562,0.15211609,-0.16129065,-0.1744299,-0.2828447,0.3364202
BOOK00449,-0.10810245,-0.06560722,-0.25661862,0.09862304,0.2938872,-0.27725548,0.12520216,-0.18403429,-0.2933501,-0.5995841,0.0052025914,0.15021776,0.7655593,-0.13599208,0.25402,0.2128429,0.39725003,-0.036040656,-0.0032273084,-0.12311788,-0.06759606,0.2946723,-0.14975186,0.031818964,-0.1397912,0.27450585,-0.516632,-0.118140504,-0.04191125,-0.08028402,-0.37217087,0.20435548
BOOK00450,-0.52097535,-0.2500626,0.2680574,0.122046895,-0.01217543,-0.25892788,-0.27320385,-0.077649005,-0.2735115,-0.030695062,-0.10731989,0.16064127,0.7267393,-0.034588836,0.5788175,0.119271785,0.13523841,-0.38334337,0.13725132,0.37454414,-0.056716323,0.09387177,0.32052693,-0.10034654,-0.01769445,0.26174712,-0.26705503,0.14747712,-0.16822165,-0.3142057,-0.37949303,0.2863125
BOOK00451,-0.26837933,0.03526246,0.07617754,0.1882704,0.33775154,-0.087707356,0.008852936,-0.02104295,-0.15001109,-0.2336365,0.121454895,-0.026947267,0.4112958,-0.0009313449,0.49886188,-0.15500718,0.31115335,-0.14581254,0.034720905,0.13549149,0.025046065,0.1595859,-0.07520041,-0.064905986,-0.18902422,0.25461072,-0.32459635,0.09816569,-0.3461127,-0.2878348,-0.14524499,0.22143921
BOOK00452,-0.27734095,-0.35915944,0.07971218,0.30350834,0.29630584,0.037921395,-0.23008852,0.00048916787,-0.24489626,-0.13793014,0.1674498,-0.052582964,0.78164506,-0.22201923,0.6021832,0.07601565,0.21432908,-0.46166247,0.2187638,0.22520784,-0.18674302,0.10881531,-0.069246635,-0.011062883,0.06243691,0.27995202,-0.3307259,-0.023903772,-0.42334178,-0.1707932,-0.24209327,0.27041215
BOOK00453,-0.13702568,-0.12681542,0.04039266,0.16397086,0.14157976,-0.093502074,-0.06706829,-0.053607263,-0.16667941,-0.2973123,0.09847087,-0.11669737,0.3501984,-0.078499846,0.2703052,0.10601525,0.08160381,-0.2548789,0.17364982,0.055889986,0.085215405,0.10882752,-0.08989994,0.08613623,-0.0977713,0.08978601,-0.21458112,-0.015265644,-0.18749872,-0.14660761,-0.1620237,0.24103019
BOOK00454,-0.2889648,-0.1361451,-0.16143987,0.058762968,0.21065594,-0.24311121,0.09057799,0.045064732,-0.3678757,-0.5480915,-0.016654357,0.10859527,0.8024603,-0.06560212,0.3627742,-0.015303517,0.34878117,-0.13334925,0.04366929,-0.0015842394,-0.031215861,0.32899362,-0.08517512,0.09586684,-0.18386804,0.35657382,-0.5750626,-0.11543183,-0.19166398,-0.13554056,-0.2443347,0.15093553
BOOK00455,-0.30970088,0.0007626116,0.1842626,0.074603476,0.39415786,-0.09015681,-0.19882868,0.06994972,-0.054685168,-0.117764786,0.069114745,-0.14986011,0.63893586,-0.032489337,0.5390332,-0.07180012,0.024378747,-0.51959866,0.25532338,0.24134344,0.20902479,0.04616633,0.069177456,0.09170183,0.0005181879,0.17508441,-0.31615973,-0.046115145,-0.35738432,-0.29610997,0.031760737,0.24816492
BOOK00456,-0.24339733,-0.09116466,0.33049884,0.074970976,0.3089889,-0.0325199,-0.24041818,-0.041913047,-0.0031080842,-0.14254206,0.08447294,0.07286233,0.39980602,-0.0025455803,0.23684698,-0.012440193,-0.026096277,-0.30601162,0.26025054,0.17609832,0.1764631,-0.011407457,0.09400541,0.19802439,-0.0022003278,0.15534797,-0.22378488,-0.114248544,-0.27309695,-0.2721726,-0.020034771,0.20249578
BOOK00457,-0.23749962,-0.04672738,0.12055248,0.2660199,0.395165,-0.003571812,-0.07877503,-0.1248197,-0.17599514,-0.24257344,0.05620858,-0.036596935,0.5348752,-0.016071856,0.504652,0.06901841,0.28063503,-0.28856224,0.06709602,0.022111129,0.090574645,0.15532091,0.10153897,0.09620223,-0.13711688,0.28814897,-0.28882092,-0.10960713,-0.31712198,-0.15544489,-0.113047786,0.22731313
BOOK00458,-0.35194498,-0.48254657,0.37729996,0.042629316,0.2589025,-0.15486209,-0.5585932,-0.11139638,0.016380005,-0.18891446,0.0013894588,-0.07606749,0.8403664,0.053908944,0.5080323,0.08662255,0.32360184,-0.1837491,-0.14160407,0.16574852,0.03418619,-0.0031640045,-0.083111346,-0.025367726,0.13578212,0.22843787,-0.23088343,-0.08295146,-0.24842265,-0.32175228,0.016292997,0.53217787
BOOK00459,-0.14610508,-0.33048967,0.080742925,0.08369591,-0.16204408,-0.2506745,-0.3214208,0.023740694,-0.42417884,-0.08874276,-0.02092196,0.12146124,0.5364781,-0.38449252,0.4906958,0.079337835,0.1012633,-0.16545181,0.15109423,0.062500335,-0.116255075,0.2514112,-0.028357679,0.07579038,-0.046483777,0.20699027,-0.20630582,0.1667861,-0.07199546,-0.014937228,-0.33819538,0.2682002
BOOK00460,-0.26196647,0.019794315,0.100076035,0.19544147,0.30135056,-0.099883035,-0.024662018,-0.018309325,-0.13764414,-0.24235228,0.09344117,-0.03877787,0.42247126,0.0006874725,0.4596112,-0.12469351,0.2816173,-0.15072572,0.014085367,0.11126479,0.06099788,0.15357655,-0.0986776,-0.01521866,-0.16822942,0.20935181,-0.34735364,0.06084001,-0.32860175,-0.30714554,-0.16804332,0.24400944
BOOK00461,-0.23496464,0.0075720325,0.07381645,0.16684821,0.2916887,-0.085717395,0.0012304187,-0.021980569,-0.12096528,-0.24858263,0.105470195,-0.04126628,0.4123113,0.019261837,0.44936475,-0.14012747,0.2743452,-0.14077142,0.017609037,0.13427618,0.042586565,0.17781807,-0.09284069,-0.03768797,-0.16434954,0.23534922,-0.31893867,0.080390334,-0.29365808,-0.29440227,-0.1446056,0.22176617
BOOK00462,-0.13761404,-0.021283947,0.023164008,0.20069495,0.28761575,-0.09295288,-0.06483343,0.08642548,-0.100392394,-0.100447625,0.15108931,0.11232042,0.30474213,-0.10834091,0.4501069,-0.027456,0.29585755,-0.09231587,-0.08312166,0.11588112,-0.07169096,0.05294684,0.04841496,-0.1588625,-0.13431554,0.2749526,-0.16219784,0.09094698,-0.18528119,-0.1698754,0.009997703,0.17436662
BOOK00463,-0.41209343,0.03150719,0.16985299,0.23800518,0.4534614,-0.17141527,-0.08074172,0.14210936,-0.18740287,-0.16123854,0.10219835,0.03008321,0.64210397,-0.024599709,0.5505854,-0.16642088,0.3098826,-0.2647706,0.053110562,0.1762058,0.038047276,0.23735058,-0.016070968,0.09632493,-0.1633534,0.31081292,-0.44848722,-0.023979098,-0.3604954,-0.46498185,-0.1382805,0.2506241
BOOK00464,0.025769189,-0.23384151,0.048759185,0.046255864,0.11083819,-0.04439932,-0.016681612,-0.088214725,-0.2008583,-0.34737718,0.10747583,0.07325254,0.32956144,-0.14480618,0.32130083,-0.12565719,0.04242479,0.119230375,0.002579935,0.04271306,0.04954941,0.15435135,0.10380849,-0.012858346,-0.033788256,0.3210606,-0.17268215,0.042621717,-0.21960276,-0.18494679,-0.10699898,0.025427924
BOOK00465,-0.16375145,0.05037433,0.04355732,0.26000512,0.40436822,0.026593985,-0.039047778,0.06940815,-0.17180967,-0.13609385,0.18175843,-0.051959317,0.5043228,-0.020084687,0.6469532,-0.11598335,0.26294523,-0.22102816,0.02130922,0.11000349,0.03457018,0.25126195,0.12801747,-0.057746872,-0.17545274,0.3067858,-0.275536,-0.038586527,-0.21901438,-0.36235225,0.01874832,0.14585987
BOOK00466,-0.030345336,-0.19799647,-0.014053017,0.1892652,0.27753237,-0.2025755,-0.20459928,-0.04405015,-0.04027774,-0.12254189,0.18486509,-0.01410214,0.4496759,-0.11459046,0.34224993,0.18384303,0.077639356,-0.19676918,0.19804609,-0.03531959,-0.010153323,0.073880844,-0.0348376,0.044347048,-0.018207096,-0.042763114,-0.20623668,-0.10244821,-0.00041991472,-0.13387956,-0.07786393,0.2445715
BOOK00467,-0.2836712,-0.20766515,0.24085702,0.11005799,0.21805403,-0.1585357,-0.25846612,-0.23574829,-0.11332934,-0.1844957,0.039630428,0.025748082,0.34718636,-0.053261332,0.36927584,0.23152143,0.03634227,-0.29521447,0.1910817,-0.05170131,0.18711904,0.033935294,0.15743417,0.04465337,-0.005153425,0.027896024,-0.19515385,0.07853022,-0.24723247,-0.09278043,-0.14018665,0.24703494
BOOK00468,-0.061385795,-0.1661313,0.09464801,0.02030224,0.09405434,0.06891563,-0.07773191,0.026862502,-0.076813824,-0.36448625,0.25547546,0.044507556,0.14364278,-0.2590553,0.18631509,0.1851381,-0.2532336,-0.43047106,0.19830751,0.117743306,0.02540227,-0.16456205,0.07453683,0.065364785,-0.09054272,0.081066646,-0.02141361,-0.0906961,-0.18492815,-0.06987239,-0.04573044,0.117854424
BOOK00469,-0.16537446,-0.016870677,0.12660429,0.11480963,0.31347162,-0.047734305,-0.043713033,-0.1668518,-0.07577594,-0.24571875,0.07750651,-0.00134838,0.38331982,-0.059451215,0.4524941,0.055709343,0.23024037,-0.11013042,0.06525671,-0.0075436104,0.08863357,0.10833157,0.023308128,-0.043976277,-0.12617253,0.20000997,-0.23539378,0.09736705,-0.24627504,-0.1802318,-0.12442766,0.24293494
BOOK00470,-0.14687622,-0.14376198,-0.27794224,0.06860974,0.24163553,-0.2666577,0.17502454,-0.10757004,-0.27170908,-0.5444114,-0.008389309,0.121673286,0.63549656,-0.049081676,0.16626841,0.12992947,0.3295748,-0.026423303,-0.033600084,-0.15207133,-0.06020473,0.254857,-0.06592545,0.0047933906,-0.10522625,0.22697166,-0.38900346,-0.1085763,0.02428089,-0.09384455,-0.26045498,0.04058427
BOOK00471,0.05794303,-0.14294516,0.09466082,0.15651916,0.14441787,-0.15050022,-0.23910464,-0.23607539,-0.10982513,-0.21977164,0.0894731,0.060830086,0.16885665,-0.2822976,0.1365996,0.1977897,0.058051318,-0.105727494,0.08848875,0.022600206,0.08370098,-0.11790517,-0.1597621,0.08532042,0.007937111,0.020944804,-0.030442983,0.07208542,-0.19335952,0.07429162,-0.18750821,0.3266893
BOOK00472,0.25207466,-0.10275562,-0.04124749,0.059746176,0.025195133,0.23553644,0.22188067,-0.29896343,0.02032359,-0.37773448,0.23698542,0.2755883,-0.06328244,-0.1734105,0.32417083,-0.15056312,0.42961925,-0.18088709,0.025034525,0.14409615,-0.06289372,0.43946856,-0.34115463,0.22409138,-0.13619745,0.03067059,0.09233487,0.20038553,-0.09879614,0.22056735,-0.16659836,0.34534657
