book_id,earliest_observed_year,earliest_year_edition_records,earliest_country_codes,earliest_country_code_count,earliest_publication_places,earliest_publication_place_count,earliest_publishers,earliest_publisher_count,earliest_geography_status
BOOK00774,1988,1,['nju'],1,"['Hillsdale, N.J']",1,['L. Erlbaum Associates'],1,single_country_evidence
BOOK00775,1976,1,['mnu'],1,['St. Paul'],1,['West Pub. Co.'],1,single_country_evidence
BOOK00776,1961,1,['cau'],1,['San Francisco'],1,['Wadsworth Pub. Co.'],1,single_country_evidence
BOOK00777,2005,1,[],0,[],0,['South-Western College Pub'],1,no_geographic_evidence
BOOK00778,2008,3,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00779,1977,1,['nyu'],1,['New York'],1,['Free Press'],1,single_country_evidence
BOOK00780,1999,1,['cau'],1,"['Pacific Grove, CA']",1,['Duxbury Press'],1,single_country_evidence
BOOK00781,2008,1,['enk'],1,['Chichester'],1,"['John Wiley', 'Wiley']",2,single_country_evidence
BOOK00782,1994,2,['nyu'],1,"['New York', 'Toronto']",2,"['Simon & Schuster, Limited', 'Free Press', 'Maxwell Macmillan Canada', 'Maxwell Macmillan International']",4,single_country_evidence
BOOK00783,2020,2,[],0,[],0,"['SAGE Publications, Limited']",1,no_geographic_evidence
BOOK00784,2007,2,[],0,[],0,['McGraw-Hill/Irwin'],1,no_geographic_evidence
BOOK00785,1979,2,[],0,[],0,['Free Press'],1,no_geographic_evidence
BOOK00786,2022,2,[],0,[],0,"['eCampusOntario Open Authoring Platform', 'Pressbooks']",2,no_geographic_evidence
BOOK00787,1982,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00788,2003,1,[],0,[],0,['Cengage Delmar Learning'],1,no_geographic_evidence
BOOK00789,2020,1,[],0,[],0,['Sourcebooks'],1,no_geographic_evidence
BOOK00790,1995,1,['ilu'],1,['Chicago'],1,['Irwin'],1,single_country_evidence
BOOK00791,2009,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00792,2019,1,[],0,[],0,"['Little, Brown Book Group Limited']",1,no_geographic_evidence
BOOK00793,2010,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00794,2011,1,['ohu'],1,"['Mason, OH']",1,['South-Western Cengage'],1,single_country_evidence
BOOK00795,2017,1,[],0,[],0,['Red Globe Press'],1,no_geographic_evidence
BOOK00796,1998,1,[],0,[],0,['Island Press'],1,no_geographic_evidence
BOOK00797,1991,1,['cau'],1,"['Los Altos, Calif']",1,['Crisp Publications'],1,single_country_evidence
BOOK00798,1954,1,['nyu'],1,['New York'],1,['Prentice-Hall'],1,single_country_evidence
BOOK00799,1998,1,['cau'],1,"['Pacific Grove, CA']",1,['Brooks/Cole'],1,single_country_evidence
BOOK00800,2019,1,[],0,[],0,['CENGAGE LEARNING'],1,no_geographic_evidence
BOOK00801,2010,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00802,2005,2,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00803,2010,2,"['nyu', 'enk']",2,"['London', 'Philadelphia']",2,"['Kogan Page Publishers', 'Kogan Page']",2,multiple_country_evidence
BOOK00804,1976,1,['txu'],1,['Dallas'],1,['Business Publications'],1,single_country_evidence
BOOK00805,1982,1,['xxu'],1,['St. Paul'],1,['West Publishing'],1,single_country_evidence
BOOK00806,2010,5,"['enk', 'pau', 'nyu']",3,"['London', 'Philadelphia, PA', 'Philadelphia']",3,"['Kogan Page, Limited', 'KoganPage', 'Kogan Page Limited', 'Kogan Page Publishers']",4,multiple_country_evidence
BOOK00807,1972,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00808,1978,1,['ohu'],1,"['Columbus, Ohio']",1,['Merrill'],1,single_country_evidence
BOOK00809,1999,2,['cau'],1,"['Del Mar, CA']",1,"['Jouvence', 'PuddleDancer Press']",2,single_country_evidence
BOOK00810,1991,1,['mau'],1,"['Austin, Tex']",1,['Pro-Ed'],1,single_country_evidence
BOOK00811,1995,1,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00812,2000,4,[],0,[],0,"['Osborne Publishing', 'Mcgraw-Hill College']",2,no_geographic_evidence
BOOK00813,1994,1,['ilu'],1,"['Burr Ridge, Ill']",1,['Irwin'],1,single_country_evidence
BOOK00814,1959,2,['nyu'],1,['New York'],1,"['McGraw-hill Book Company, Inc.', 'McGraw-Hill']",2,single_country_evidence
BOOK00815,2000,1,['cau'],1,"['Mountain View, Calif']",1,['Mayfield Pub.'],1,single_country_evidence
BOOK00816,2007,2,['sa'],1,"['Cape Town, South Africa']",1,['Juta'],1,single_country_evidence
BOOK00817,2011,1,[],0,[],0,['Oxford University Press India'],1,no_geographic_evidence
BOOK00818,1974,1,['cau'],1,['San Francisco'],1,['Rinehart Press'],1,single_country_evidence
BOOK00819,1988,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00820,1972,3,"['xxk', 'nyu']",2,"['London', 'New  York']",2,"['Oxf.U.P.(N.Y.)', 'OxfordUniversity Press', 'Oxford University Press']",3,multiple_country_evidence
BOOK00821,1974,1,['nyu'],1,['New York'],1,['Random House'],1,single_country_evidence
BOOK00822,1993,1,[],0,[],0,['Wadsworth Publishing Company'],1,no_geographic_evidence
BOOK00823,1986,1,['nyu'],1,['New York'],1,['Random House'],1,single_country_evidence
BOOK00824,1991,1,['cau'],1,"['Belmont, Calif']",1,['Wadsworth Pub.'],1,single_country_evidence
BOOK00825,1983,2,"['xxk', 'enk']",2,['London'],1,['Verso'],1,multiple_country_evidence
BOOK00826,1991,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00827,1954,3,"['xx', 'nyu']",2,['New York'],1,['Prentice-Hall'],1,multiple_country_evidence
BOOK00828,1980,1,['nyu'],1,['New York'],1,"['Holt, Rinehart, and Winston']",1,single_country_evidence
BOOK00829,1988,1,['cau'],1,"['Belmont, Calif']",1,['Wadsworth Pub. Co.'],1,single_country_evidence
BOOK00830,1989,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00831,1996,1,['enk'],1,"['London', 'New York']",2,['Routledge'],1,single_country_evidence
BOOK00832,1995,1,['nyu'],1,['New York'],1,['HarperCollinsCollegePublishers'],1,single_country_evidence
BOOK00833,1995,1,['cau'],1,"['Belmont, Calif']",1,['Wadsworth Pub. Co.'],1,single_country_evidence
BOOK00834,2002,1,['nyu'],1,"['Albany, N.Y']",1,"['Delmar/Thomson Learning', 'Cengage Delmar Learning']",2,single_country_evidence
BOOK00835,1983,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00836,2015,1,[],0,[],0,"['Oxford University Press', 'OXFORD UNIVERSITY PRESS']",2,no_geographic_evidence
BOOK00837,1983,1,['nyu'],1,"['New York', 'London']",2,"['Macmillan', 'Collier Macmillan']",2,single_country_evidence
BOOK00838,2000,2,['onc'],1,['Toronto'],1,"['Addison-Wesley Educational Publishers Inc.', 'Addison Wesley Longman']",2,single_country_evidence
BOOK00839,1984,2,"['nyu', 'mau']",2,"['New York', 'Reading, Mass']",2,"['Random House', 'Addison-Wesley Pub. Co.']",2,multiple_country_evidence
BOOK00840,2001,1,[],0,[],0,['McGraw-Hill Humanities/Social Sciences/Languages'],1,no_geographic_evidence
BOOK00841,1972,3,"['xxu', 'nyu', 'xx']",3,['New York'],1,"['Holt, Rinehart and Winston']",1,multiple_country_evidence
BOOK00842,1989,2,['ilu'],1,"['Homewood, IL']",1,['Irwin'],1,single_country_evidence
BOOK00843,1991,1,['mau'],1,['Boston'],1,['Allyn and Bacon'],1,single_country_evidence
BOOK00844,1972,1,['ilu'],1,['Chicago'],1,['Aldine-Atherton'],1,single_country_evidence
BOOK00845,1983,2,"['nyu', 'ja']",2,"['New York', 'Tokyo']",2,"['Holt, Rinehart, and Winston', 'Holt-Saunders Japan']",2,multiple_country_evidence
BOOK00846,2001,2,['enk'],1,"['Boston, Mass', 'London']",2,"['McGraw-Hill Irwin', 'Mcgraw-Hill College']",2,single_country_evidence
BOOK00847,1993,1,[],0,[],0,['Wadsworth Pub Co'],1,no_geographic_evidence
BOOK00848,1983,2,['mau'],1,"['Reading, Mass']",1,"['Longman Higher Education', 'Addison-Wesley']",2,single_country_evidence
BOOK00849,1994,1,['nyu'],1,"['New York, N.Y', 'Toronto', 'New York']",3,"['The Free Press', 'Maxwell Macmillan Canada', 'Maxwell Macmillan International']",3,single_country_evidence
BOOK00850,1986,2,"['xxu', 'nyu']",2,"['New York, USA', 'New York']",2,['Wiley'],1,multiple_country_evidence
BOOK00851,2001,20,[],0,[],0,"['South-Western Educational Pub', 'South-Western Pub', 'Brand: South-Western Educational Pub', 'Brand: Cengage Learning', 'Cengage Learning']",5,no_geographic_evidence
BOOK00853,1983,1,['nyu'],1,['New York'],1,['Random House'],1,single_country_evidence
BOOK00854,2000,1,[],0,[],0,['Addison Wesley'],1,no_geographic_evidence
BOOK00855,1994,1,[],0,[],0,['Wadsworth Publishing Company'],1,no_geographic_evidence
BOOK00856,1995,5,"['xxk', 'nyu']",2,"['New York', 'London']",2,"['Objetiva', 'Bantam Books', 'Bantam', 'Audio Renaissance']",4,multiple_country_evidence
BOOK00857,2009,2,"['xx', 'nyu']",2,['New York'],1,"['Pgw', 'TalentSmart']",2,multiple_country_evidence
BOOK00858,2019,1,[],0,[],0,"['Independently Published', 'Independently published']",2,no_geographic_evidence
BOOK00859,1998,8,"['it', 'enk', 'ch', 'nyu']",4,"['Milano', 'London', 'Taibei Shi', 'New York']",4,"['Bloomsbury Publishing Plc', 'Bantam', 'Rizzoli', 'Brand: Macmillan Audio', 'Macmillan Audio', 'Bloomsbury', 'Shi bao wen hua chu ban qi yeh gu fen yu xian gong si', 'Bantam Books']",8,multiple_country_evidence
BOOK00860,2007,2,['enk'],1,['London'],1,"['Hodder Education Group', 'Teach Yourself']",2,single_country_evidence
BOOK00861,1997,2,['nyu'],1,['New York'],1,['Basic Books'],1,single_country_evidence
BOOK00862,2021,1,[],0,[],0,['Independently Published'],1,no_geographic_evidence
BOOK00863,2011,2,['enk'],1,['London'],1,"['Hodder & Stoughton', 'Hodder Education']",2,single_country_evidence
BOOK00864,2012,1,['nyu'],1,"['New York, NY']",1,['MJF Books'],1,single_country_evidence
BOOK00865,2011,1,['mau'],1,"['Northampton, MA']",1,['More Than Sound'],1,single_country_evidence
BOOK00866,2023,1,[],0,[],0,"['TalentSmart, Incorporated']",1,no_geographic_evidence
BOOK00867,1997,2,['nyu'],1,['New York'],1,['H. Holt'],1,single_country_evidence
BOOK00868,2008,2,['cou'],1,"['Boulder, CO']",1,['Sounds True'],1,single_country_evidence
BOOK00869,2011,1,['nyu'],1,['New York'],1,['Springer Pub.'],1,single_country_evidence
BOOK00870,2019,1,[],0,[],0,['Independently Published'],1,no_geographic_evidence
BOOK00871,2002,1,[],0,[],0,['Harvard Business School Press'],1,no_geographic_evidence
BOOK00872,2007,1,['enk'],1,['London'],1,['Hodder Education'],1,single_country_evidence
BOOK00873,2019,1,[],0,[],0,['Independently Published'],1,no_geographic_evidence
BOOK00874,2005,3,['mau'],1,"['Cambridge, MA']",1,"['Hogrefe Publishing', 'Hogrefe & Huber Publishing', 'Hogrefe & Huber Publishers']",3,single_country_evidence
BOOK00875,2025,2,[],0,[],0,['Christopher Hinton'],1,no_geographic_evidence
BOOK00876,2019,6,[],0,[],0,"['Independently Published', 'Independently published']",2,no_geographic_evidence
BOOK00877,2009,2,['nju'],1,['Hoboken'],1,"['Wiley & Sons Canada, Limited, John', 'For Dummies [Imprint]', 'John Wiley & Sons, Incorporated.']",3,single_country_evidence
BOOK00878,2000,1,[],0,[],0,['Sage Publications Pvt. Ltd'],1,no_geographic_evidence
BOOK00879,2005,1,['nyu'],1,['New York'],1,['Simon & Schuster'],1,single_country_evidence
BOOK00880,1998,1,['cau'],1,['San Francisco'],1,['Jossey-Bass Publishers'],1,single_country_evidence
BOOK00881,2008,2,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00882,2015,1,['mau'],1,[],0,['Harvard Business Review Press'],1,single_country_evidence
BOOK00883,2003,3,['ilu'],1,"['Chicago, IL']",1,"['Brand: Kaplan Publishing', 'Kaplan Publishing', 'Dearborn Trade', 'Kaplan Business']",4,single_country_evidence
BOOK00884,2005,2,['enk'],1,"['Milton Park, Abingdon, Oxon', 'New York, NY']",2,"['Taylor & Francis Group', 'Routledge']",2,single_country_evidence
BOOK00885,2011,1,['xxu'],1,['[United States?]'],1,"['G. Publishing, LLC.']",1,single_country_evidence
BOOK00886,1997,3,"['enk', 'nyu']",2,"['London', 'New York']",2,"['Avon Books', 'Bloomsbury']",2,multiple_country_evidence
BOOK00887,2017,2,[],0,[],0,['Harvard Business Review Press'],1,no_geographic_evidence
BOOK00888,2020,1,[],0,[],0,['Independently Published'],1,no_geographic_evidence
BOOK00889,2019,6,[],0,[],0,"['Alakai Publishing LLC', 'SD Publishing LLC', 'Independently Published', 'Independently published']",4,no_geographic_evidence
BOOK00890,2004,1,[],0,[],0,['Franklin Watts'],1,no_geographic_evidence
BOOK00891,2020,4,[],0,[],0,"['Independently Published', 'Bookify Ltd']",2,no_geographic_evidence
BOOK00892,2009,2,['mau'],1,"['Cambridge, MA', 'Cambridge, Mass']",2,['MIT Press'],1,single_country_evidence
BOOK00893,2007,1,['nyu'],1,"['New York, NY']",1,['Psychology Press'],1,single_country_evidence
BOOK00894,2010,2,[],0,[],0,"['Hodder & Stoughton', 'Hodder Education Group']",2,no_geographic_evidence
BOOK00895,2019,1,[],0,[],0,"['Independently Published', 'Independently published']",2,no_geographic_evidence
BOOK00896,2013,1,['mx'],1,"['Mexico, D. F']",1,['Ediciones B'],1,single_country_evidence
BOOK00897,1998,1,[],0,[],0,"['Rowman & Littlefield Publishers, Incorporated']",1,no_geographic_evidence
BOOK00898,2001,1,[],0,[],0,['Management Pocketbooks'],1,no_geographic_evidence
BOOK00899,2019,11,[],0,[],0,['Alakai Publishing LLC'],1,no_geographic_evidence
BOOK00900,2019,1,[],0,[],0,"['Independently Published', 'Independently published']",2,no_geographic_evidence
BOOK00901,2002,1,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00902,2001,1,[],0,[],0,['Parkwest Publications'],1,no_geographic_evidence
BOOK00903,2019,1,[],0,[],0,['Independently Published'],1,no_geographic_evidence
BOOK00904,2018,1,[],0,[],0,"['Independently published', 'Independently Published']",2,no_geographic_evidence
BOOK00905,2004,1,[],0,[],0,['Harvard Business School Press'],1,no_geographic_evidence
BOOK00906,1997,1,[],0,[],0,"['Oxford University Press, USA']",1,no_geographic_evidence
BOOK00907,1998,1,[],0,[],0,['Trans-Atlantic Publications'],1,no_geographic_evidence
BOOK00908,2014,4,[],0,[],0,"['Wiley & Sons, Incorporated, John', 'Wiley']",2,no_geographic_evidence
BOOK00909,2010,1,[],0,[],0,['Palgrave Macmillan'],1,no_geographic_evidence
BOOK00910,2012,1,['enk'],1,"['Abingdon, Oxon', 'New York, NY']",2,['Routledge'],1,single_country_evidence
BOOK00911,2016,1,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00912,2013,1,[],0,[],0,['Oxford University Press'],1,no_geographic_evidence
BOOK00913,2005,1,[],0,[],0,['Palgrave Macmillan'],1,no_geographic_evidence
BOOK00914,1999,2,['enk'],1,"['Oxford', 'Boston']",2,['Butterworth-Heinemann'],1,single_country_evidence
BOOK00915,1997,1,['mau'],1,"['Boston, Mass']",1,['Harvard Business School Press'],1,single_country_evidence
BOOK00916,2019,1,[],0,[],0,['Rheinwerk Publishing Inc.'],1,no_geographic_evidence
BOOK00917,2021,2,[],0,[],0,['Macmillan Education UK'],1,no_geographic_evidence
BOOK00918,2017,5,['enk'],1,[],0,"['Taylor & Francis Group', 'Routledge']",2,single_country_evidence
BOOK00919,2007,1,[],0,[],0,['Sage Publications Pvt. Ltd'],1,no_geographic_evidence
BOOK00920,2007,1,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00921,2016,4,[],0,[],0,['Palgrave Macmillan'],1,no_geographic_evidence
BOOK00922,2011,1,['enk'],1,"['Harlow, England', 'New York']",2,['Financial Times/Prentice Hall'],1,single_country_evidence
BOOK00923,2008,1,['nyu'],1,['New York'],1,['Palgrave Macmillan'],1,single_country_evidence
BOOK00924,2021,1,[],0,[],0,['Springer International Publishing AG'],1,no_geographic_evidence
BOOK00925,2015,1,[],0,[],0,"['De Gruyter, Inc.']",1,no_geographic_evidence
BOOK00926,2020,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00927,2019,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00928,2019,1,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00929,2020,1,[],0,[],0,"['Prentice Hall India Pvt., Limited']",1,no_geographic_evidence
BOOK00930,2010,1,['enk'],1,['Chichester'],1,"['Wiley', 'Wiley-Blackwell']",2,single_country_evidence
BOOK00931,1998,1,['nyu'],1,['New York'],1,['Oxford University Press'],1,single_country_evidence
BOOK00932,1985,6,"['enk', 'nyu']",2,"['London', 'New York']",2,"['Harper & Row', 'Harpercollins', 'Heinemann', 'William Heinemann Ltd']",4,multiple_country_evidence
BOOK00933,2005,1,['mau'],1,"['Malden, Mass']",1,['Blackwell Futura'],1,single_country_evidence
BOOK00934,2020,3,[],0,[],0,['Vernon Art and Science Inc.'],1,no_geographic_evidence
BOOK00935,2025,3,[],0,[],0,['Cambridge University Press'],1,no_geographic_evidence
BOOK00936,2003,7,['xx'],1,['LONDON'],1,"['Taylor & Francis Group', 'Routledge', 'ROUTLEDGE']",3,single_country_evidence
BOOK00937,2020,4,[],0,[],0,['Productivity Press'],1,no_geographic_evidence
BOOK00938,2010,7,['nju'],1,"['Hoboken, N.J']",1,"['Wiley & Sons, Incorporated, John', 'Wiley']",2,single_country_evidence
BOOK00939,2015,4,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00940,2022,5,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00941,2013,2,[],0,[],0,"['Palgrave Macmillan', 'Palgrave Macmillan Limited', 'Springer']",3,no_geographic_evidence
BOOK00942,2022,5,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00943,1961,2,"['xxk', 'enk']",2,['[London]'],1,"['Tavistock', 'Tavistock Publications']",2,multiple_country_evidence
BOOK00944,2022,5,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00945,2021,4,[],0,[],0,"['Taylor & Francis Group', 'Routledge']",2,no_geographic_evidence
BOOK00946,2018,2,[],0,[],0,['Momentum Press'],1,no_geographic_evidence
BOOK00947,2007,1,[],0,[],0,"['Palgrave Macmillan', 'Palgrave Macmillan in association with the European Institute for Technology and Innovation Management']",2,no_geographic_evidence
BOOK00948,2019,4,[],0,[],0,['IGI Global'],1,no_geographic_evidence
BOOK00949,2020,5,[],0,[],0,['IGI Global'],1,no_geographic_evidence
BOOK00950,2024,5,[],0,[],0,['IGI Global'],1,no_geographic_evidence
