book_id,earliest_observed_year,earliest_year_edition_records,earliest_country_codes,earliest_country_code_count,earliest_publication_places,earliest_publication_place_count,earliest_publishers,earliest_publisher_count,earliest_geography_status
BOOK00256,2006,1,[],0,[],0,['Sounds True'],1,no_geographic_evidence
BOOK00257,1990,2,[],0,[],0,"['Welch Publishing', 'Welch Publishing Company Inc.']",2,no_geographic_evidence
BOOK00258,2022,5,[],0,[],0,['IGI Global'],1,no_geographic_evidence
BOOK00259,2022,2,[],0,[],0,['Proisle Publishing.com'],1,no_geographic_evidence
BOOK00260,2017,1,[],0,[],0,['Christian Medical & Dental Associations'],1,no_geographic_evidence
BOOK00261,2020,1,[],0,[],0,"['Rowman & Littlefield Publishers, Incorporated']",1,no_geographic_evidence
BOOK00262,2010,2,['mau'],1,"['Sudbury, MA']",1,"['Jones & Bartlett Learning, LLC', 'Jones and Bartlett', 'Jones and Bartlett Publishers']",3,single_country_evidence
BOOK00263,2008,1,['enk'],1,"['Gloucestershire, UK']",1,['Management Books 2000 Ltd'],1,single_country_evidence
BOOK00264,2018,1,[],0,[],0,['CreateSpace Independent Publishing Platform'],1,no_geographic_evidence
BOOK00265,2018,4,[],0,[],0,['Rutgers University Press'],1,no_geographic_evidence
BOOK00266,2022,2,[],0,[],0,"['Trilogy Christian Publishing, Inc.']",1,no_geographic_evidence
BOOK00267,1998,2,['cau'],1,"['Rocklin, Calif']",1,"['Prima Pub.', 'Crown Business']",2,single_country_evidence
BOOK00268,2002,1,[],0,[],0,['New Hope Publishers (AL)'],1,no_geographic_evidence
BOOK00269,2011,3,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00270,2008,2,[],0,[],0,['Rowman & Littlefield Education'],1,no_geographic_evidence
BOOK00271,2021,2,[],0,[],0,['PageTurner: Press & Media'],1,no_geographic_evidence
BOOK00272,2015,2,[],0,[],0,"['Springer', 'Springer International Publishing AG']",2,no_geographic_evidence
BOOK00273,2017,1,[],0,[],0,['CreateSpace Independent Publishing Platform'],1,no_geographic_evidence
BOOK00274,2018,4,[],0,[],0,['IGI Global'],1,no_geographic_evidence
BOOK00275,2011,1,['nyu'],1,['New York'],1,['Paulist Press'],1,single_country_evidence
BOOK00276,2010,1,[],0,[],0,['CreateSpace Independent Publishing Platform'],1,no_geographic_evidence
BOOK00277,2013,2,['gw'],1,['Stuttgart'],1,"['Kohlhammer Verlag', 'Verlag W. Kohlhammer']",2,single_country_evidence
BOOK00278,2019,2,[],0,[],0,"['Outskirts Press, Incorporated']",1,no_geographic_evidence
BOOK00279,2015,3,[],0,[],0,"['Palgrave Macmillan Limited', 'Palgrave Macmillan']",2,no_geographic_evidence
BOOK00280,2004,1,['miu'],1,"['Nashville, TN']",1,['LifeWay Press'],1,single_country_evidence
BOOK00281,1973,1,['fr'],1,['Paris'],1,['Publi-Union'],1,single_country_evidence
BOOK00282,1945,1,[],0,[],0,['managing the digital firm'],1,no_geographic_evidence
BOOK00283,2016,1,[],0,[],0,['Pearson Education'],1,no_geographic_evidence
BOOK00284,1994,1,['enk'],1,"['Englewood Cliffs, N.J', 'London']",2,"['Prentice Hall', 'Prentice-Hall International']",2,single_country_evidence
BOOK00285,1999,1,['nju'],1,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00286,1953,1,['ilu'],1,"['Homewood, Ill']",1,['R. D. Irwin'],1,single_country_evidence
BOOK00287,1969,2,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00288,1978,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00289,1993,9,"['nyu', 'onc', 'enk']",3,"['New York, USA', 'New York', 'Toronto', 'London']",4,"['Kiepenheuer & Witsch', 'Trafalgar Square', 'Random House Audio', 'Books On Tape', 'Knopf', 'Alfred A. Knopf, Inc.', 'Published by Random House Large Print in association with Knopf', 'Viking', 'Hodder & Stoughton']",9,multiple_country_evidence
BOOK00290,1992,2,[],0,[],0,['McGraw Hill Higher Education'],1,no_geographic_evidence
BOOK00291,1984,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00292,1983,1,['nyu'],1,['New York'],1,['Random House'],1,single_country_evidence
BOOK00293,1977,1,['ilu'],1,"['Hinsdale, Ill']",1,['Dryden Press'],1,single_country_evidence
BOOK00294,1990,1,['mau'],1,['Boston'],1,['Allyn and Bacon'],1,single_country_evidence
BOOK00295,2020,1,[],0,[],0,"['Kadavy, Inc.']",1,no_geographic_evidence
BOOK00296,1983,1,['mau'],1,"['Reading, Mass']",1,['Addison-Wesley Pub. Co.'],1,single_country_evidence
BOOK00297,1954,5,['nyu'],1,['New York'],1,"['Harper & Brothers Publishers, New York, NY, U.S.A.', 'Harper']",2,single_country_evidence
BOOK00298,1994,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00299,1968,1,['enk'],1,['London'],1,['Gower P.'],1,single_country_evidence
BOOK00300,1978,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00301,1911,5,"['nyu', 'xxk']",2,"['Mineola, N.Y', 'New York', 'London']",3,"['Dover Publications', 'Harper', 'Harper & Brothers']",3,multiple_country_evidence
BOOK00302,1969,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00303,1992,1,['ilu'],1,"['Homewood, IL']",1,['Irwin'],1,single_country_evidence
BOOK00304,1984,1,['txu'],1,"['Plano, Tex']",1,['Business Publications'],1,single_country_evidence
BOOK00305,1987,1,['mau'],1,"['Reading, Mass']",1,['Addison-Wesley'],1,single_country_evidence
BOOK00306,1998,1,['mau'],1,"['Boston, Mass']",1,['Irwin/McGraw-Hill'],1,single_country_evidence
BOOK00307,1984,2,"['xxk', 'ilu']",2,"['Glenview, Ill', 'London']",2,"['Scott, Foresman']",1,multiple_country_evidence
BOOK00308,1974,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00309,1996,2,"['pau', 'xxu']",2,"['Upper Darby, PA', 'Upper Darby, Pa']",2,['Project Management Institute'],1,multiple_country_evidence
BOOK00310,1983,1,['ilu'],1,"['Homewood, Ill']",1,['Dow Jones-Irwin'],1,single_country_evidence
BOOK00311,1984,1,['nyu'],1,['New York'],1,['Wiley'],1,single_country_evidence
BOOK00312,1982,1,['ilu'],1,"['Homewood, Ill']",1,['R.D. Irwin'],1,single_country_evidence
BOOK00313,2000,1,[],0,[],0,['Mcgraw-Hill College'],1,no_geographic_evidence
BOOK00314,2002,1,['xxu'],1,"['New York, N.Y', 'London']",2,['McGraw-Hill/Irwin'],1,single_country_evidence
BOOK00315,1981,1,[],0,[],0,['Blanchard-Johnson Publishers'],1,no_geographic_evidence
BOOK00316,1989,1,['ilu'],1,"['Homewood, IL']",1,"['BPI, Irwin']",1,single_country_evidence
BOOK00317,1978,1,['ilu'],1,"['Hinsdale, Ill']",1,['Dryden Press'],1,single_country_evidence
BOOK00318,1971,2,['nju'],1,"['Englewood Cliffs, N.J']",1,"['Pearson Education, Limited', 'Prentice-Hall']",2,single_country_evidence
BOOK00319,1990,1,['ilu'],1,"['Homewood, IL']",1,['Irwin'],1,single_country_evidence
BOOK00320,1979,1,['nyu'],1,['New York'],1,['Macmillan'],1,single_country_evidence
BOOK00321,2019,2,[],0,['New Delhi'],1,"['Sultan chand and sons', 'Sultan Chand & Sons']",2,place_only_evidence
BOOK00322,1983,1,['iau'],1,"['Dubuque, Iowa']",1,['W.C. Brown Co.'],1,single_country_evidence
BOOK00323,1955,2,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00324,2004,1,[],0,[],0,['Mcgraw-Hill College'],1,no_geographic_evidence
BOOK00325,2008,3,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00326,1985,2,"['xxu', 'ilu']",2,['Chicago'],1,['Dryden Press'],1,multiple_country_evidence
BOOK00327,1982,1,['nyu'],1,['New York'],1,['Wiley'],1,single_country_evidence
BOOK00328,1989,1,['mau'],1,"['Boston, MA']",1,['Houghton Mifflin Co.'],1,single_country_evidence
BOOK00329,1983,1,['ohu'],1,['Cincinnati'],1,['South-Western Pub. Co.'],1,single_country_evidence
BOOK00330,2003,1,['nju'],1,"['Hoboken, N.J']",1,['Wiley'],1,single_country_evidence
BOOK00331,1987,1,['cau'],1,['San Francisco'],1,['Jossey-Bass'],1,single_country_evidence
BOOK00332,1984,1,['nyu'],1,"['New York, N.Y']",1,['Warner Books'],1,single_country_evidence
BOOK00333,1989,6,['nyu'],1,"['New York', 'New York, NY', 'New York, USA']",3,"['Simon and Schuster', 'Simon & Schuster', 'Simon & Schuster Audio']",3,single_country_evidence
BOOK00334,2017,1,[],0,[],0,"['Kogan Page, Limited']",1,no_geographic_evidence
BOOK00335,2018,1,[],0,[],0,['Red Globe Press'],1,no_geographic_evidence
BOOK00336,2005,2,['enk'],1,['London'],1,"['Chartered Institute of Personnel & Development', 'CIPD']",2,single_country_evidence
BOOK00337,1985,3,"['xxu', 'ohu']",2,['Cincinnati'],1,['South-Western Pub. Co.'],1,multiple_country_evidence
BOOK00338,2007,1,['enk'],1,"['Abingdon, Oxon', 'New York, NY']",2,['Routledge'],1,single_country_evidence
BOOK00339,2015,1,[],0,[],0,"['Kogan Page, Limited']",1,no_geographic_evidence
BOOK00340,2006,5,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00341,2024,1,[],0,[],0,['Springer International Publishing AG'],1,no_geographic_evidence
BOOK00342,2010,7,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00343,2022,3,[],0,[],0,"['Kogan Page, Limited']",1,no_geographic_evidence
BOOK00344,2016,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00345,2003,1,[],0,[],0,['Palgrave Macmillan'],1,no_geographic_evidence
BOOK00346,2003,1,['enk'],1,['London'],1,['Chartered Institute of Personnel and Development'],1,single_country_evidence
BOOK00348,2008,4,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00349,2008,4,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00350,2012,1,['ohu'],1,"['Mason, OH']",1,['South-Western/Cengage Learning'],1,single_country_evidence
BOOK00351,1900,1,['enk'],1,"['London', 'New York']",2,['Thomas Nelson and sons'],1,single_country_evidence
BOOK00352,1986,1,[],0,[],0,['John Wiley & Sons Inc'],1,no_geographic_evidence
BOOK00353,2013,5,['enk'],1,"['London', 'New York']",2,"['Taylor & Francis Group', 'Routledge']",2,single_country_evidence
BOOK00354,2014,2,[],0,[],0,"['Kogan Page, Limited']",1,no_geographic_evidence
BOOK00355,1984,3,['xx'],1,['London'],1,"['Business Books', 'Business Bks.']",2,single_country_evidence
BOOK00356,2022,1,[],0,[],0,['Swift'],1,no_geographic_evidence
BOOK00357,1998,1,['at'],1,['Melbourne'],1,"['Lothian Publishing Co.,Australia']",1,single_country_evidence
BOOK00358,2010,2,[],0,[],0,"['HarperCollins Publishers Limited', 'HarperCollins Publishers']",2,no_geographic_evidence
BOOK00359,1993,1,['enk'],1,['Alresford'],1,['Management Pocketbooks'],1,single_country_evidence
BOOK00360,2015,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00361,2011,1,[],0,[],0,"['Kogan Page, Limited']",1,no_geographic_evidence
BOOK00362,2017,2,[],0,[],0,['Troubador Publishing Limited'],1,no_geographic_evidence
BOOK00363,1997,1,['enk'],1,['London'],1,['Thorogood'],1,single_country_evidence
BOOK00364,1978,1,['nyu'],1,['New York'],1,['Wiley'],1,single_country_evidence
BOOK00365,2019,1,[],0,[],0,['Independently Published'],1,no_geographic_evidence
BOOK00366,1989,2,['xxk'],1,['London'],1,"['HMSO', 'Audit Commission']",2,single_country_evidence
BOOK00367,2018,3,[],0,[],0,"['DEG Press', 'De Gruyter, Inc.']",2,no_geographic_evidence
BOOK00368,2024,1,[],0,[],0,['Practical Inspiration Publishing'],1,no_geographic_evidence
BOOK00369,2013,3,[],0,[],0,"['Hodder & Stoughton', 'Hodder Education Group', 'Teach Yourself']",3,no_geographic_evidence
BOOK00370,2013,3,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00371,1998,1,[],0,[],0,['South-Western Educational Publishing'],1,no_geographic_evidence
BOOK00372,2021,1,[],0,[],0,"['Lulu Press, Inc.']",1,no_geographic_evidence
BOOK00373,2013,1,[],0,[],0,['CreateSpace Independent Publishing Platform'],1,no_geographic_evidence
BOOK00374,1973,1,['xx'],1,['New York'],1,['Harper & Row'],1,single_country_evidence
BOOK00375,2023,1,[],0,[],0,['IntechOpen'],1,no_geographic_evidence
BOOK00376,2011,1,['enk'],1,"['London', 'Philadelphia']",2,['Kogan Page'],1,single_country_evidence
BOOK00377,2018,1,[],0,[],0,['CreateSpace Independent Publishing Platform'],1,no_geographic_evidence
BOOK00378,2003,2,[],0,[],0,['Xlibris Corporation'],1,no_geographic_evidence
BOOK00379,2000,1,[],0,[],0,['Beekman Books Inc'],1,no_geographic_evidence
BOOK00380,2001,3,['dcu'],1,"['Washington, DC', 'Bogor, Indonesia']",2,"['RFF Press', 'Resources for the Future', 'Center for International Forestry Research']",3,single_country_evidence
BOOK00381,1995,3,['mnu'],1,['Minneapolis/St. Paul'],1,['West Pub. Co.'],1,single_country_evidence
BOOK00382,2012,1,[],0,[],0,['Mcgrawhill Education Europe'],1,no_geographic_evidence
BOOK00383,1984,1,['mau'],1,['Boston'],1,['Pitman'],1,single_country_evidence
BOOK00384,1994,1,[],0,[],0,['Prentice-Hall'],1,no_geographic_evidence
BOOK00385,2001,1,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00386,1984,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice/Hall International'],1,single_country_evidence
BOOK00387,2007,1,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00388,2013,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00389,1988,1,['nyu'],1,['New York'],1,"['Random House, Business Division']",1,single_country_evidence
BOOK00390,1992,3,['xxu'],1,['Boston'],1,"['Houghton Mifflin (Academic)', 'Houghton Mifflin']",2,single_country_evidence
BOOK00391,1987,1,['xxk'],1,"['Columbus, Ohio', 'London']",2,['Merrill'],1,single_country_evidence
BOOK00392,2007,1,[],0,[],0,"['Brand: McGraw Hill Higher Education', 'Mcgraw Hill Higher Education']",2,no_geographic_evidence
BOOK00393,2005,2,['mau'],1,"['Boston, Mass']",1,"['McGraw-Hill Companies', 'McGraw-Hill']",2,single_country_evidence
BOOK00394,2000,1,[],0,[],0,['Wiley'],1,no_geographic_evidence
BOOK00395,2001,1,['nyu'],1,['New York'],1,['John Wiley'],1,single_country_evidence
BOOK00396,1985,2,"['nyu', 'xxk']",2,"['New York', 'Singapore']",2,"['McGraw-Hill', 'McGraw-Hill Book Co.']",2,multiple_country_evidence
BOOK00397,1995,1,['mau'],1,"['Cambridge, Mass']",1,['Harvard University Press'],1,single_country_evidence
BOOK00398,2004,1,[],0,[],0,['J. L. Van Schaik'],1,no_geographic_evidence
BOOK00399,2002,2,[],0,[],0,['Palgrave Macmillan'],1,no_geographic_evidence
BOOK00400,2013,1,[],0,[],0,['Cengage Learning'],1,no_geographic_evidence
BOOK00401,2020,5,[],0,[],0,['Academic Media Solutions'],1,no_geographic_evidence
BOOK00402,2002,1,[],0,[],0,['Blackwell Publishers'],1,no_geographic_evidence
BOOK00403,2003,1,['mau'],1,['Boston'],1,['Butterworth-Heineman'],1,single_country_evidence
BOOK00404,1996,2,"['enk', 'nyu']",2,"['New York', 'London']",2,['McGraw-Hill'],1,multiple_country_evidence
BOOK00405,2011,2,['nyu'],1,"['New York, NY']",1,['Routledge'],1,single_country_evidence
BOOK00406,2005,1,[],0,[],0,['CENGAGE Lrng Business Press'],1,no_geographic_evidence
BOOK00407,2003,1,[],0,[],0,['M.E. Sharpe'],1,no_geographic_evidence
BOOK00408,1998,1,['nju'],1,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00409,2004,1,[],0,[],0,['South-Western College Pub'],1,no_geographic_evidence
BOOK00410,1998,2,"['nyu', 'enk']",2,"['New York', 'London']",2,"['Free Press', 'Prentice Hall']",2,multiple_country_evidence
BOOK00411,2006,2,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00412,2012,1,[],0,[],0,['McGraw-Hill/Irwin'],1,no_geographic_evidence
BOOK00413,2008,1,[],0,[],0,"['Oxford University Press, USA']",1,no_geographic_evidence
BOOK00414,2003,1,[],0,[],0,['M.E. Sharpe'],1,no_geographic_evidence
BOOK00415,2011,1,['nju'],1,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00416,2014,5,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00417,2001,1,['nju'],1,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00418,1986,1,['txu'],1,"['Plano, Tex']",1,['Business Publications'],1,single_country_evidence
BOOK00419,2010,1,[],0,[],0,['Cambridge University Press'],1,no_geographic_evidence
BOOK00420,2003,1,[],0,[],0,['Spiro Press'],1,no_geographic_evidence
BOOK00421,2003,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00422,2005,1,[],0,[],0,"['Oxford University Press, USA', 'Oxford University Press']",2,no_geographic_evidence
BOOK00423,2008,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00424,2003,1,[],0,[],0,['Prosci Research'],1,no_geographic_evidence
BOOK00425,2004,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00426,2000,1,[],0,[],0,['Management Books 2000 Ltd'],1,no_geographic_evidence
BOOK00427,2010,1,['gw'],1,"['Berlin', 'Heidelberg']",2,['Springer'],1,single_country_evidence
BOOK00428,2004,2,['nyu'],1,"['London', 'New York']",2,"['Taylor & Francis Inc', 'Routledge']",2,single_country_evidence
BOOK00429,2000,1,['enk'],1,"['Aldershot, Hampshire, England', 'Brookfield, Vt']",2,['Gower'],1,single_country_evidence
BOOK00430,2004,3,[],0,[],0,"['Kogan Page, Limited', 'Kogan Page']",2,no_geographic_evidence
BOOK00431,2020,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00432,2014,1,[],0,[],0,['Campus Verlag GmbH'],1,no_geographic_evidence
BOOK00433,2008,1,['enk'],1,"['London', 'Philadelphia']",2,['Kogan Page'],1,single_country_evidence
BOOK00434,2014,2,[],0,[],0,"['Palgrave', 'Palgrave Macmillan']",2,no_geographic_evidence
BOOK00435,2014,1,[],0,[],0,['Vivid Publishing'],1,no_geographic_evidence
BOOK00436,2015,1,['enk'],1,[],0,['Kogan Page'],1,single_country_evidence
BOOK00437,1993,1,['ilu'],1,"['Homewood, IL']",1,['IRWIN'],1,single_country_evidence
BOOK00438,2003,1,[],0,[],0,['Prosci Research'],1,no_geographic_evidence
BOOK00439,2014,1,[],0,[],0,['Happy Melly Express'],1,no_geographic_evidence
BOOK00440,1992,1,['enk'],1,['London'],1,['P. Chapman Pub.'],1,single_country_evidence
BOOK00441,2008,2,[],0,['Ottawa'],1,[],0,place_only_evidence
BOOK00442,2022,5,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00443,2017,1,[],0,[],0,"[""O'Reilly Media""]",1,no_geographic_evidence
BOOK00444,2014,3,[],0,[],0,"['Kogan Page, Limited', 'Kogan Page']",2,no_geographic_evidence
BOOK00445,2014,2,[],0,[],0,"['Kogan Page, Limited', 'Kogan Page']",2,no_geographic_evidence
BOOK00446,2004,7,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
BOOK00447,2001,1,['cau'],1,['San Francisco'],1,['Jossey-Bass/Pfeiffer'],1,single_country_evidence
BOOK00448,1992,2,['enk'],1,['London'],1,"['Trans-Atlantic Publications', 'Pitman']",2,single_country_evidence
BOOK00449,2003,2,['gw'],1,"['Berlin', 'New York']",2,['Springer'],1,single_country_evidence
BOOK00450,2017,2,[],0,[],0,"['Taylor & Francis Group', 'Productivity Press']",2,no_geographic_evidence
BOOK00451,2010,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00452,2016,5,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00453,2010,6,['flu'],1,['Boca Raton'],1,"['Taylor & Francis Group', 'Taylor & Francis']",2,single_country_evidence
BOOK00454,2007,1,['nyu'],1,['New York'],1,['ASME Press'],1,single_country_evidence
BOOK00455,2010,1,[],0,[],0,['Palgrave Macmillan'],1,no_geographic_evidence
BOOK00456,2011,1,['enk'],1,"['London', 'Philadelphia']",2,['Kogan Page'],1,single_country_evidence
BOOK00457,2009,1,['cau'],1,['Los Angeles'],1,"['SAGE', 'SAGE Publications Ltd', 'Sage Publications Ltd']",3,single_country_evidence
BOOK00458,1995,1,[],0,[],0,['CIMA Publishing'],1,no_geographic_evidence
BOOK00459,1997,1,['enk'],1,"['Chichester, West Sussex, England', 'New York']",2,['Wiley'],1,single_country_evidence
BOOK00460,2023,5,[],0,[],0,['IGI Global'],1,no_geographic_evidence
BOOK00461,2003,1,[],0,[],0,['Deutscher Universitätsverlag'],1,no_geographic_evidence
BOOK00462,2017,4,[],0,[],0,['Taylor & Francis Group'],1,no_geographic_evidence
BOOK00463,2002,1,['inu'],1,"['Indianapolis, IN']",1,['Alpha'],1,single_country_evidence
BOOK00464,2019,6,[],0,[],0,"['Taylor & Francis Group', 'CRC Press']",2,no_geographic_evidence
BOOK00465,2016,2,[],0,[],0,"['Kogan Page, Limited', 'Kogan Page']",2,no_geographic_evidence
BOOK00466,1999,1,[],0,[],0,['Penguin Random House'],1,no_geographic_evidence
BOOK00467,1996,2,['mau'],1,"['Boston, Mass', 'Boston']",2,['Harvard Business School Press'],1,single_country_evidence
BOOK00468,2020,6,[],0,[],0,"['Productivity Press', 'CRC Press']",2,no_geographic_evidence
BOOK00469,2007,2,['nyu'],1,['London'],1,"['Kogan Page', 'Kogan Page Publishers']",2,single_country_evidence
BOOK00470,2019,4,[],0,[],0,['BCS Learning & Development Limited'],1,no_geographic_evidence
BOOK00471,2010,13,"['quc', 'nyu']",2,"['Montréal', 'New York', 'London']",3,"['Éditions Transcontinental', 'Ebury Publishing', 'Crown Business', 'Random House Audio', 'Riemann I.Bertelsmann Vlg', 'Crown Currency', 'Crown Business of the Crown Publishing Group, a division of Random House, Inc.', 'Vermilion', 'Crown Publishing Group']",9,multiple_country_evidence
BOOK00472,1978,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00473,1973,2,"['xx', 'ilu']",2,"['Homewood, Ill']",1,"['Irwin', 'R. D. Irwin']",2,multiple_country_evidence
BOOK00474,1981,1,['nyu'],1,['New York'],1,"['McGraw-Hill', 'McGraw-Hill Inc.,US']",2,single_country_evidence
BOOK00475,2004,3,['onc'],1,"['Toronto', 'Montréal']",2,"['McGraw-Hill Ryerson', 'Mcgraw-Hill College', 'McGraw Hill Higher Education']",3,single_country_evidence
BOOK00476,1977,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00477,1982,1,['ilu'],1,"['Homewood, Ill']",1,['R.D. Irwin'],1,single_country_evidence
BOOK00478,1980,2,"['ilu', 'xx']",2,"['Hinsdale, Ill', 'Toronto']",2,"['Dryden Press', 'The Dryden Press']",2,multiple_country_evidence
BOOK00479,2001,1,[],0,[],0,['South-Western College Pub'],1,no_geographic_evidence
BOOK00480,1999,1,['nyu'],1,['New York'],1,['John Wiley & Sons'],1,single_country_evidence
BOOK00481,2001,2,[],0,[],0,['McGraw-Hill School Education'],1,no_geographic_evidence
BOOK00482,2005,1,['nju'],1,"['Hoboken, NJ']",1,['Wiley'],1,single_country_evidence
BOOK00483,2004,1,[],0,[],0,"['Pearson Education, Limited']",1,no_geographic_evidence
BOOK00484,1993,1,[],0,[],0,['Prentice Hall College Div'],1,no_geographic_evidence
BOOK00485,1999,1,[],0,[],0,['Prentice Hall College Div'],1,no_geographic_evidence
BOOK00486,2013,1,[],0,[],0,"['Pearson', 'Prentice Hall']",2,no_geographic_evidence
BOOK00487,1997,2,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00488,2004,1,[],0,[],0,['OUP India'],1,no_geographic_evidence
BOOK00489,1975,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00490,2015,5,[],0,[],0,"['Pearson Education, Limited', 'Pearson']",2,no_geographic_evidence
BOOK00491,2004,1,[],0,[],0,['Prentice-Hall of India Pvt.Ltd'],1,no_geographic_evidence
BOOK00492,1985,1,['nyu'],1,['New York'],1,['McGraw-Hill'],1,single_country_evidence
BOOK00493,1999,1,['xxu'],1,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00494,1980,1,['nyu'],1,['New York'],1,['Wiley'],1,single_country_evidence
BOOK00495,2005,2,[],0,[],0,['Prentice Hall'],1,no_geographic_evidence
BOOK00496,1979,1,['enk'],1,['London'],1,"['Holt, Rinehart and Winston', 'Holt, R & W']",2,single_country_evidence
BOOK00497,1999,1,['ilu'],1,['Boston'],1,['Irwin McGraw-Hill'],1,single_country_evidence
BOOK00498,2004,1,['xxu'],1,"['Upper Saddle River, N.J']",1,['Pearson/Prentice Hall'],1,single_country_evidence
BOOK00499,1992,2,"['nyu', 'enk']",2,"['New York', 'Maidenhead']",2,['McGraw-Hill'],1,multiple_country_evidence
BOOK00500,2005,1,[],0,[],0,"['Taylor & Francis Group', 'Elsevier Butterworth-Heinemann']",2,no_geographic_evidence
BOOK00501,1981,1,['xxu'],1,"['Plano, Tex']",1,['Business Publications'],1,single_country_evidence
BOOK00502,1999,1,['nju'],1,"['Upper Saddle River, N.J']",1,['Prentice Hall'],1,single_country_evidence
BOOK00503,1980,1,['nju'],1,"['Englewood Cliffs, N.J']",1,['Prentice-Hall'],1,single_country_evidence
BOOK00504,2005,1,[],0,[],0,['Pearson Prentice Hall'],1,no_geographic_evidence
BOOK00505,2003,1,[],0,[],0,"['Wiley & Sons, Incorporated, John']",1,no_geographic_evidence
BOOK00506,1996,1,['xxk'],1,['London'],1,['Thames Valley University'],1,single_country_evidence
BOOK00507,2017,1,[],0,[],0,['Pearson'],1,no_geographic_evidence
BOOK00508,2012,1,[],0,[],0,['Pearson'],1,no_geographic_evidence
BOOK00509,2007,2,['nyu'],1,"['New York, N.Y', 'London']",2,"['mcgraw', 'McGraw-Hill']",2,single_country_evidence
BOOK00510,2018,1,[],0,[],0,['Pearson Education Australia'],1,no_geographic_evidence
BOOK00511,1979,1,['nyu'],1,['New York'],1,['Random House'],1,single_country_evidence
BOOK00512,1988,1,['xxu'],1,"['Boston, Mass']",1,['Allyn & Bacon'],1,single_country_evidence
BOOK00513,2000,1,['enk'],1,['Basingstoke'],1,['Macmillan'],1,single_country_evidence
BOOK00514,1998,1,['nyu'],1,['New York'],1,['Wiley'],1,single_country_evidence
BOOK00515,2015,1,[],0,[],0,['Pearson Canada'],1,no_geographic_evidence
BOOK00516,2017,3,[],0,[],0,"['Taylor & Francis Group', 'Routledge']",2,no_geographic_evidence
BOOK00517,2006,4,[],0,[],0,"['Routledge', 'Taylor & Francis Group']",2,no_geographic_evidence
