representation,components,explained_variance_pct
Core,10,8.767353818245795
Core,25,16.68570060808674
Core,50,24.194685136756913
Core,75,29.797956714217882
Core,100,34.6612191273347
Core,150,42.814083763343724
Core,200,49.43295513599606
Enriched,10,7.366643824250696
Enriched,25,12.953341949777958
Enriched,50,19.33506716759191
Enriched,75,24.271986333024113
Enriched,100,28.65142779106778
Enriched,150,35.943160309158266
Enriched,200,41.94870294757643
