query_book_id,recommended_book_id,recommendation_rank,similarity_score
BOOK00021,BOOK00037,5,0.3016196891537602
BOOK00021,BOOK00223,6,0.2824583689318931
BOOK00021,BOOK00217,7,0.2777649594361859
BOOK00021,BOOK00194,8,0.26710070166729516
BOOK00021,BOOK00201,9,0.25567448585038716
BOOK00021,BOOK00197,10,0.24165258169418313
BOOK00022,BOOK01303,1,0.22654359356131443
BOOK00022,BOOK00167,2,0.21653734476004957
BOOK00022,BOOK00036,3,0.17209599118133767
BOOK00022,BOOK00156,4,0.16796197357476744
BOOK00022,BOOK00189,5,0.1671602641182416
BOOK00022,BOOK00467,6,0.15521628687210856
BOOK00022,BOOK00471,7,0.15244639387868142
BOOK00022,BOOK00169,8,0.1512525945485259
BOOK00022,BOOK00161,9,0.1456697190938399
BOOK00022,BOOK01325,10,0.14400681471559465
BOOK00023,BOOK00219,1,0.5830542911245588
BOOK00023,BOOK00279,2,0.5218093255321797
BOOK00023,BOOK00251,3,0.41292731148008177
BOOK00023,BOOK01956,4,0.3113903016248589
BOOK00023,BOOK01784,5,0.3113903016248589
BOOK00023,BOOK01390,6,0.3113903016248589
BOOK00023,BOOK00003,7,0.3113903016248589
BOOK00023,BOOK00094,8,0.26639722821559286
BOOK00023,BOOK00210,9,0.26376213409438826
BOOK00023,BOOK00101,10,0.23149266661578752
BOOK00024,BOOK00014,1,0.253190647568899
BOOK00024,BOOK01040,2,0.19950799739562
BOOK00024,BOOK00203,3,0.17911370407833904
BOOK00024,BOOK00215,4,0.17152869157917855
BOOK00024,BOOK00219,5,0.1681842555287755
BOOK00024,BOOK01784,6,0.1540218750287388
BOOK00024,BOOK01390,7,0.1540218750287388
BOOK00024,BOOK01956,8,0.1540218750287388
BOOK00024,BOOK00003,9,0.1540218750287388
BOOK00024,BOOK01525,10,0.1517245715458325
BOOK00025,BOOK00036,1,0.24107713408652415
BOOK00025,BOOK00009,2,0.22162050464298746
BOOK00025,BOOK01722,3,0.17459221708396702
BOOK00025,BOOK00292,4,0.1734389871821785
BOOK00025,BOOK00035,5,0.17134452468304856
BOOK00025,BOOK00773,6,0.1621175125284373
BOOK00025,BOOK00019,7,0.14961759147505463
BOOK00025,BOOK01639,8,0.14494144170151763
BOOK00025,BOOK01350,9,0.13057264123333084
BOOK00025,BOOK00333,10,0.11890310267842949
BOOK00026,BOOK00193,1,0.49217704986159533
BOOK00026,BOOK00447,2,0.4025967250728141
BOOK00026,BOOK00440,3,0.36559363069776
BOOK00026,BOOK00021,4,0.3484438611279084
BOOK00026,BOOK00008,5,0.32207865373601824
BOOK00026,BOOK00450,6,0.32105538483162516
BOOK00026,BOOK00733,7,0.3172376488372414
BOOK00026,BOOK00037,8,0.30921274445051583
BOOK00026,BOOK00078,9,0.3022090092894411
BOOK00026,BOOK00194,10,0.29118886155012663
BOOK00027,BOOK00184,1,0.4791871641389401
BOOK00027,BOOK00188,2,0.393202584533166
BOOK00027,BOOK01651,3,0.19912470469114169
BOOK00027,BOOK00154,4,0.1810785214644465
BOOK00027,BOOK00153,5,0.17308064909023793
BOOK00027,BOOK00159,6,0.15767166433437735
BOOK00027,BOOK00161,7,0.15378000859729626
BOOK00027,BOOK00030,8,0.15183246756594868
BOOK00027,BOOK00192,9,0.1507968020363708
BOOK00027,BOOK00156,10,0.14672085688560382
BOOK00028,BOOK02037,1,0.422520979592822
BOOK00028,BOOK00821,2,0.31296092119994634
BOOK00028,BOOK00828,3,0.27555170343865076
BOOK00028,BOOK00883,4,0.26657291602842587
BOOK00028,BOOK00831,5,0.25043613054720926
BOOK00028,BOOK01784,6,0.2383314804839328
BOOK00028,BOOK00003,7,0.2383314804839328
BOOK00028,BOOK01956,8,0.2383314804839328
BOOK00028,BOOK01390,9,0.2383314804839328
BOOK00028,BOOK00235,10,0.19899416390474528
BOOK00029,BOOK00016,1,0.2757225388299274
BOOK00029,BOOK00080,2,0.24791408410478855
BOOK00029,BOOK00067,3,0.24000755082293923
BOOK00029,BOOK00158,4,0.21117164298594732
BOOK00029,BOOK00901,5,0.19438198594095332
BOOK00029,BOOK01536,6,0.17355294760314616
BOOK00029,BOOK00173,7,0.16945638641005734
BOOK00029,BOOK00438,8,0.1464411033707712
BOOK00029,BOOK00269,9,0.13727815539847615
BOOK00029,BOOK00089,10,0.12811759244868526
BOOK00030,BOOK00302,1,0.2965175651175171
BOOK00030,BOOK00598,2,0.2252037749841701
BOOK00030,BOOK00660,3,0.22450503595646307
BOOK00030,BOOK00764,4,0.20924686840208054
BOOK00030,BOOK00675,5,0.20896221803630433
BOOK00030,BOOK00447,6,0.2038025472931541
BOOK00030,BOOK00664,7,0.19966584199297668
BOOK00030,BOOK00699,8,0.19379922879329886
BOOK00030,BOOK00685,9,0.19358986635193662
BOOK00030,BOOK00671,10,0.19242367935268767
BOOK00031,BOOK02038,1,0.21364508544084987
BOOK00031,BOOK01564,2,0.1880696103938192
BOOK00031,BOOK00159,3,0.16047056079787878
BOOK00031,BOOK00168,4,0.14606157485592527
BOOK00031,BOOK01702,5,0.14542325698814704
BOOK00031,BOOK00146,6,0.14006907009471797
BOOK00031,BOOK00192,7,0.13940343191476764
BOOK00031,BOOK01625,8,0.12820624885136542
BOOK00031,BOOK01824,9,0.12360325242695969
BOOK00031,BOOK00267,10,0.12255053100311243
BOOK00032,BOOK00777,1,0.4673616458329261
BOOK00032,BOOK00710,2,0.2497139181804418
BOOK00032,BOOK00559,3,0.23399744402409128
BOOK00032,BOOK00619,4,0.22659347269975624
BOOK00032,BOOK00708,5,0.22230816591561475
BOOK00032,BOOK00716,6,0.22127209034749765
BOOK00032,BOOK00311,7,0.21780352132786915
BOOK00032,BOOK00409,8,0.21645688297266324
BOOK00032,BOOK00387,9,0.21307105068500817
BOOK00032,BOOK00883,10,0.21295609427630954
BOOK00033,BOOK00097,1,0.33229368150184796
BOOK00033,BOOK00092,2,0.3195979224180447
BOOK00033,BOOK00164,3,0.26898821691897884
BOOK00033,BOOK00090,4,0.22707921237382764
BOOK00033,BOOK01390,5,0.2167694119761927
BOOK00033,BOOK00003,6,0.2167694119761927
BOOK00033,BOOK01784,7,0.2167694119761927
BOOK00033,BOOK01956,8,0.2167694119761927
BOOK00033,BOOK00195,9,0.20487138462787455
BOOK00033,BOOK00044,10,0.20326739862273455
BOOK00034,BOOK00011,1,0.31240124535411823
BOOK00034,BOOK00003,2,0.2946465968355518
BOOK00034,BOOK01390,3,0.2946465968355518
BOOK00034,BOOK01784,4,0.2946465968355518
BOOK00034,BOOK01956,5,0.2946465968355518
BOOK00034,BOOK00056,6,0.2842177586827633
BOOK00034,BOOK00055,7,0.27875615444724766
BOOK00034,BOOK01963,8,0.2693086862479764
BOOK00034,BOOK01020,9,0.2693086862479764
BOOK00034,BOOK00065,10,0.2569896844855105
BOOK00035,BOOK00036,1,0.47024163541013503
BOOK00035,BOOK00416,2,0.3222192916362742
BOOK00035,BOOK01272,3,0.2818231080849519
BOOK00035,BOOK01653,4,0.2782878799812205
BOOK00035,BOOK00743,5,0.25667757725485485
BOOK00035,BOOK00708,6,0.25636407249183857
BOOK00035,BOOK00290,7,0.23299711871931272
BOOK00035,BOOK00409,8,0.2091077375013687
BOOK00035,BOOK00723,9,0.2052898923078024
BOOK00035,BOOK00405,10,0.20471433961224916
BOOK00036,BOOK00035,1,0.47024163541013503
BOOK00036,BOOK00009,2,0.30473334671993035
BOOK00036,BOOK00292,3,0.29338018208237837
BOOK00036,BOOK00019,4,0.24644251342306975
BOOK00036,BOOK00025,5,0.24107713408652415
BOOK00036,BOOK01567,6,0.20876297155052956
BOOK00036,BOOK01325,7,0.20191302156501914
BOOK00036,BOOK00150,8,0.1958497013459704
BOOK00036,BOOK00466,9,0.17953624334562093
BOOK00036,BOOK01139,10,0.17551798826793838
BOOK00037,BOOK00193,1,0.626121823994729
BOOK00037,BOOK00237,2,0.5074464270317296
BOOK00037,BOOK00194,3,0.468995430031934
BOOK00037,BOOK00054,4,0.39323068617340295
BOOK00037,BOOK00221,5,0.3775561371227877
BOOK00037,BOOK00008,6,0.37518619339706966
BOOK00037,BOOK00053,7,0.37390827136059485
BOOK00037,BOOK00205,8,0.35934776886590536
BOOK00037,BOOK00263,9,0.35871926952472116
BOOK00037,BOOK00061,10,0.3158947794688937
BOOK00038,BOOK01193,1,0.36664577406463417
BOOK00038,BOOK01390,2,0.34670678275461897
BOOK00038,BOOK01956,3,0.34670678275461897
BOOK00038,BOOK00003,4,0.34670678275461897
BOOK00038,BOOK01784,5,0.34670678275461897
BOOK00038,BOOK00170,6,0.28992308995421257
BOOK00038,BOOK00810,7,0.24787899785080855
BOOK00038,BOOK01992,8,0.24107661406249362
BOOK00038,BOOK00005,9,0.23724555487022925
BOOK00038,BOOK00007,10,0.2227159328112698
BOOK00039,BOOK00097,1,0.2847483370637403
BOOK00039,BOOK01096,2,0.2627162295030259
BOOK00039,BOOK00265,3,0.25678641853988443
BOOK00039,BOOK00077,4,0.25025044189873513
BOOK00039,BOOK00614,5,0.1907581664859035
BOOK00039,BOOK00092,6,0.18858130139498872
BOOK00039,BOOK01784,7,0.18575354580181036
BOOK00039,BOOK01390,8,0.18575354580181036
BOOK00039,BOOK01956,9,0.18575354580181036
BOOK00039,BOOK00003,10,0.18575354580181036
BOOK00040,BOOK00353,1,0.18871343961854983
BOOK00040,BOOK00612,2,0.1667268226178061
BOOK00040,BOOK00648,3,0.16367890020831322
BOOK00040,BOOK00719,4,0.16243840767502474
BOOK00040,BOOK01268,5,0.16142079968665834
BOOK00040,BOOK00294,6,0.14622892003165427
BOOK00040,BOOK00056,7,0.14342629759095174
BOOK00040,BOOK00148,8,0.12962258531611043
BOOK00040,BOOK00444,9,0.12879108994534377
BOOK00040,BOOK01481,10,0.12507862518764823
BOOK00041,BOOK00262,1,0.49232267532634016
BOOK00041,BOOK00211,2,0.4437729059607239
BOOK00041,BOOK00402,3,0.4322719471058947
BOOK00041,BOOK00751,4,0.42705584939505037
BOOK00041,BOOK00687,5,0.40642616997264036
BOOK00041,BOOK00151,6,0.38559833340646105
BOOK00041,BOOK00185,7,0.3765853217729158
BOOK00041,BOOK00651,8,0.36493733196155925
BOOK00041,BOOK00116,9,0.32024937189009983
BOOK00041,BOOK00141,10,0.23347054607416567
BOOK00042,BOOK00017,1,0.3643841494605183
BOOK00042,BOOK00660,2,0.22958326563891368
BOOK00042,BOOK00338,3,0.22868509083233654
BOOK00042,BOOK00696,4,0.21620740135533095
BOOK00042,BOOK01968,5,0.20370062745009035
BOOK00042,BOOK00671,6,0.1988525431414429
BOOK00042,BOOK00703,7,0.1895927903655881
BOOK00042,BOOK00237,8,0.18895894115731704
BOOK00042,BOOK01609,9,0.18886180015069326
BOOK00042,BOOK00704,10,0.1849735608826119
BOOK00043,BOOK00315,1,0.21976397011430834
BOOK00043,BOOK00355,2,0.17437081965324702
BOOK00043,BOOK00595,3,0.14830168246745054
BOOK00043,BOOK00274,4,0.14514982267304183
BOOK00043,BOOK01685,5,0.1373819393910209
BOOK00043,BOOK00443,6,0.13278253746296503
BOOK00043,BOOK01486,7,0.12315423423667604
BOOK00043,BOOK00102,8,0.12007032353879805
BOOK00043,BOOK00045,9,0.11636135786098345
BOOK00043,BOOK00566,10,0.1123043617305982
BOOK00044,BOOK00677,1,0.417755155293735
BOOK00044,BOOK00090,2,0.3906328725036169
BOOK00044,BOOK00092,3,0.39037560965721585
BOOK00044,BOOK00051,4,0.3443955891825086
BOOK00044,BOOK00195,5,0.33914150135158655
BOOK00044,BOOK00062,6,0.3024796852619255
BOOK00044,BOOK00253,7,0.3009999345375054
BOOK00044,BOOK00230,8,0.2821917683295089
BOOK00044,BOOK00270,9,0.2800247962022162
BOOK00044,BOOK00164,10,0.2723820370685416
BOOK00045,BOOK01201,1,0.3550830676103317
BOOK00045,BOOK01929,2,0.35171878431448894
BOOK00045,BOOK01188,3,0.3223903269471912
BOOK00045,BOOK01711,4,0.2825434134592349
BOOK00045,BOOK01784,5,0.27799936232901534
BOOK00045,BOOK01390,6,0.27799936232901534
BOOK00045,BOOK01956,7,0.27799936232901534
BOOK00045,BOOK00003,8,0.27799936232901534
BOOK00045,BOOK00084,9,0.2735387717562697
BOOK00045,BOOK01310,10,0.2588670022580419
BOOK00046,BOOK00122,1,0.4451336120647653
BOOK00046,BOOK00098,2,0.29437185618185546
BOOK00046,BOOK00734,3,0.24138078186014916
BOOK00046,BOOK00003,4,0.19126103703554867
BOOK00046,BOOK01390,5,0.19126103703554867
BOOK00046,BOOK01784,6,0.19126103703554867
BOOK00046,BOOK01956,7,0.19126103703554867
BOOK00046,BOOK01929,8,0.1771418018670916
BOOK00046,BOOK01992,9,0.17462133732619173
BOOK00046,BOOK00045,10,0.15460211561282264
BOOK00047,BOOK00333,1,0.25659623872890136
BOOK00047,BOOK01163,2,0.21067357297970762
BOOK00047,BOOK00466,3,0.1669350651974496
BOOK00047,BOOK00101,4,0.1633902021421425
BOOK00047,BOOK00886,5,0.1569093528258238
BOOK00047,BOOK00003,6,0.14535625743004899
BOOK00047,BOOK01956,7,0.14535625743004899
BOOK00047,BOOK01784,8,0.14535625743004899
BOOK00047,BOOK01390,9,0.14535625743004899
BOOK00047,BOOK00011,10,0.1435732155964535
BOOK00048,BOOK00367,1,0.43706980490239367
BOOK00048,BOOK00577,2,0.3098876711235616
BOOK00048,BOOK00625,3,0.2983296695034882
BOOK00048,BOOK00692,4,0.2935414813045778
BOOK00048,BOOK00363,5,0.29071292201515303
BOOK00048,BOOK00003,6,0.25461319702625307
BOOK00048,BOOK01390,7,0.25461319702625307
BOOK00048,BOOK01784,8,0.25461319702625307
BOOK00048,BOOK01956,9,0.25461319702625307
BOOK00048,BOOK00370,10,0.2358124615700776
BOOK00049,BOOK00134,1,0.5888420225667004
BOOK00049,BOOK00071,2,0.5729520864310889
BOOK00049,BOOK00105,3,0.5207629463122925
BOOK00049,BOOK00107,4,0.3410234788125294
BOOK00049,BOOK00058,5,0.31631783692739146
BOOK00049,BOOK00113,6,0.3147143177669525
BOOK00049,BOOK00003,7,0.310001302937839
BOOK00049,BOOK01390,8,0.310001302937839
BOOK00049,BOOK01956,9,0.310001302937839
BOOK00049,BOOK01784,10,0.310001302937839
BOOK00050,BOOK00007,1,0.34735858199333774
BOOK00050,BOOK00038,2,0.22641290192461141
BOOK00050,BOOK00726,3,0.1373285224479923
BOOK00050,BOOK00134,4,0.126067169933127
BOOK00050,BOOK00816,5,0.12166689898436628
BOOK00050,BOOK00021,6,0.12113461014159106
BOOK00050,BOOK01193,7,0.12029610072088606
BOOK00050,BOOK00234,8,0.12026196342224593
BOOK00050,BOOK00294,9,0.11694640847672352
BOOK00050,BOOK00713,10,0.11548314046230648
BOOK00051,BOOK00768,1,0.5828861274718601
BOOK00051,BOOK00079,2,0.48695840364137133
BOOK00051,BOOK00090,3,0.3557219079547186
BOOK00051,BOOK00044,4,0.3443955891825086
BOOK00051,BOOK00195,5,0.2506167578765699
BOOK00051,BOOK00222,6,0.2372453902164272
BOOK00051,BOOK00145,7,0.211870242266725
BOOK00051,BOOK00180,8,0.21131782284383668
BOOK00051,BOOK00884,9,0.19897802702394315
BOOK00051,BOOK00269,10,0.19200378265553766
BOOK00052,BOOK00123,1,0.4317025995079791
BOOK00052,BOOK00193,2,0.4236059043918825
BOOK00052,BOOK00008,3,0.3152640330733597
BOOK00052,BOOK00205,4,0.30195521285795696
BOOK00052,BOOK00037,5,0.2942058034996176
BOOK00052,BOOK00247,6,0.2833622321139016
BOOK00052,BOOK00445,7,0.2276392585063158
BOOK00052,BOOK00221,8,0.2264186882449158
BOOK00052,BOOK00898,9,0.22144653397693184
BOOK00052,BOOK00223,10,0.2208808098032776
BOOK00053,BOOK00054,1,0.7381142585338162
BOOK00053,BOOK00061,2,0.5177411124949421
BOOK00053,BOOK00037,3,0.37390827136059485
BOOK00053,BOOK00075,4,0.346513708359411
BOOK00053,BOOK00096,5,0.3291509087815669
BOOK00053,BOOK00055,6,0.3186424606526047
BOOK00053,BOOK00060,7,0.3074225349595292
BOOK00053,BOOK00057,8,0.30014997829145407
BOOK00053,BOOK00003,9,0.2779082375732401
BOOK00053,BOOK01956,10,0.2779082375732401
BOOK00054,BOOK00083,1,0.7381142585338162
BOOK00054,BOOK00061,2,0.5517884958509459
BOOK00054,BOOK00037,3,0.39323068617340295
BOOK00054,BOOK00075,4,0.3331029569178892
BOOK00054,BOOK00096,5,0.3324718078840957
BOOK00054,BOOK00060,6,0.2955246876178345
BOOK00054,BOOK00057,7,0.2885335929741096
BOOK00054,BOOK00082,8,0.2803244372159183
BOOK00054,BOOK00093,9,0.2720038482332296
BOOK00054,BOOK00085,10,0.2568814822838118
BOOK00055,BOOK00011,1,0.7405475143681041
BOOK00055,BOOK00444,2,0.5018419822734688
BOOK00055,BOOK00056,3,0.49698777542767575
BOOK00055,BOOK00190,4,0.44953954857467604
BOOK00055,BOOK00065,5,0.4438677069504655
BOOK00055,BOOK00445,6,0.43666868536731795
BOOK00055,BOOK00743,7,0.42794522297489007
BOOK00055,BOOK00020,8,0.420292739427713
BOOK00055,BOOK00944,9,0.4120299220109003
BOOK00055,BOOK00945,10,0.37889666630038715
BOOK00056,BOOK00065,1,0.611425430240243
BOOK00056,BOOK00055,2,0.49698777542767575
BOOK00056,BOOK00344,3,0.47438571512303607
BOOK00056,BOOK00190,4,0.4421533005939791
BOOK00056,BOOK00076,5,0.4393766368261744
BOOK00056,BOOK00575,6,0.4240079553411202
BOOK00056,BOOK00011,7,0.4226774902611057
