representation,components,top10_neighbor_preservation_pct
Core,100,47.800000000000004
Core,150,50.83333333333333
Core,200,52.56666666666666
Enriched,100,50.56666666666666
Enriched,150,55.033333333333346
Enriched,200,57.96666666666667
