book_id,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count
BOOK00559,,,2.0,13.0,1.0,0.0
BOOK00560,3.5,2.0,2.0,11.0,0.0,3.0
BOOK00561,,,8.0,9.0,2.0,0.0
BOOK00562,,,7.0,6.0,0.0,0.0
BOOK00563,,,6.0,4.0,1.0,0.0
BOOK00564,,,4.0,8.0,0.0,0.0
BOOK00565,,,5.0,13.0,0.0,1.0
BOOK00566,4.5,2.0,8.0,21.0,2.0,2.0
BOOK00567,4.0,1.0,4.0,6.0,3.0,1.0
BOOK00568,5.0,1.0,1.0,20.0,1.0,0.0
BOOK00569,5.0,1.0,13.0,3.0,1.0,0.0
BOOK00570,,,3.0,5.0,1.0,1.0
BOOK00571,,,1.0,15.0,1.0,0.0
BOOK00572,,,2.0,6.0,0.0,0.0
BOOK00573,,,2.0,9.0,0.0,1.0
BOOK00574,5.0,1.0,6.0,3.0,0.0,1.0
BOOK00575,,,8.0,3.0,0.0,0.0
BOOK00576,,,1.0,6.0,1.0,0.0
BOOK00577,,,12.0,2.0,1.0,0.0
BOOK00578,,,4.0,3.0,0.0,0.0
BOOK00579,,,3.0,2.0,1.0,0.0
BOOK00580,,,2.0,4.0,0.0,0.0
BOOK00581,,,5.0,5.0,0.0,0.0
BOOK00582,,,6.0,4.0,0.0,0.0
BOOK00583,1.0,1.0,2.0,2.0,1.0,1.0
BOOK00584,,,5.0,2.0,0.0,0.0
BOOK00585,,,8.0,,,
BOOK00586,,,5.0,1.0,0.0,0.0
BOOK00587,,,1.0,4.0,0.0,0.0
BOOK00588,,,2.0,5.0,0.0,0.0
BOOK00589,,,2.0,2.0,0.0,0.0
BOOK00590,,,7.0,1.0,0.0,0.0
BOOK00591,,,6.0,2.0,0.0,0.0
BOOK00592,,,2.0,2.0,0.0,0.0
BOOK00593,,,1.0,3.0,0.0,0.0
BOOK00594,,,3.0,3.0,0.0,0.0
BOOK00595,,,1.0,3.0,0.0,0.0
BOOK00596,,,1.0,2.0,0.0,0.0
BOOK00597,,,7.0,1.0,0.0,0.0
BOOK00598,,,7.0,1.0,0.0,0.0
BOOK00599,,,3.0,1.0,1.0,0.0
BOOK00600,,,3.0,2.0,0.0,0.0
BOOK00601,,,2.0,2.0,1.0,0.0
BOOK00602,,,6.0,2.0,0.0,0.0
BOOK00603,,,6.0,1.0,0.0,0.0
BOOK00604,1.0,1.0,1.0,1.0,0.0,1.0
BOOK00605,,,3.0,2.0,0.0,0.0
BOOK00606,,,1.0,2.0,1.0,0.0
BOOK00607,,,11.0,,,
BOOK00608,,,7.0,,,
BOOK00609,,,2.0,2.0,0.0,0.0
BOOK00610,,,1.0,3.0,0.0,0.0
BOOK00611,,,5.0,1.0,0.0,0.0
BOOK00612,,,1.0,2.0,0.0,0.0
BOOK00613,5.0,1.0,1.0,1.0,1.0,0.0
BOOK00614,,,6.0,,,
BOOK00615,5.0,3.0,12.0,76.0,6.0,2.0
BOOK00616,5.0,1.0,8.0,44.0,4.0,3.0
BOOK00617,,,14.0,40.0,6.0,0.0
BOOK00618,,,12.0,33.0,2.0,0.0
BOOK00619,,,16.0,19.0,2.0,1.0
BOOK00620,,,17.0,18.0,1.0,1.0
BOOK00621,5.0,2.0,6.0,19.0,2.0,2.0
BOOK00622,5.0,1.0,2.0,42.0,0.0,1.0
BOOK00623,5.0,1.0,7.0,31.0,0.0,0.0
BOOK00624,3.0,2.0,6.0,21.0,3.0,2.0
BOOK00625,3.0,2.0,1.0,49.0,2.0,2.0
BOOK00626,1.0,1.0,2.0,27.0,3.0,1.0
BOOK00627,,,1.0,49.0,1.0,0.0
BOOK00628,5.0,1.0,1.0,32.0,4.0,2.0
BOOK00629,,,11.0,14.0,0.0,0.0
BOOK00630,,,5.0,25.0,0.0,1.0
BOOK00631,5.0,1.0,1.0,31.0,3.0,1.0
BOOK00632,5.0,1.0,7.0,11.0,3.0,1.0
BOOK00633,,,6.0,22.0,0.0,1.0
BOOK00634,5.0,1.0,7.0,15.0,0.0,2.0
BOOK00635,,,10.0,15.0,0.0,1.0
BOOK00636,1.0,1.0,1.0,27.0,4.0,1.0
BOOK00637,,,3.0,15.0,2.0,0.0
BOOK00638,4.5,2.0,2.0,35.0,2.0,0.0
BOOK00639,,,8.0,11.0,3.0,0.0
BOOK00640,,,6.0,11.0,1.0,0.0
BOOK00641,,,5.0,24.0,0.0,0.0
BOOK00642,,,4.0,18.0,0.0,0.0
BOOK00643,4.0,1.0,8.0,11.0,0.0,1.0
BOOK00644,,,13.0,7.0,0.0,1.0
BOOK00645,,,1.0,32.0,1.0,1.0
BOOK00646,5.0,1.0,5.0,13.0,1.0,1.0
BOOK00647,,,4.0,12.0,0.0,1.0
BOOK00648,,,5.0,15.0,3.0,0.0
BOOK00649,,,4.0,10.0,2.0,0.0
BOOK00650,,,7.0,9.0,1.0,0.0
BOOK00651,,,4.0,11.0,0.0,0.0
BOOK00652,,,2.0,14.0,0.0,1.0
BOOK00653,,,11.0,7.0,0.0,0.0
BOOK00654,,,1.0,17.0,1.0,0.0
BOOK00655,,,5.0,9.0,0.0,0.0
BOOK00656,,,5.0,13.0,1.0,0.0
BOOK00657,,,18.0,6.0,0.0,0.0
BOOK00658,,,2.0,9.0,1.0,0.0
BOOK00659,,,9.0,11.0,1.0,0.0
BOOK00660,4.25,12.0,77.0,512.0,41.0,26.0
BOOK00661,4.6,5.0,17.0,51.0,7.0,4.0
BOOK00662,3.0,3.0,17.0,51.0,9.0,4.0
BOOK00663,,,12.0,59.0,3.0,0.0
BOOK00664,,,13.0,42.0,2.0,2.0
BOOK00665,,,14.0,14.0,4.0,0.0
BOOK00666,,,5.0,24.0,3.0,0.0
BOOK00667,,,8.0,16.0,3.0,1.0
BOOK00668,,,9.0,44.0,3.0,0.0
BOOK00669,,,13.0,11.0,3.0,0.0
BOOK00670,,,14.0,6.0,4.0,0.0
BOOK00671,5.0,1.0,9.0,27.0,1.0,2.0
BOOK00672,,,9.0,14.0,0.0,1.0
BOOK00673,,,7.0,17.0,0.0,0.0
BOOK00674,,,9.0,14.0,0.0,0.0
BOOK00675,,,6.0,8.0,2.0,1.0
BOOK00676,5.0,1.0,7.0,15.0,0.0,0.0
BOOK00677,,,16.0,12.0,0.0,0.0
BOOK00678,3.0,1.0,3.0,8.0,0.0,1.0
BOOK00679,,,6.0,9.0,1.0,0.0
BOOK00680,,,13.0,5.0,0.0,0.0
BOOK00681,,,3.0,12.0,1.0,0.0
BOOK00682,,,8.0,6.0,0.0,0.0
BOOK00683,5.0,2.0,1.0,15.0,8.0,0.0
BOOK00684,,,3.0,9.0,2.0,0.0
BOOK00685,,,10.0,7.0,0.0,0.0
BOOK00686,,,10.0,5.0,1.0,0.0
BOOK00687,5.0,1.0,6.0,6.0,0.0,1.0
BOOK00688,,,6.0,7.0,0.0,0.0
BOOK00689,,,3.0,6.0,1.0,0.0
BOOK00690,,,15.0,2.0,0.0,0.0
BOOK00691,5.0,2.0,1.0,11.0,1.0,0.0
BOOK00692,,,2.0,12.0,1.0,0.0
BOOK00693,,,13.0,2.0,0.0,0.0
BOOK00694,5.0,1.0,4.0,8.0,1.0,0.0
BOOK00695,5.0,1.0,8.0,2.0,1.0,1.0
BOOK00696,,,5.0,7.0,0.0,0.0
BOOK00697,,,5.0,4.0,0.0,0.0
BOOK00698,,,3.0,9.0,1.0,1.0
BOOK00699,,,11.0,2.0,0.0,0.0
BOOK00700,,,10.0,3.0,0.0,0.0
BOOK00701,,,4.0,6.0,0.0,0.0
BOOK00702,,,3.0,7.0,0.0,0.0
BOOK00703,,,6.0,3.0,0.0,0.0
BOOK00704,,,2.0,6.0,0.0,0.0
BOOK00705,,,6.0,2.0,1.0,0.0
BOOK00706,,,7.0,2.0,1.0,0.0
BOOK00707,5.0,1.0,6.0,4.0,0.0,0.0
BOOK00708,1.0,1.0,22.0,48.0,7.0,3.0
BOOK00709,3.0769231,13.0,4.0,516.0,21.0,12.0
BOOK00710,3.8,5.0,4.0,194.0,7.0,7.0
BOOK00711,,,6.0,18.0,0.0,1.0
BOOK00712,,,3.0,11.0,1.0,0.0
BOOK00713,,,5.0,9.0,0.0,0.0
BOOK00714,3.0,1.0,1.0,58.0,6.0,0.0
BOOK00715,,,6.0,17.0,0.0,0.0
BOOK00716,,,11.0,4.0,0.0,0.0
BOOK00717,,,2.0,17.0,2.0,0.0
BOOK00718,,,8.0,5.0,0.0,0.0
BOOK00719,,,16.0,2.0,0.0,0.0
BOOK00720,,,7.0,3.0,0.0,0.0
BOOK00721,3.0,1.0,4.0,6.0,1.0,1.0
BOOK00722,,,3.0,13.0,1.0,1.0
BOOK00723,0.0,0.0,6.0,2.0,1.0,0.0
BOOK00724,4.0,2.0,1.0,19.0,0.0,2.0
BOOK00725,,,13.0,1.0,0.0,0.0
BOOK00726,,,1.0,5.0,0.0,0.0
BOOK00727,,,3.0,5.0,0.0,0.0
BOOK00728,,,2.0,2.0,0.0,1.0
BOOK00729,5.0,1.0,5.0,8.0,0.0,0.0
BOOK00730,,,2.0,6.0,0.0,0.0
BOOK00731,,,2.0,4.0,0.0,0.0
BOOK00732,,,5.0,2.0,0.0,0.0
BOOK00733,,,5.0,3.0,0.0,0.0
BOOK00734,3.9130435,23.0,15.0,759.0,40.0,28.0
BOOK00735,,,4.0,2.0,0.0,0.0
BOOK00736,,,2.0,5.0,0.0,0.0
BOOK00737,,,4.0,3.0,0.0,0.0
BOOK00738,,,1.0,4.0,0.0,0.0
BOOK00739,,,19.0,11.0,0.0,0.0
BOOK00740,,,2.0,5.0,0.0,0.0
BOOK00741,,,8.0,11.0,0.0,0.0
BOOK00742,5.0,1.0,2.0,2.0,0.0,1.0
BOOK00743,,,2.0,2.0,0.0,0.0
BOOK00744,,,1.0,3.0,0.0,0.0
BOOK00745,,,2.0,3.0,0.0,1.0
BOOK00746,1.0,1.0,15.0,63.0,3.0,1.0
BOOK00747,,,7.0,,,
BOOK00748,,,2.0,6.0,0.0,0.0
BOOK00749,,,1.0,4.0,0.0,0.0
BOOK00750,,,9.0,,,
BOOK00751,,,2.0,3.0,0.0,0.0
BOOK00752,,,6.0,1.0,0.0,0.0
BOOK00753,0.0,0.0,6.0,0.0,0.0,0.0
BOOK00754,,,1.0,2.0,0.0,0.0
BOOK00755,,,1.0,9.0,1.0,0.0
BOOK00756,3.0,2.0,1.0,71.0,15.0,1.0
BOOK00757,,,1.0,7.0,0.0,1.0
BOOK00758,4.285714,7.0,65.0,253.0,32.0,14.0
BOOK00759,3.8333333,6.0,80.0,250.0,22.0,6.0
BOOK00760,4.2,5.0,29.0,157.0,18.0,2.0
BOOK00761,4.0,4.0,8.0,33.0,2.0,1.0
BOOK00762,,,7.0,41.0,4.0,0.0
BOOK00763,,,9.0,21.0,0.0,0.0
BOOK00764,,,8.0,40.0,6.0,1.0
BOOK00765,2.0,1.0,9.0,26.0,3.0,0.0
BOOK00766,1.0,1.0,6.0,29.0,2.0,0.0
BOOK00767,,,9.0,19.0,0.0,0.0
BOOK00768,,,13.0,12.0,1.0,0.0
BOOK00769,,,2.0,40.0,5.0,0.0
BOOK00770,,,20.0,15.0,0.0,1.0
BOOK00771,,,5.0,12.0,0.0,1.0
BOOK00772,,,8.0,7.0,0.0,0.0
BOOK00773,4.5,2.0,1.0,56.0,4.0,1.0
BOOK00774,,,6.0,7.0,1.0,0.0
BOOK00775,5.0,1.0,13.0,21.0,1.0,2.0
BOOK00776,,,20.0,11.0,1.0,1.0
BOOK00777,,,8.0,10.0,0.0,1.0
BOOK00778,0.0,0.0,58.0,10.0,0.0,0.0
BOOK00779,,,1.0,18.0,0.0,1.0
BOOK00780,,,7.0,16.0,0.0,0.0
BOOK00781,0.0,0.0,13.0,13.0,1.0,0.0
BOOK00782,,,3.0,7.0,2.0,0.0
BOOK00783,,,4.0,17.0,0.0,0.0
BOOK00784,5.0,1.0,6.0,13.0,1.0,0.0
BOOK00785,,,2.0,9.0,0.0,0.0
BOOK00786,,,2.0,14.0,0.0,0.0
BOOK00787,,,1.0,14.0,0.0,0.0
BOOK00788,5.0,1.0,9.0,4.0,1.0,1.0
BOOK00789,4.0,1.0,1.0,42.0,2.0,5.0
BOOK00790,,,21.0,2.0,0.0,0.0
BOOK00791,,,13.0,4.0,1.0,1.0
BOOK00792,4.0,1.0,6.0,8.0,0.0,1.0
BOOK00793,5.0,1.0,19.0,6.0,0.0,0.0
BOOK00794,3.0,1.0,1.0,19.0,2.0,1.0
BOOK00795,,,2.0,12.0,0.0,0.0
BOOK00796,4.0,1.0,4.0,7.0,1.0,2.0
BOOK00797,,,4.0,4.0,2.0,0.0
BOOK00798,5.0,1.0,17.0,6.0,1.0,1.0
BOOK00799,,,1.0,20.0,0.0,0.0
BOOK00800,,,1.0,18.0,2.0,0.0
BOOK00801,0.0,0.0,13.0,6.0,0.0,0.0
BOOK00802,,,17.0,5.0,1.0,0.0
BOOK00803,,,2.0,9.0,0.0,0.0
BOOK00804,3.0,2.0,29.0,59.0,10.0,0.0
BOOK00805,,,4.0,12.0,1.0,0.0
BOOK00806,3.4,5.0,15.0,204.0,16.0,14.0
BOOK00807,3.9166667,12.0,11.0,243.0,37.0,6.0
BOOK00808,4.285714,7.0,14.0,129.0,10.0,6.0
BOOK00809,4.45,20.0,38.0,336.0,28.0,30.0
BOOK00810,3.75,8.0,5.0,141.0,15.0,7.0
BOOK00811,5.0,3.0,10.0,131.0,6.0,2.0
BOOK00812,3.0,2.0,10.0,109.0,11.0,3.0
BOOK00813,5.0,1.0,15.0,55.0,3.0,2.0
BOOK00814,5.0,1.0,11.0,59.0,5.0,1.0
BOOK00815,,,8.0,124.0,16.0,0.0
BOOK00816,2.8888888,9.0,2.0,267.0,29.0,6.0
BOOK00817,2.3333333,3.0,2.0,109.0,9.0,2.0
BOOK00818,2.9,10.0,47.0,417.0,28.0,12.0
BOOK00819,3.0,2.0,7.0,159.0,13.0,2.0
BOOK00820,2.0,1.0,7.0,176.0,9.0,1.0
BOOK00821,4.5,2.0,19.0,48.0,6.0,1.0
BOOK00822,5.0,1.0,17.0,52.0,6.0,2.0
BOOK00823,5.0,1.0,14.0,37.0,3.0,1.0
BOOK00824,3.5,2.0,15.0,37.0,3.0,2.0
BOOK00825,4.25,4.0,20.0,114.0,3.0,15.0
BOOK00826,2.0,1.0,14.0,41.0,1.0,3.0
BOOK00827,3.0,1.0,44.0,52.0,3.0,1.0
BOOK00828,3.0,1.0,21.0,72.0,2.0,1.0
BOOK00829,4.0,2.0,11.0,36.0,2.0,2.0
BOOK00830,4.0,4.0,5.0,70.0,7.0,1.0
BOOK00831,,,4.0,73.0,2.0,2.0
BOOK00832,,,23.0,27.0,4.0,1.0
BOOK00833,5.0,2.0,8.0,59.0,7.0,1.0
BOOK00834,3.6666667,6.0,1.0,146.0,10.0,3.0
BOOK00835,3.0,2.0,9.0,34.0,5.0,2.0
BOOK00836,3.75,4.0,2.0,130.0,14.0,4.0
BOOK00837,4.75,4.0,14.0,59.0,6.0,2.0
BOOK00838,4.5,2.0,14.0,30.0,2.0,2.0
BOOK00839,5.0,2.0,12.0,24.0,4.0,2.0
BOOK00840,4.75,4.0,5.0,56.0,3.0,3.0
BOOK00841,5.0,1.0,16.0,37.0,7.0,1.0
BOOK00842,5.0,1.0,22.0,21.0,2.0,1.0
BOOK00843,,,18.0,67.0,0.0,0.0
BOOK00844,,,5.0,38.0,4.0,1.0
BOOK00845,5.0,1.0,11.0,57.0,4.0,1.0
BOOK00846,3.0,2.0,16.0,30.0,0.0,3.0
BOOK00847,5.0,2.0,13.0,30.0,5.0,5.0
BOOK00848,4.0,1.0,22.0,61.0,5.0,2.0
BOOK00849,4.8333335,6.0,3.0,70.0,4.0,6.0
BOOK00850,5.0,2.0,9.0,20.0,4.0,3.0
BOOK00851,,,20.0,14.0,2.0,0.0
BOOK00852,4.714286,7.0,1.0,146.0,15.0,6.0
BOOK00853,5.0,2.0,30.0,70.0,4.0,1.0
BOOK00854,5.0,4.0,3.0,58.0,8.0,4.0
BOOK00855,1.0,1.0,12.0,44.0,5.0,1.0
BOOK00856,3.942029,69.0,39.0,2335.0,200.0,106.0
BOOK00857,3.8888888,9.0,7.0,499.0,29.0,18.0
BOOK00858,4.3333335,3.0,1.0,141.0,13.0,4.0
BOOK00859,4.25,4.0,20.0,174.0,14.0,5.0
BOOK00860,5.0,1.0,3.0,72.0,7.0,2.0
BOOK00861,4.0,4.0,2.0,70.0,5.0,3.0
BOOK00862,,,1.0,29.0,0.0,1.0
BOOK00863,,,3.0,19.0,2.0,2.0
BOOK00864,3.0,2.0,1.0,23.0,3.0,2.0
BOOK00865,,,1.0,36.0,3.0,1.0
BOOK00866,,,1.0,32.0,0.0,0.0
BOOK00867,,,2.0,19.0,1.0,0.0
BOOK00868,0.0,0.0,3.0,15.0,2.0,1.0
BOOK00869,,,2.0,11.0,0.0,1.0
BOOK00870,,,1.0,31.0,2.0,1.0
BOOK00871,3.5,2.0,1.0,17.0,0.0,4.0
BOOK00872,,,1.0,12.0,1.0,0.0
BOOK00873,,,1.0,8.0,1.0,0.0
BOOK00874,,,3.0,8.0,0.0,0.0
BOOK00875,,,2.0,26.0,0.0,0.0
BOOK00876,,,6.0,6.0,0.0,0.0
BOOK00877,,,4.0,14.0,0.0,0.0
BOOK00878,,,7.0,6.0,0.0,0.0
BOOK00879,5.0,1.0,2.0,17.0,0.0,2.0
BOOK00880,,,2.0,8.0,1.0,0.0
BOOK00881,,,2.0,11.0,2.0,0.0
BOOK00882,,,1.0,7.0,1.0,1.0
BOOK00883,,,3.0,7.0,1.0,0.0
BOOK00884,1.0,1.0,12.0,7.0,0.0,0.0
BOOK00885,,,1.0,7.0,1.0,0.0
BOOK00886,,,4.0,13.0,2.0,0.0
BOOK00887,,,2.0,10.0,1.0,0.0
BOOK00888,,,1.0,80.0,5.0,0.0
BOOK00889,4.0,1.0,6.0,10.0,1.0,1.0
BOOK00890,,,2.0,6.0,1.0,1.0
BOOK00891,,,5.0,3.0,0.0,0.0
BOOK00892,,,5.0,10.0,1.0,1.0
BOOK00893,,,5.0,4.0,0.0,0.0
BOOK00894,,,4.0,6.0,0.0,0.0
BOOK00895,,,1.0,6.0,0.0,0.0
BOOK00896,,,1.0,9.0,2.0,0.0
BOOK00897,,,1.0,7.0,0.0,0.0
BOOK00898,,,1.0,7.0,0.0,0.0
BOOK00899,,,11.0,3.0,0.0,0.0
BOOK00900,5.0,1.0,1.0,33.0,2.0,1.0
BOOK00901,,,1.0,7.0,0.0,0.0
BOOK00902,,,1.0,7.0,0.0,0.0
BOOK00903,,,1.0,5.0,0.0,0.0
BOOK00904,5.0,3.0,1.0,46.0,4.0,3.0
BOOK00905,,,1.0,13.0,0.0,1.0
BOOK00906,,,4.0,9.0,1.0,1.0
BOOK00907,,,8.0,11.0,0.0,1.0
BOOK00908,5.0,1.0,4.0,8.0,2.0,1.0
BOOK00909,,,2.0,10.0,0.0,0.0
BOOK00910,,,9.0,4.0,1.0,0.0
BOOK00911,,,7.0,3.0,0.0,0.0
BOOK00912,,,1.0,5.0,0.0,1.0
BOOK00913,,,2.0,1.0,0.0,1.0
BOOK00914,,,9.0,,,
BOOK00915,4.0,17.0,20.0,303.0,14.0,22.0
BOOK00916,,,2.0,3.0,0.0,0.0
BOOK00917,3.0,1.0,2.0,0.0,0.0,1.0
BOOK00918,,,7.0,,,
BOOK00919,5.0,1.0,3.0,2.0,0.0,0.0
BOOK00920,,,2.0,0.0,0.0,1.0
BOOK00921,,,7.0,,,
BOOK00922,,,1.0,3.0,0.0,0.0
BOOK00923,,,2.0,1.0,0.0,0.0
BOOK00924,,,2.0,1.0,0.0,0.0
BOOK00925,,,4.0,,,
BOOK00926,,,5.0,,,
BOOK00927,,,6.0,,,
BOOK00928,,,6.0,,,
BOOK00929,,,1.0,2.0,0.0,0.0
BOOK00930,,,2.0,1.0,0.0,0.0
BOOK00931,,,4.0,1.0,0.0,0.0
BOOK00932,4.0,3.0,33.0,68.0,5.0,7.0
BOOK00933,,,4.0,,,
BOOK00934,,,3.0,1.0,0.0,0.0
BOOK00935,,,3.0,0.0,0.0,0.0
BOOK00936,,,7.0,,,
BOOK00937,,,4.0,,,
BOOK00938,,,7.0,,,
BOOK00939,,,5.0,,,
BOOK00940,,,5.0,,,
BOOK00941,,,2.0,1.0,0.0,0.0
BOOK00942,,,5.0,1.0,0.0,0.0
BOOK00943,,,9.0,18.0,2.0,0.0
BOOK00944,,,5.0,,,
BOOK00945,,,5.0,,,
BOOK00946,,,2.0,2.0,0.0,0.0
BOOK00947,,,2.0,,,
BOOK00948,,,5.0,,,
BOOK00949,,,5.0,,,
BOOK00950,,,5.0,,,
